ID_respondente	ult_avaliacao_clima	qtde_projetos_3m	qtde_projetos_6m	qtde_projetos_12m	qtde_projetos_24m	media_horas_trabalho_3m	media_horas_trabalho_6m	media_horas_trabalho_12m	tempo_empresa	flag_promocao_3m	flag_promocao_6m	flag_promocao_12m	flag_promocao_vida	departamento	patamar_salario	turnover
1057	0.23	3	4	4	8	155	155	143	3	0	0	0	0	dados	01_menor_igual_media	0
1058	0.75	1	4	6	6	159	156	167	2	0	0	0	0	dados	01_menor_igual_media	0
1059	0.29	3	4	7	12	160	156	157	2	0	0	0	1	marketing/produto	02_acima_media	0
1060	0.99	0	6	8	11	179	177	178	3	0	0	0	1	vendas	01_menor_igual_media	0
1061		0	4	7	7	169	168	163	6	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1062	0.16	3	6	8	9	181	178	179	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1063	0.48	4	4	5	7	145	154	153	4	0	0	0	0	dados	01_menor_igual_media	1
1064	0	4	4	7	9	158	154	153	4	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1065	0.96	4	4	6	11	148	154	146	5	1	0	0	1	vendas	01_menor_igual_media	0
1066	0.93	1	3	3	5	153	157	157	8	0	0	0	1	vendas	01_menor_igual_media	0
1067	0.76	0	4	7	11	171	168	166	4	0	1	0	1	dados	01_menor_igual_media	0
1068	0.93	1	3	5	9	148	154	154	4	0	0	0	1	vendas	01_menor_igual_media	0
1069	0.75	0	3	3	4	165	166	177	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1070	0.31	2	4	4	7	169	162	150	1	0	0	0	0	TI/suporte	01_menor_igual_media	1
1071	0.34	5	7	9	13	167	169	175	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1072		3	3	5	10	158	157	147	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
1073	0.97	3	3	3	8	184	189	184	3	0	0	0	1	dados	01_menor_igual_media	0
1074	0.75	2	5	7	7	185	176	175	5	0	0	1	1	dados	01_menor_igual_media	0
1075	0.49	4	4	7	8	151	159	162	1	0	0	0	1	TI/suporte	01_menor_igual_media	1
1076	0.8	2	3	5	8	163	158	161	2	0	0	0	0	vendas	02_acima_media	0
1077	0.8	1	4	4	7	190	190	199	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1078	0.25	4	5	6	6	151	157	157	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1079	0.71	0	2	4	8	153	155	156	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1080	0.47	2	3	3	8	162	155	152	4	0	0	0	0	vendas	01_menor_igual_media	0
1081		1	2	3	7	162	154	164	4	0	0	0	1	marketing/produto	01_menor_igual_media	1
1082	0.59	1	2	3	6	158	153	151	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1083	0.71	1	3	4	9	177	180	181	4	0	0	0	0	dados	01_menor_igual_media	0
1084	0.62	2	4	7	10	153	155	158	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
1085	0.36	1	3	6	10	188	188	193	4	0	0	0	0	dados	01_menor_igual_media	1
1086	0.13	2	2	5	9	153	154	157	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1087	0.97	3	3	6	7	156	160	164	10	0	1	0	1	dados	01_menor_igual_media	0
1088	0.79	2	3	5	6	174	177	174	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1089	0.09	2	7	7	12	194	186	185	4	0	0	1	1	marketing/produto	01_menor_igual_media	0
1090	0.59	5	6	9	10	165	157	153	2	0	0	0	1	vendas	01_menor_igual_media	0
1091	0.95	1	3	5	5	163	162	157	8	0	0	0	0	marketing/produto	01_menor_igual_media	0
1092	0.12	3	5	6	8	155	154	157	6	0	0	1	1	dados	01_menor_igual_media	0
1093	0.86	2	3	6	9	185	186	197	3	0	0	0	1	RH/financeiro	02_acima_media	0
1094	0.85	0	4	5	7	157	165	154	3	0	0	0	1	vendas	01_menor_igual_media	0
1095	0.71	1	5	7	8	186	179	173	5	0	1	0	1	marketing/produto	01_menor_igual_media	0
1096	0.99	2	4	6	10	164	164	176	1	0	0	0	0	vendas	01_menor_igual_media	0
1097	0.52	0	5	8	12	181	178	182	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1098	0.1	0	5	5	9	153	155	157	6	0	0	0	0	dados	01_menor_igual_media	0
1099		0	5	6	11	157	159	158	3	0	0	0	0	vendas	01_menor_igual_media	0
1100	0.01	3	7	7	12	201	203	203	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1101	0.95	3	3	4	9	160	159	152	3	0	0	0	0	vendas	01_menor_igual_media	0
1102		2	4	5	8	152	162	167	3	0	0	0	1	vendas	01_menor_igual_media	0
1103	0.53	0	3	5	8	157	154	151	3	0	0	0	0	vendas	01_menor_igual_media	1
1104	0.8	0	4	7	7	162	168	159	3	0	0	0	1	vendas	01_menor_igual_media	1
1105	0.85	4	5	5	9	177	172	160	5	0	0	0	0	dados	01_menor_igual_media	0
1106	0.56	0	2	2	6	153	153	147	3	0	0	0	1	marketing/produto	02_acima_media	0
1107	0.28	3	3	3	3	165	158	148	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1108	0.94	3	4	5	10	190	188	178	4	1	0	0	1	vendas	01_menor_igual_media	0
1109	0.41	4	4	7	7	161	156	160	4	0	0	0	0	dados	01_menor_igual_media	0
1110	0.71	3	4	7	7	156	158	161	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1111	0.19	1	4	6	7	154	157	160	2	0	0	1	1	TI/suporte	01_menor_igual_media	0
1112	0.99	2	2	3	3	162	158	160	6	0	0	0	1	dados	01_menor_igual_media	0
1113	0.82	3	4	7	9	175	174	168	5	0	0	0	1	vendas	01_menor_igual_media	0
1114	0.35	4	4	7	10	157	155	167	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1115	0.55	0	7	8	9	156	155	159	2	0	0	0	1	marketing/produto	01_menor_igual_media	0
1116	0.6	3	4	4	4	163	155	158	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1117	1	4	4	6	8	157	157	166	1	0	0	0	1	vendas	01_menor_igual_media	0
1118	0.49	1	3	3	5	170	162	153	4	0	0	0	1	RH/financeiro	02_acima_media	0
1119	0.21	0	3	3	7	184	174	173	4	0	0	0	0	vendas	01_menor_igual_media	0
1120	0.93	3	3	6	6	185	185	184	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1121	0.65	4	5	8	8	167	168	164	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1122	0.07	6	6	6	7	195	200	205	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
1123	0.31	2	2	2	7	162	155	154	3	0	0	0	0	dados	02_acima_media	0
1124	0.38	3	4	5	10	185	186	179	3	0	0	0	0	vendas	01_menor_igual_media	1
1125	0.61	0	2	4	8	157	164	167	2	0	0	0	1	vendas	01_menor_igual_media	1
1126		0	6	8	13	164	170	181	4	1	0	0	1	dados	01_menor_igual_media	0
1127	0.57	0	3	6	11	162	159	163	4	0	0	0	0	dados	01_menor_igual_media	0
1128	0.38	2	3	3	4	161	160	152	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1129	0.09	5	6	6	6	194	187	185	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1130	0.91	2	4	6	8	179	183	178	5	0	0	0	1	dados	01_menor_igual_media	0
1131	0.35	3	4	4	7	173	175	173	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1132	0.21	1	2	2	4	153	154	153	3	0	0	0	1	dados	01_menor_igual_media	0
1133	0.09	1	6	8	12	154	159	160	2	0	0	0	1	RH/financeiro	01_menor_igual_media	1
1134	0.88	3	4	5	7	173	163	162	7	1	0	0	1	marketing/produto	02_acima_media	0
1135	0.94	1	3	4	8	165	168	168	3	0	0	0	0	dados	02_acima_media	0
1136	1	1	5	8	13	169	168	172	1	0	0	0	1	RH/financeiro	01_menor_igual_media	1
1137	0.75	0	4	7	8	168	165	170	3	0	0	0	1	dados	01_menor_igual_media	0
1138	0.71	0	3	6	11	197	189	199	1	0	0	0	0	marketing/produto	01_menor_igual_media	1
1139	0.31	3	3	4	8	148	150	160	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1140	0.87	3	4	6	10	153	153	151	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1141	0.21	2	6	7	9	160	159	159	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1142	0.87	4	4	4	9	181	180	174	1	0	0	0	1	dados	01_menor_igual_media	0
1143	0.98	6	6	7	10	178	181	193	4	0	0	0	0	dados	01_menor_igual_media	0
1144		1	4	6	9	154	161	166	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1145	0.6	2	4	4	6	184	184	183	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1146	0.26	4	5	6	7	155	157	158	7	0	0	0	0	marketing/produto	01_menor_igual_media	0
1147	0.91	1	5	6	7	166	163	154	3	0	0	0	1	dados	01_menor_igual_media	0
1148	0.46	0	5	5	8	156	159	170	2	0	0	0	0	dados	01_menor_igual_media	0
1149	0.4	3	4	6	9	196	189	192	5	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1150	0.33	1	3	6	7	161	166	168	3	0	0	0	0	dados	02_acima_media	0
1151	0.3	1	4	4	4	164	164	160	3	0	0	0	0	vendas	01_menor_igual_media	0
1152	0.97	1	3	5	8	160	155	145	7	0	0	0	0	vendas	01_menor_igual_media	0
1153	0.45	5	6	9	11	173	174	176	6	0	0	0	0	TI/suporte	01_menor_igual_media	0
1154	0.96	2	3	6	7	158	156	155	4	0	0	1	1	vendas	01_menor_igual_media	0
1155		3	3	3	4	164	158	160	4	0	0	0	1	TI/suporte	02_acima_media	0
1156	0.95	2	3	4	6	161	166	164	1	0	0	0	0	vendas	01_menor_igual_media	0
1157	0.79	2	4	5	6	173	163	174	7	1	0	0	1	marketing/produto	02_acima_media	0
1158		0	5	7	10	183	184	190	1	0	0	0	1	dados	01_menor_igual_media	0
1159	0.31	5	5	6	7	151	157	165	2	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1160	0.09	0	4	4	5	154	157	158	6	0	0	0	1	TI/suporte	01_menor_igual_media	0
1161	0.83	2	4	4	6	189	187	177	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1162	0.55	2	3	4	9	176	175	170	2	0	0	0	0	vendas	01_menor_igual_media	0
1163	0.42	0	3	3	7	185	179	168	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1164	0.95	4	4	4	5	161	160	156	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1165	0.61	4	6	6	8	192	189	187	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
1166	0.92	2	2	5	9	160	163	162	5	1	0	0	1	marketing/produto	01_menor_igual_media	0
1167		2	2	5	5	159	169	169	2	0	0	0	0	dados	01_menor_igual_media	0
1168	0.98	2	3	3	3	191	187	186	3	0	0	0	0	vendas	01_menor_igual_media	0
1169	0.91	0	3	4	5	182	172	175	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1170	0.8	2	4	4	4	173	174	165	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1171	0.64	0	3	3	6	189	183	192	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1172	0.89	3	4	4	8	188	186	188	4	0	0	0	0	dados	01_menor_igual_media	0
1173	0.15	5	7	9	12	194	185	197	4	0	0	0	0	dados	01_menor_igual_media	0
1174	0.8	3	5	6	8	191	182	176	4	0	0	0	0	vendas	01_menor_igual_media	0
1175	0.92	0	5	5	8	145	155	152	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1176	0.95	3	3	6	7	186	184	191	4	0	0	0	0	vendas	01_menor_igual_media	0
1177	0.64	0	3	4	4	153	155	152	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1178	0.94	3	3	6	8	157	157	157	2	0	0	0	0	dados	01_menor_igual_media	0
1179	0.96	1	5	8	12	181	185	174	5	0	0	0	0	dados	01_menor_igual_media	0
1180	0.78	3	4	5	7	157	160	163	3	0	0	0	0	vendas	01_menor_igual_media	0
1181	0.07	0	7	10	13	201	200	200	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
1182	0.89	3	4	4	6	190	187	190	3	0	0	0	0	vendas	01_menor_igual_media	0
1183	0.76	1	4	7	9	158	157	151	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1184	0.63	1	3	3	7	156	158	156	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
1185	0.78	2	2	4	8	146	153	148	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1186	0.59	1	4	7	12	184	185	185	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1187	0.01	0	5	5	7	196	194	194	4	0	0	0	0	dados	01_menor_igual_media	0
1188	0.6	0	3	6	11	159	157	156	3	0	0	0	1	marketing/produto	02_acima_media	0
1189	0.1	0	6	7	7	158	156	156	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1190	0.96	1	3	3	3	185	177	174	3	0	0	0	1	vendas	01_menor_igual_media	0
1191	0.32	3	3	4	5	149	156	153	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1192	0.93	0	5	6	9	159	155	150	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1193	0.36	3	3	4	4	164	163	171	2	0	0	0	0	marketing/produto	02_acima_media	1
1194	0.12	3	6	8	12	176	184	191	4	0	0	0	1	TI/suporte	01_menor_igual_media	1
1195	0.85	0	3	3	3	165	166	164	4	0	0	0	1	dados	01_menor_igual_media	1
1196	0.89	1	3	4	6	173	172	173	3	0	0	0	1	dados	02_acima_media	0
1197		2	4	7	11	181	177	172	3	0	0	0	0	vendas	01_menor_igual_media	0
1198	0.75	3	4	5	8	187	184	182	2	0	0	0	1	RH/financeiro	02_acima_media	0
1199	0.99	0	4	6	8	154	154	143	6	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1200	0.8	1	4	5	8	158	155	153	3	0	0	0	1	dados	01_menor_igual_media	0
1201	0.03	1	3	3	8	179	182	190	1	0	0	0	1	TI/suporte	01_menor_igual_media	1
1202	0.4	0	6	6	11	152	151	148	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
1203	0.67	0	4	6	8	180	180	186	5	0	0	0	0	marketing/produto	01_menor_igual_media	0
1204	0.88	1	2	5	9	157	150	139	7	1	0	0	1	marketing/produto	01_menor_igual_media	0
1205	0.82	4	4	6	11	171	174	174	3	0	0	0	1	TI/suporte	02_acima_media	0
1206	0.43	1	3	3	6	146	154	154	3	0	0	0	1	vendas	02_acima_media	0
1207	0.05	2	2	5	10	144	154	160	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1208	0.05	2	5	6	6	156	157	169	4	0	0	0	1	TI/suporte	02_acima_media	0
1209	0.4	1	2	4	5	163	153	150	3	0	0	0	0	vendas	01_menor_igual_media	0
1210	0.16	0	7	10	15	180	186	191	4	0	0	0	0	vendas	01_menor_igual_media	0
1211	0.09	1	4	4	8	184	190	192	5	0	0	0	1	RH/financeiro	01_menor_igual_media	1
1212	0.82	5	6	9	11	143	151	149	4	0	0	0	0	TI/suporte	02_acima_media	0
1213	0.98	5	5	6	11	158	156	156	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1214	0.66	3	4	4	8	165	157	169	3	0	0	0	1	dados	01_menor_igual_media	0
1215	0.96	2	4	6	8	164	160	156	3	0	0	0	1	vendas	01_menor_igual_media	0
1216	0.81	1	2	3	5	151	153	151	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1217	0.92	1	5	8	11	188	187	180	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1218	0.88	3	5	8	11	168	174	171	4	0	0	0	1	vendas	01_menor_igual_media	0
1219	0.12	1	2	4	9	146	153	148	3	0	0	1	1	marketing/produto	01_menor_igual_media	0
1220	0.04	2	4	5	10	176	172	162	3	1	0	0	1	RH/financeiro	02_acima_media	0
1221	0.66	2	4	6	8	168	158	160	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1222	0.52	2	4	7	10	159	160	153	2	0	0	0	0	vendas	01_menor_igual_media	0
1223	0.68	2	2	3	5	151	150	160	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
1224	0.93	4	4	5	9	182	183	187	1	0	0	0	0	vendas	01_menor_igual_media	0
1225	0.88	4	5	8	13	165	156	167	3	0	0	0	1	marketing/produto	02_acima_media	0
1226	0.14	6	6	6	6	161	157	145	6	0	0	0	1	dados	02_acima_media	0
1227	0.78	4	4	6	6	161	157	157	4	0	0	0	0	dados	01_menor_igual_media	0
1228	0.99	1	5	6	10	183	185	182	3	0	0	0	0	vendas	02_acima_media	0
1229	0.73	0	5	6	7	187	177	188	6	0	0	0	1	vendas	01_menor_igual_media	0
1230	0.01	0	2	2	4	148	155	146	3	0	0	0	1	RH/financeiro	01_menor_igual_media	1
1231		1	5	8	10	149	152	161	6	0	0	0	1	dados	02_acima_media	0
1232	0.52	1	4	5	10	154	155	165	6	0	0	0	1	marketing/produto	01_menor_igual_media	1
1233	0.54	0	2	5	6	145	153	154	3	0	0	0	0	dados	01_menor_igual_media	0
1234	0.56	2	3	4	4	182	181	184	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1235	0.8	1	2	3	3	154	154	163	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1236	0.21	5	5	8	11	163	155	147	6	0	0	0	1	dados	01_menor_igual_media	0
1237	0.66	0	2	4	8	155	155	152	3	0	0	0	0	dados	01_menor_igual_media	0
1238	0.62	4	5	7	10	186	182	176	3	0	0	0	1	dados	01_menor_igual_media	0
1239	0.79	2	4	5	8	157	155	164	3	0	0	0	0	dados	01_menor_igual_media	0
1240	0.82	4	4	4	9	169	167	173	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1241	0.13	3	6	9	11	187	190	199	5	1	0	0	1	TI/suporte	01_menor_igual_media	0
1242	0.53	4	4	7	7	158	157	154	1	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1243	0.13	2	2	5	7	156	153	150	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1244	0.28	1	5	8	13	176	174	172	2	0	0	0	1	vendas	01_menor_igual_media	1
1245	0.34	0	3	5	7	163	160	172	3	0	0	0	1	vendas	01_menor_igual_media	0
1246	0.67	2	3	3	3	161	155	165	3	0	0	0	0	vendas	01_menor_igual_media	1
1247	0.63	2	5	6	6	157	156	168	1	0	1	0	1	marketing/produto	01_menor_igual_media	0
1248	0.94	1	3	5	10	181	176	175	3	0	0	0	0	vendas	01_menor_igual_media	0
1249	0.6	0	3	6	6	154	153	144	2	0	0	0	0	dados	01_menor_igual_media	0
1250	0.33	1	2	4	9	154	157	168	1	0	0	1	1	TI/suporte	01_menor_igual_media	0
1251		2	2	5	7	164	156	162	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1252	0.7	2	5	5	8	158	155	149	3	0	0	0	0	vendas	01_menor_igual_media	0
1253	0.49	0	4	4	6	166	168	166	1	0	0	0	0	vendas	01_menor_igual_media	1
1254	0.92	5	5	6	8	197	187	184	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
1255	0.39	4	5	5	9	173	172	161	10	0	0	0	0	marketing/produto	02_acima_media	0
1256		4	4	5	10	159	155	160	3	0	1	0	1	dados	01_menor_igual_media	0
1257	0.96	0	5	8	9	187	186	188	2	0	0	0	0	vendas	01_menor_igual_media	0
1258	0.72	2	4	7	8	180	180	175	5	0	0	0	1	TI/suporte	01_menor_igual_media	1
1259	0.39	2	2	5	9	155	155	157	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1260	0.03	4	5	7	9	164	164	167	7	1	0	0	1	marketing/produto	01_menor_igual_media	0
1261	0.78	2	2	4	8	162	168	171	2	0	0	0	1	vendas	01_menor_igual_media	1
1262	0.79	1	2	2	4	168	168	178	2	0	0	0	1	vendas	01_menor_igual_media	0
1263	0.87	4	5	6	7	151	155	164	3	0	1	0	1	marketing/produto	01_menor_igual_media	0
1264	0.96	1	4	5	9	165	155	157	1	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1265	0.64	5	6	8	10	154	154	152	4	0	0	0	1	vendas	01_menor_igual_media	0
1266	0.18	3	6	6	11	191	192	201	4	0	0	0	0	dados	01_menor_igual_media	0
1267	0.27	0	3	4	4	165	165	162	1	0	0	0	1	vendas	01_menor_igual_media	0
1268	0.01	1	2	5	8	157	153	151	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1269	0.88	0	4	6	9	159	158	163	2	0	0	0	1	vendas	01_menor_igual_media	1
1270	0.97	4	4	7	11	195	186	188	3	0	0	0	1	vendas	01_menor_igual_media	0
1271	0.89	4	4	4	9	156	155	155	3	0	0	0	0	RH/financeiro	02_acima_media	0
1272	0.82	2	5	6	6	181	184	184	5	0	1	0	1	vendas	01_menor_igual_media	1
1273	0.14	2	3	3	4	158	160	155	2	0	0	0	0	vendas	01_menor_igual_media	1
1274	0.85	3	5	8	10	160	159	152	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
1275	0.19	4	4	4	8	189	190	199	5	0	0	0	1	vendas	01_menor_igual_media	0
1276	0.95	1	4	7	12	185	186	192	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1277	0.81	4	4	6	6	155	156	156	3	0	0	0	0	vendas	01_menor_igual_media	0
1278	0.17	7	7	10	13	178	187	195	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1279	0.78	2	3	3	4	155	158	147	3	0	0	0	0	dados	01_menor_igual_media	0
1280	0.95	0	3	3	5	183	180	169	5	0	0	0	0	vendas	01_menor_igual_media	0
1281		0	3	4	4	153	161	167	3	0	0	0	0	vendas	01_menor_igual_media	0
1282	0.98	4	5	6	10	159	157	156	3	0	0	0	1	marketing/produto	02_acima_media	0
1283	0.93	1	4	6	11	164	159	157	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1284	0.09	0	2	5	5	154	153	152	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1285	0.82	2	2	4	6	144	154	150	3	0	0	0	1	vendas	01_menor_igual_media	0
1286	0.72	0	5	6	9	191	188	187	5	0	0	0	0	dados	01_menor_igual_media	0
1287	0.98	1	3	3	4	157	162	161	3	0	0	0	1	marketing/produto	01_menor_igual_media	1
1288	0.03	2	3	6	9	142	150	140	6	0	0	0	1	TI/suporte	01_menor_igual_media	0
1289	0.57	2	5	5	9	169	166	167	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1290	0.71	2	4	4	8	174	171	168	6	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1291	0.13	1	2	2	7	159	155	156	3	0	0	0	1	RH/financeiro	01_menor_igual_media	1
1292	0.21	3	5	5	7	195	188	194	4	0	0	0	0	marketing/produto	02_acima_media	0
1293	0.79	2	2	2	3	152	160	149	2	0	0	0	0	vendas	01_menor_igual_media	1
1294	0.74	2	6	9	13	163	155	158	1	0	0	0	0	marketing/produto	02_acima_media	0
1295	0.97	2	2	4	5	183	183	180	3	0	0	0	0	vendas	01_menor_igual_media	0
1296	0.51	1	2	3	8	154	159	156	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
1297	0.88	3	4	4	6	155	154	143	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1298	0.17	1	4	4	9	164	161	167	3	0	0	0	1	vendas	01_menor_igual_media	0
1299	0.15	3	4	5	5	193	187	186	4	0	0	1	1	dados	01_menor_igual_media	0
1300	0.9	2	3	4	6	169	170	170	1	0	0	1	1	dados	01_menor_igual_media	0
1301	0.89	3	3	4	9	175	182	179	7	0	0	0	1	vendas	01_menor_igual_media	0
1302	0.98	1	2	5	8	154	155	153	4	0	0	0	1	TI/suporte	02_acima_media	0
1303	0.97	2	3	4	6	190	194	194	4	0	0	0	0	dados	01_menor_igual_media	0
1304	0.97	1	5	6	8	164	168	171	6	0	0	0	1	TI/suporte	01_menor_igual_media	0
1305	0.87	1	2	3	3	145	153	149	3	0	0	0	0	dados	02_acima_media	0
1306		1	5	7	8	189	190	192	4	0	0	0	1	dados	01_menor_igual_media	0
1307	0.12	2	4	4	4	149	157	166	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1308	0.83	0	4	5	6	159	158	163	3	0	0	0	0	dados	01_menor_igual_media	0
1309	0.29	2	3	4	7	154	157	157	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1310	0.71	4	5	6	7	169	164	167	3	0	0	0	1	dados	01_menor_igual_media	0
1311	0.94	4	4	7	11	181	187	192	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1312	0.15	3	3	3	4	156	159	157	6	0	0	0	1	marketing/produto	01_menor_igual_media	0
1313	0.44	0	4	5	10	181	184	189	3	0	0	0	0	dados	02_acima_media	0
1314	0.62	0	2	3	5	171	180	174	6	0	0	0	0	dados	01_menor_igual_media	1
1315	0.76	3	4	4	4	169	165	166	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1316	0.62	1	4	5	6	181	184	182	4	0	1	0	1	dados	01_menor_igual_media	0
1317	0.03	1	6	8	11	157	160	157	4	1	0	0	1	vendas	01_menor_igual_media	0
1318	0.51	0	4	4	4	162	155	147	1	0	0	0	0	dados	01_menor_igual_media	0
1319	0.2	3	3	6	6	183	182	176	2	0	0	0	1	vendas	01_menor_igual_media	1
1320	0.76	1	3	4	5	183	180	169	10	0	0	0	1	vendas	01_menor_igual_media	0
1321	0.98	0	3	6	11	172	169	172	1	0	1	0	1	vendas	01_menor_igual_media	0
1322	0.86	4	4	7	9	181	183	195	5	0	0	0	0	dados	01_menor_igual_media	0
1323	0.66	0	4	6	10	184	174	169	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1324	0.96	0	3	4	5	186	184	182	3	0	0	0	0	vendas	01_menor_igual_media	0
1325	0.18	1	2	5	6	153	153	144	3	0	0	0	0	dados	01_menor_igual_media	0
1326	0.78	2	3	5	10	184	186	186	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1327	0.95	0	4	7	9	161	159	156	3	0	0	0	1	vendas	01_menor_igual_media	0
1328	0.47	4	4	5	10	156	154	155	3	0	1	0	1	dados	01_menor_igual_media	0
1329	0.35	0	4	5	9	171	168	171	4	0	0	0	0	vendas	01_menor_igual_media	0
1330	0.72	0	3	5	7	152	154	146	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1331	0.64	2	3	4	8	158	159	147	3	0	0	0	1	dados	01_menor_igual_media	0
1332	0.93	2	4	7	7	166	168	177	10	0	0	0	0	marketing/produto	01_menor_igual_media	0
1333	0.88	2	4	5	8	182	180	177	4	0	0	0	0	vendas	01_menor_igual_media	1
1334	0.64	1	3	5	5	167	175	172	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1335	0.82	0	5	8	12	184	174	173	5	0	0	0	0	TI/suporte	02_acima_media	0
1336		4	4	4	7	169	169	166	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1337		5	6	8	12	185	182	172	7	0	0	0	0	dados	01_menor_igual_media	0
1338	0.94	2	4	5	8	162	153	141	4	0	0	0	1	RH/financeiro	02_acima_media	0
1339	0.15	0	3	5	5	175	177	166	2	0	0	0	0	dados	01_menor_igual_media	0
1340	0.99	1	4	5	8	158	155	157	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
1341	0.18	1	3	4	7	185	183	193	5	0	0	0	1	vendas	01_menor_igual_media	0
1342	0.95	1	5	6	9	192	183	171	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1343	0.1	0	2	2	5	157	153	153	3	0	0	0	0	TI/suporte	02_acima_media	0
1344	0.4	1	2	3	5	150	153	155	3	0	0	0	0	dados	01_menor_igual_media	1
1345	0	2	3	4	4	155	158	161	3	0	0	0	0	TI/suporte	02_acima_media	0
