ID_Cliente	Investimento_Fixa	Investimento_Tesouro	Investimento_Poupanca	Rendimento_Liq_12M	Saldo_Conta	Investiu_Variavel_6M
1335	3477.17	2367.27	0	226.58	0	0
1336	1280.40	0	0	38.66	0	0
1337	0	2700.95	0	30.95	0	0
1338	0	11541.25	0	119.39	33.38	0
1339	3160.61	5907.56	0	431.00	0	1
1340	9361.02	3957.51	0	93.83	0	0
1341	0	4308.47	0	27.91	0	0
1342	1482.17	10418.12	0	528.46	473.63	0
1343	0	5234.12	0	117.84	0	0
1344	3264.85	0	0	82.03	0	0
1345	0	6214.71	0	309.46	0	0
1346	0	1377.06	526.20	11.72	0	1
1347	3294.95	2078.61	0	101.19	696.81	0
1348	0	2271.22	0	37.44	0	0
1349	7606.90	1219.89	0	195.18	1996.12	0
1350	0	1925.37	4713.31	13.72	73.82	0
1351	1203.58	3732.25	0	152.36	0	0
1352	4828.58	2997.31	0	377.24	0	0
1353	7020.86	6580.41	0	424.65	366.12	0
1354	0	2158.87	0	40.78	0	0
1355	1530.89	1337.85	2629.33	35.20	4753.70	0
1356	4001.72	2395.33	0	248.51	0	0
1357	3080.55	1841.83	0	198.50	0	0
1358	0	4473.31	0	81.20	1627.34	0
1359	2674.28	6712.52	0	59.67	0	0
1360	5808.20	0	0	277.77	0	0
1361	4333.09	2668.81	1961.45	226.99	4295.41	0
1362	3017.15	0	0	40.44	0	0
1363	2100.71	0	0	40.26	0	0
1364	2852.43	0	0	126.57	0	0
1365	8469.63	1776.79	0	211.10	0	0
1366	0	5849.97	0	153.71	0	0
1367	2151.04	1319.59	0	104.52	0	0
1368	2986.19	0	0	96.02	701.75	0
1369	5445.24	0	0	76.11	0	0
1370	3947.31	3237.88	0	264.49	0	0
1371	1223.82	0	0	59.56	1871.21	0
1372	7730.45	1094.81	0	256.88	550.23	0
1373	1191.12	16107.68	0	306.93	0	0
1374	14343.09	12862.46	0	302.02	2684.49	0
1375	1657.09	2883.84	0	48.80	0	0
1376	11016.59	0	0	361.13	0	0
1377	4371.72	0	0	170.80	0	0
1378	2526.60	0	0	80.57	0	0
1379	5201.45	2374.99	0	124.65	0	0
1380	9106.49	6111.33	0	208.40	0	0
1381	2101.42	5416.31	0	199.99	839.76	0
1382	1705.77	6941.51	0	164.71	0	0
1383	10261.62	8133.92	0	828.38	0	0
1384	2330.05	2063.24	0	166.89	0	0
1385	1120.37	0	0	41.25	1386.85	0
1386	1089.70	1187.12	889.16	55.00	168.04	0
1387	4328.01	1514.50	0	224.54	2173.41	0
1388	5526.18	8599.55	0	387.57	0	0
1389	12081.96	13716.24	0	110.23	576.54	0
1390	2180.04	0	0	33.69	2460.47	0
1391	5919.71	0	0	17.21	0	0
1392	0	4176.65	2020.76	32.55	0	0
1393	0	2360.56	0	48.66	0	0
1394	7092.25	1311.71	0	100.82	0	0
1395	8865.15	11946.73	0	392.65	0	0
1396	0	5684.86	0	40.66	0	0
1397	4288.48	1436.72	0	9.79	0	0
1398	2080.39	5144.15	0	320.94	3294.00	1
1399	9560.79	7733.85	0	686.62	0	1
1400	3070.03	10372.58	0	626.56	1636.69	0
1401	2266.47	8763.26	0	318.67	35.36	0
1402	3361.76	4625.46	0	236.78	0	0
1403	1634.65	7928.16	0	156.00	0	0
1404	3553.83	1107.41	0	221.34	1575.33	0
1405	2953.33	3564.40	0	56.59	0	1
1406	7985.84	1583.10	0	223.89	0	0
1407	1956.98	2062.77	0	55.06	1457.82	0
1408	12126.84	1870.27	0	82.88	9.47	0
1409	14761.53	1707.63	0	443.01	671.40	0
1410	4714.01	2802.27	0	17.25	0	0
1411	0	1856.96	0	28.97	0	0
1412	6550.56	0	2005.07	284.02	0	0
1413	1948.00	2097.44	0	104.37	0	0
1414	0	2180.92	0	106.89	0	0
1415	1745.37	0	0	51.97	0	0
1416	3686.29	5279.47	0	356.94	0	0
1417	3849.92	2015.10	0	120.37	0	0
1418	11262.97	2698.69	0	551.38	376.04	0
1419	3462.34	1777.86	0	212.91	0	0
1420	4203.02	1212.84	0	211.89	207.55	0
1421	1180.37	6800.43	0	387.12	0	0
1422	0	10331.35	0	279.45	0	0
1423	2826.89	2216.22	4160.84	150.70	0	0
1424	1470.01	4159.33	0	36.79	685.59	0
1425	0	1002.99	0	47.75	0	0
1426	4110.02	5023.24	0	289.59	0	0
1427	1533.56	0	0	9.66	3185.98	0
1428	10513.98	2824.36	0	270.71	0	1
1429	0	1459.90	0	24.85	2151.56	0
1430	1457.01	0	0	71.86	0	0
1431	7160.46	4633.66	1478.11	205.48	2189.03	1
1432	1608.82	3044.32	0	227.28	0	0
1433	2285.30	0	410.09	85.34	0	0
1434	3764.41	6757.25	0	53.42	0	0
1435	2278.97	6922.00	0	90.06	0	0
1436	3256.58	8120.47	0	416.43	0	0
1437	2851.97	2864.55	0	277.44	213.32	0
1438	0	3653.15	0	154.81	0	0
1439	14893.97	1798.01	0	657.50	1206.71	0
1440	1546.20	5143.65	0	190.48	0	0
1441	2412.71	0	1026.10	60.57	1362.74	0
1442	1672.45	0	0	31.01	0	0
1443	1184.45	2308.16	0	18.09	5080.58	0
1444	3258.13	0	0	37.92	762.51	0
1445	0	6496.32	0	122.40	0	0
1446	0	3607.35	0	109.46	986.15	0
1447	5005.52	1303.49	0	122.64	0	0
1448	6072.56	0	243.94	303.37	42.71	0
1449	0	1131.88	5248.52	19.19	380.12	0
1450	3969.19	0	0	112.62	0	0
1451	2299.45	0	0	102.86	0	0
1452	0	1178.80	0	10.97	1167.46	0
1453	12115.20	1790.83	0	468.82	0	0
1454	1203.09	2872.19	0	177.29	91.92	0
1455	11626.27	4190.50	0	580.59	0	0
1456	4080.95	9746.64	0	201.86	0	0
1457	1736.21	0	0	54.56	0	0
1458	1447.33	2341.51	2380.13	135.66	0	0
1459	5253.96	0	2184.13	185.11	0	0
1460	0	5842.22	1074.33	278.00	0	0
1461	1331.12	0	194.27	58.35	0	0
1462	4183.19	3532.50	1171.19	48.75	482.55	0
1463	1603.37	7181.19	0	132.53	0	0
1464	0	1286.34	0	64.22	0	0
1465	1238.48	0	0	52.24	0	0
1466	1825.36	0	0	36.37	0	0
1467	2336.15	0	0	113.66	136.79	0
1468	2705.17	5823.49	0	272.58	2730.48	0
1469	4549.38	1710.99	0	86.61	1543.67	0
1470	5916.65	1041.27	0	199.39	0	0
1471	4293.61	9490.93	0	337.32	0	0
1472	4532.86	8767.68	0	537.63	3245.64	0
1473	0	1384.19	0	9.92	0	0
1474	1559.34	0	0	56.96	0	0
1475	0	5670.91	0	236.06	0	0
1476	1066.24	1298.12	0	113.01	655.98	1
1477	9240.93	1613.70	0	151.29	0	0
1478	7536.37	4543.20	0	558.05	678.57	0
1479	1016.09	5664.49	2114.88	69.12	0	0
1480	4693.48	0	0	107.13	0	0
1481	8789.67	8605.77	0	235.83	2209.24	0
1482	3442.57	0	2387.36	115.56	0	0
1483	6238.20	3109.31	0	361.25	0	0
1484	6256.76	2642.41	0	157.30	0	1
1485	5247.34	2601.76	0	207.75	1326.69	0
1486	2995.89	1349.06	0	35.63	173.56	0
1487	9584.70	3065.35	0	263.50	0	0
1488	3540.65	4667.21	0	37.74	0	0
1489	3330.93	2292.24	0	41.96	6268.71	0
1490	0	2716.27	0	57.77	0	0
1491	4982.34	0	0	51.91	2473.20	0
1492	1774.37	0	0	52.82	0	0
1493	2819.36	7788.66	0	507.83	1606.59	1
1494	16112.05	2443.11	0	402.23	48.52	0
1495	14003.29	9030.36	0	688.77	0	1
1496	1145.51	0	147.96	32.63	0	0
1497	7138.59	1196.26	0	195.29	0	0
1498	16988.86	3428.88	0	503.07	0	0
1499	0	6959.77	0	11.83	0	0
1500	0	1686.98	0	81.50	0	0
1501	1279.36	7968.21	0	298.95	0	0
1502	4243.95	3310.27	0	148.47	0	0
1503	5527.91	0	0	172.97	0	0
1504	5937.27	3278.13	0	338.23	701.17	0
1505	2752.91	3157.46	0	52.12	0	0
1506	1323.94	1746.38	0	103.18	2293.63	0
1507	12646.13	4956.82	0	762.80	0	0
1508	1836.53	1621.27	0	147.27	0	0
1509	1667.52	1136.91	0	72.70	0	0
1510	1483.52	0	0	59.38	0	0
1511	3382.19	0	0	154.83	0	0
1512	0	4445.95	1652.63	10.78	0	0
1513	17170.93	6384.48	0	11.82	605.86	0
1514	1585.35	0	0	13.18	0	0
1515	6147.38	3102.13	1751.95	256.57	0	0
1516	7045.16	8359.71	5054.74	661.73	0	0
1517	0	1292.70	5110.83	38.82	1903.88	0
1518	2370.66	2523.77	0	120.28	0	0
1519	2326.02	16685.17	0	676.26	393.72	0
1520	5614.51	0	0	39.99	0	0
1521	0	3475.74	0	80.77	5506.92	0
1522	6402.33	1069.52	0	69.13	393.82	0
1523	2284.05	0	0	66.01	357.15	0
1524	1376.18	1256.45	0	67.06	286.00	1
1525	5412.67	6007.31	0	565.39	617.83	1
1526	3222.73	2625.37	2283.16	117.85	0	0
1527	1159.30	2750.05	0	63.45	2940.56	0
1528	6330.54	8278.67	1869.25	670.21	0	0
1529	0	2382.58	0	25.34	296.01	0
1530	1078.10	0	0	41.82	0	0
1531	2078.16	0	1205.11	93.18	263.70	0
1532	0	5770.95	0	81.53	0	0
1533	3546.61	0	0	149.77	8654.27	1
1534	0	1567.69	0	37.51	0	0
1535	1498.37	2232.28	0	166.36	0	0
1536	6618.53	9011.17	849.62	17.45	798.86	0
1537	0	6490.40	0	171.92	0	0
1538	1560.02	0	0	37.81	0	0
1539	3729.03	7189.75	0	150.18	739.03	0
1540	1153.37	3815.71	0	9.36	91.27	0
1541	4269.09	8347.06	0	551.11	0	0
1542	4364.28	2037.46	1008.46	108.96	0	1
1543	4864.07	1930.80	0	227.10	2157.66	1
1544	26844.58	5843.79	0	836.96	2316.58	0
1545	1843.34	4141.31	0	67.43	0	0
1546	4344.40	0	0	65.64	29.77	0
1547	2869.40	1866.98	0	127.87	1238.43	0
1548	2007.56	15342.81	0	545.06	537.48	0
1549	1999.57	1652.86	0	96.43	911.65	0
1550	6997.48	1215.40	0	385.89	1030.79	0
1551	4100.22	1179.69	749.38	106.12	0	0
1552	1299.40	2345.00	0	143.48	0	0
1553	1704.92	11456.73	0	574.52	0	0
1554	6632.54	3067.64	0	141.31	0	0
1555	1845.48	0	0	72.21	30.69	0
1556	3205.61	3092.24	0	16.33	0	0
1557	4472.25	0	0	206.09	340.41	0
1558	3348.37	2273.63	0	237.43	604.15	0
1559	3555.17	1218.61	0	100.19	1271.70	0
1560	0	1764.72	0	34.08	0	0
1561	9390.00	2966.29	0	500.32	0	0
1562	2936.60	6451.35	0	113.27	0	0
1563	0	1517.41	0	15.17	4350.21	0
1564	6171.90	1282.78	0	48.16	4117.89	0
1565	4148.81	0	0	93.90	1683.11	0
1566	1347.04	4370.62	0	196.97	0	0
1567	1064.30	3599.20	0	195.55	0	0
1568	2928.72	4026.63	0	264.13	1316.95	0
1569	4277.95	6535.96	0	42.65	0	0
1570	0	11845.32	0	178.87	0	0
1571	0	3547.66	0	104.16	0	0
1572	15148.73	0	484.98	24.25	0	0
1573	0	4913.45	2131.34	179.47	0	0
1574	1785.51	0	0	32.67	0	0
1575	0	7070.01	0	193.64	0	0
1576	1661.52	1329.04	0	26.25	0	0
1577	12655.73	4481.61	0	621.40	0	0
1578	7378.72	3574.96	0	71.09	0	0
1579	9199.30	3396.07	0	239.15	0	0
1580	4131.00	0	0	38.78	0	0
1581	3990.07	3136.10	222.41	313.32	0	0
1582	4628.33	1382.52	1092.09	174.96	0	0
1583	2283.61	2695.31	0	224.71	0	1
1584	10414.16	0	0	399.46	0	0
1585	4610.89	8694.96	1335.14	187.51	2759.35	0
1586	1744.79	0	0	42.31	0	0
1587	5568.81	2187.84	0	280.82	0	0
1588	3541.04	0	0	12.34	0	0
1589	1196.85	9353.18	0	420.31	0	0
1590	2901.25	1331.59	0	88.16	2629.74	0
1591	16713.41	1266.57	0	497.24	0	1
1592	8174.83	0	0	93.34	3010.56	0
1593	4602.26	2225.77	1417.24	182.29	0	0
1594	1887.04	0	0	90.48	522.36	0
1595	16523.63	1524.11	0	113.51	0	0
1596	7550.40	3795.55	0	481.48	0	0
1597	1000.36	3385.60	0	143.09	0	0
1598	3932.68	0	0	126.71	1354.93	0
1599	1933.76	0	0	42.33	1286.25	0
1600	0	1165.32	14.29	31.24	0	0
1601	5882.83	3695.68	0	422.97	0	0
1602	8257.12	0	0	335.70	3324.07	0
1603	5715.27	6302.92	1017.61	194.81	0	0
1604	4377.41	6912.59	0	457.03	3520.82	0
1605	5143.84	3821.58	0	127.71	1049.83	0
1606	3870.21	0	0	130.39	3786.83	0
1607	0	0	2810.82	8.98	0	0
1608	15357.94	13189.51	1272.09	855.75	0	0
1609	4623.87	3120.07	0	12.80	0	0
1610	1134.55	4511.48	0	273.48	0	0
1611	0	2732.26	0	46.72	0	0
1612	0	5228.37	0	29.18	0	0
1613	0	1050.15	0	28.66	0	0
1614	21225.99	0	0	88.30	600.95	1
1615	4762.49	0	0	203.68	0	0
1616	4311.37	3902.99	0	237.96	0	0
1617	0	2069.37	556.75	73.81	0	0
1618	0	1895.96	0	56.48	0	0
1619	4219.57	1776.48	0	209.77	0	0
1620	7090.60	2065.00	0	209.48	461.38	0
1621	4842.31	2216.28	1273.36	157.14	0	0
1622	7949.23	1608.84	0	383.08	0	0
1623	0	1332.32	0	60.38	0	0
1624	0	1069.25	3265.02	12.06	0	0
1625	4600.78	0	0	129.30	47.93	1
1626	0	4334.52	0	108.38	0	0
1627	1159.56	3878.70	0	17.92	0	1
1628	3337.82	1064.15	0	98.67	0	0
1629	2377.20	0	0	67.64	4385.13	0
1630	3908.42	2841.64	0	29.25	1587.96	0
1631	4110.69	0	0	94.32	739.00	0
1632	3832.31	11406.39	5433.42	53.19	0	0
1633	4055.68	8167.22	589.30	308.85	0	0
1634	2137.15	1874.41	0	73.45	0	0
1635	4452.67	0	0	184.64	2482.20	0
1636	8164.38	2792.49	0	447.25	399.17	0
1637	4642.23	0	0	70.97	1904.99	0
1638	2107.48	0	0	105.34	0	0
1639	8090.70	11680.37	0	380.02	0	0
1640	3762.44	3433.45	762.80	128.09	0	0
1641	0	4321.01	0	144.54	519.25	0
1642	2954.92	4775.77	0	307.05	0	0
1643	0	4834.79	0	197.55	1488.59	0
1644	1853.35	5373.09	0	34.37	0	0
1645	11404.30	2270.57	0	224.94	0	1
1646	1854.89	4100.25	0	178.71	0	0
1647	4498.95	0	0	10.89	945.26	1
1648	3630.72	4735.41	0	154.28	1775.63	0
1649	0	6851.03	0	168.83	396.47	0
1650	0	1310.14	1734.54	12.61	0	0
1651	1620.75	6174.49	0	32.25	0	0
1652	3966.75	6235.04	0	365.78	1728.67	0
1653	1460.98	1900.65	0	39.95	0	0
1654	4939.86	5568.44	0	154.54	0	0
1655	5537.09	1289.42	0	259.15	0	0
1656	6208.24	2221.59	0	261.27	0	0
1657	1895.73	1518.05	0	11.46	2080.50	0
1658	0	1019.24	0	11.21	1941.13	0
1659	8609.74	2023.98	0	250.60	898.31	0
1660	1075.83	0	0	9.02	0	0
1661	3387.24	1847.06	0	200.30	0	0
1662	3739.08	2466.75	0	15.11	0	0
1663	1733.33	7183.59	0	108.62	245.38	0
1664	1500.13	8242.24	0	74.48	0	0
1665	0	2935.30	0	106.96	0	0
1666	0	0	1192.63	10.87	983.60	0
1667	1465.35	4062.39	0	167.92	0	0
1668	4322.10	3215.45	0	52.18	0	0
1669	3259.93	0	0	77.96	360.23	0
1670	1676.03	0	0	79.51	0	0
1671	9018.16	5147.11	0	213.55	0	0
1672	2045.53	1398.82	0	62.95	1064.16	0
1673	5214.85	5573.90	0	77.13	0	0
1674	2297.09	6902.55	0	203.61	69.91	0
1675	1213.77	6221.47	0	320.48	582.82	1
1676	4242.73	1906.13	0	198.46	0	0
1677	9217.25	1175.52	780.90	400.63	0	0
1678	4975.78	1313.54	6922.43	97.81	0	0
1679	7938.14	4772.55	0	416.88	0	0
1680	4665.40	0	0	30.35	0	0
1681	0	1156.34	0	37.43	360.97	0
1682	1074.52	8139.17	0	173.72	21.81	1
1683	3101.24	1044.61	0	187.44	952.37	0
1684	4835.95	3517.22	0	132.64	0	0
1685	0	9052.93	0	248.27	289.05	0
1686	18199.81	2477.47	0	749.68	1442.73	0
1687	1520.20	0	0	39.97	0	0
1688	3181.48	0	0	158.38	0	0
1689	0	6731.36	0	41.94	1971.45	0
1690	4408.86	0	0	53.02	0	0
1691	0	7430.62	5.84	33.18	0	0
1692	1163.42	3655.80	0	168.43	4835.11	0
1693	5229.22	0	0	31.15	261.66	0
1694	0	4287.78	0	100.72	0	0
1695	0	4493.00	0	183.08	0	0
1696	1200.30	4826.80	0	147.27	0	0
1697	6435.61	0	0	265.93	0	0
1698	5210.54	5163.05	0	240.08	318.44	0
1699	6576.63	1005.64	0	197.32	356.34	0
1700	2739.58	1650.09	0	65.42	387.93	0
1701	5529.14	1858.12	545.88	360.98	268.36	0
1702	4566.77	2573.41	0	133.04	948.84	0
1703	0	10277.09	0	322.73	0	0
1704	11349.01	0	0	139.63	568.28	0
1705	11364.05	3025.96	0	136.42	4464.89	0
1706	2358.97	0	0	91.74	0	0
1707	5879.27	3589.44	159.09	299.30	586.64	0
1708	4206.21	5317.35	0	259.71	0	0
1709	0	3769.16	3484.70	81.32	0	0
1710	2298.14	0	0	8.97	0	0
1711	0	2047.94	0	54.10	0	0
1712	3050.69	5287.80	1530.22	294.07	0	0
1713	0	1150.10	0	39.38	123.34	0
1714	1217.90	1314.69	0	66.02	0	0
1715	6265.15	0	4312.59	273.94	0	0
1716	2164.82	3092.79	0	201.62	0	0
1717	3621.14	5617.11	0	211.10	0	0
1718	1486.05	0	0	60.72	0	0
1719	3102.75	2691.23	0	177.57	77.04	0
1720	0	1068.10	0	9.91	3072.47	0
1721	4985.44	2646.90	0	159.01	0	0
1722	0	0	1560.56	13.06	0	0
1723	1130.39	2578.10	4300.95	173.00	0	0
1724	2755.59	3040.76	0	32.82	0	0
1725	2131.91	0	0	26.79	775.92	0
1726	6543.87	0	353.23	51.75	1573.96	0
1727	3975.54	4329.69	0	329.24	0	0
1728	7307.81	0	0	77.36	0	0
1729	5322.20	0	430.17	243.08	1519.08	0
1730	1446.63	0	0	62.20	3792.22	0
1731	4748.81	0	0	29.62	90.22	0
1732	4096.78	5289.33	0	111.00	0	0
1733	0	1569.98	0	76.79	494.18	0
1734	2932.87	8957.84	657.77	164.50	2221.94	0
1735	2109.04	2405.57	0	108.47	0	0
1736	2143.56	6651.14	0	433.49	0	0
1737	4138.25	2311.23	1794.64	297.14	0	0
1738	0	3880.30	0	144.53	0	0
1739	5628.65	2840.64	0	189.04	0	0
1740	2498.23	0	0	118.52	0	0
1741	1664.63	0	0	78.55	0	0
1742	4565.42	0	0	82.07	0	0
1743	2808.05	0	0	18.77	0	0
1744	6662.41	8773.86	0	167.25	0	0
1745	3451.49	6398.02	0	287.50	980.96	0
1746	2540.47	6725.31	0	424.84	0	1
1747	3370.27	1732.55	0	13.00	614.28	0
1748	0	4007.66	0	38.74	0	0
1749	2682.07	3970.30	1951.60	215.93	0	0
1750	9125.18	4835.33	0	426.78	624.50	0
1751	0	0	1361.42	14.71	0	0
1752	1676.87	3723.26	1717.90	93.57	0	0
1753	0	4182.40	0	41.71	0	0
1754	7246.47	3668.25	0	31.71	0	0
1755	1144.28	0	0	21.63	788.01	0
1756	0	10881.09	0	473.51	0	0
1757	1147.63	2325.89	1385.25	161.12	0	0
1758	2150.68	1471.68	431.94	110.34	0	0
1759	1578.49	1039.50	0	54.82	0	1
1760	0	1743.86	2013.13	66.11	0	0
1761	1854.71	4320.49	4651.23	229.92	2289.10	0
1762	0	6522.83	0	120.16	0	0
1763	2682.21	5662.54	0	109.14	0	0
1764	2443.26	0	0	107.89	0	0
1765	10001.73	0	0	49.49	0	1
1766	3482.92	1191.47	0	94.48	36.10	0
1767	1557.84	0	0	74.91	0	0
1768	4603.51	0	0	79.19	0	0
1769	3808.82	11488.46	0	595.85	183.17	0
1770	2075.44	0	93.41	54.54	2151.39	0
1771	0	9868.37	0	231.42	0	0
1772	6199.74	0	0	190.28	1954.14	0
1773	1133.05	0	0	43.28	0	0
1774	0	1310.33	0	34.95	0	0
1775	1681.60	4117.08	0	66.18	435.06	0
1776	1075.85	0	0	53.79	0	0
1777	2457.60	1494.61	0	11.38	0	0
1778	0	5866.06	0	62.68	381.37	1
1779	5194.54	2236.45	0	27.33	0	0
1780	6613.23	2564.75	1338.48	442.30	1149.93	1
1781	5828.29	0	0	140.55	1063.28	0
1782	5316.15	5966.72	3822.00	379.43	0	0
1783	26408.15	1795.94	590.22	435.82	0	1
1784	2091.43	0	0	78.16	0	0
1785	0	2087.23	532.71	105.25	0	0
1786	1995.29	1766.36	0	114.25	0	0
1787	9928.85	0	0	170.88	0	0
1788	1871.24	1001.28	0	80.44	0	0
1789	3719.92	7569.72	0	467.74	0	0
1790	1632.95	0	0	29.02	0	0
1791	7351.13	6814.00	0	402.03	0	1
1792	0	3449.66	137.48	81.08	828.60	0
1793	0	2976.14	0	126.62	254.42	0
1794	8183.66	0	0	31.10	0	0
1795	0	6795.73	1520.35	268.76	0	0
1796	2548.97	0	0	89.21	1024.85	0
1797	7696.52	0	0	23.83	0	1
1798	4852.63	2941.30	0	362.09	0	0
1799	9692.57	0	0	153.03	0	0
1800	1228.89	1211.56	4587.17	130.65	0	0
1801	1212.00	0	0	31.76	0	0
1802	0	4898.77	2346.09	120.37	359.74	0
1803	0	11168.06	0	444.68	412.59	0
1804	0	1148.32	0	46.31	0	0
1805	13506.04	0	1.26	152.65	300.85	1
1806	2582.39	4839.41	0	185.35	0	0
1807	0	2247.30	0	85.84	1130.42	0
1808	0	1632.88	0	57.47	0	0
1809	10717.89	3118.68	0	514.90	0	0
1810	9741.93	0	0	79.75	0	0
1811	1926.63	1037.03	0	39.67	0	0
1812	9290.87	1469.07	0	423.86	0	0
1813	0	6761.04	0	273.32	535.22	0
1814	5997.64	1235.97	0	281.36	0	0
1815	1953.37	6902.52	0	312.43	27.13	0
1816	3109.25	0	0	24.17	47.14	0
1817	4781.30	0	0	167.05	0	0
1818	9836.31	0	0	411.01	1761.06	0
1819	1131.67	3786.04	0	50.23	555.58	0
1820	11633.68	3117.69	0	196.63	53.52	0
1821	1233.56	6675.14	475.98	314.70	0	0
1822	9931.91	3715.11	0	421.17	0	0
1823	5132.47	13075.60	366.93	364.67	0	0
1824	6450.20	10912.78	1551.00	258.00	0	1
1825	2687.85	2984.76	0	67.96	393.24	0
1826	3118.54	5261.78	2355.80	197.29	0	0
1827	11159.96	4502.18	0	650.85	1181.51	0
1828	3745.68	5012.00	1061.19	403.99	0	0
1829	5814.50	1919.07	0	16.31	1162.89	0
1830	3164.86	4136.24	0	67.64	3.32	0
1831	3090.61	7689.12	0	148.51	0	0
1832	0	0	196.81	11.85	0	0
1833	0	3114.16	0	133.24	0	0
1834	2918.97	0	0	29.37	0	0
1835	4896.73	3603.60	0	71.48	0	0
1836	1715.44	1756.18	0	78.03	0	0
1837	9291.26	0	0	361.18	0	0
1838	2827.81	3206.97	0	236.45	0	0
1839	0	3048.24	4723.09	21.21	0	0
1840	3562.17	1960.98	923.92	259.34	1468.19	0
1841	1903.23	0	0	72.99	0	0
1842	3002.93	1274.39	0	128.42	135.95	0
1843	0	2460.52	0	68.64	0	0
1844	2842.68	2138.97	0	14.88	912.26	0
1845	3114.59	2078.59	0	181.70	0	0
1846	2127.07	1294.57	0	78.80	0	0
1847	0	0	1703.90	14.11	0	0
1848	5203.88	11365.25	0	217.44	2297.09	0
1849	6321.58	6088.43	0	309.63	0	0
1850	3120.00	2776.56	0	250.58	0	0
1851	21925.67	2239.56	0	637.10	0	0
1852	1627.06	6176.51	0	183.36	1323.12	0
1853	7470.99	1301.18	0	100.83	0	0
1854	0	2105.82	0	20.51	0	0
1855	0	4492.32	0	28.46	0	0
1856	1627.33	4652.83	0	137.88	0	0
1857	13000.96	1174.13	0	145.58	525.89	0
1858	1706.61	1072.40	0	130.74	0	0
1859	2158.86	0	0	57.16	216.36	0
1860	10043.02	1097.92	0	195.38	0	0
1861	12096.80	0	0	424.80	1588.90	0
1862	1018.46	3327.78	0	24.49	0	0
1863	2997.61	0	0	62.29	0	0
1864	10063.55	1318.71	0	140.88	0	0
1865	2823.16	4214.04	0	276.88	0	0
1866	4562.97	0	0	37.79	889.91	0
1867	15734.60	6281.52	0	787.16	0	0
1868	9782.13	1330.65	0	104.31	2414.50	0
1869	0	1691.20	0	82.09	594.09	0
1870	2746.35	1334.97	0	121.37	109.67	0
1871	1975.69	10011.42	0	22.26	74.14	0
1872	3834.58	0	0	29.31	179.58	0
1873	2079.02	1434.48	588.73	119.33	0	0
1874	5345.26	16583.28	0	935.88	0	0
1875	1396.43	0	0	30.03	286.31	0
1876	5757.83	1824.57	151.11	317.62	0	1
1877	3738.13	9076.16	1945.25	450.93	0	0
1878	4077.60	0	0	52.86	441.94	0
1879	2822.43	1728.51	0	131.85	0	0
1880	2255.15	0	0	17.82	0	0
1881	2377.38	1348.40	0	138.09	1217.10	0
1882	11390.10	3282.61	0	557.60	109.59	0
1883	4430.11	3066.20	0	196.44	3990.39	1
1884	1768.61	1007.01	889.55	87.80	0	0
1885	10252.67	5158.46	0	326.54	2035.55	0
1886	0	4996.62	0	52.55	0	0
1887	2037.57	0	0	63.00	0	0
1888	2320.70	6419.66	0	433.71	3724.43	0
1889	1446.86	3826.85	0	147.42	2470.99	0
1890	1933.14	1232.41	0	108.21	2178.75	0
1891	8082.36	0	0	134.67	2248.90	0
1892	5754.17	8606.76	0	701.87	16.20	1
1893	1827.62	2747.56	0	223.13	0	1
1894	4052.63	2045.97	0	67.46	1503.47	0
1895	3743.08	0	0	183.91	441.38	0
1896	1950.20	0	0	70.98	524.30	0
1897	2713.35	1932.99	1971.03	66.76	364.12	0
1898	3501.42	6017.79	0	37.20	0	0
1899	4137.57	3922.78	0	298.61	0	0
1900	1756.65	1731.06	0	118.23	0	0
1901	6286.79	0	0	212.82	0	0
1902	7781.60	0	0	10.64	0	0
1903	2199.08	0	0	101.55	264.30	0
1904	1450.08	2734.98	2084.84	85.60	0	0
1905	2212.32	3977.60	0	267.79	0	0
1906	1513.21	4321.35	0	259.45	92.18	0
1907	3022.49	3885.92	1762.28	262.46	0	0
1908	2134.75	3241.66	0	258.34	699.11	1
1909	6130.31	0	0	106.82	0	0
1910	3152.30	5747.50	0	368.42	0	0
1911	0	7743.28	0	105.98	0	0
1912	2440.70	2031.00	0	76.19	665.44	0
1913	4649.02	5852.10	0	205.85	0	0
1914	1952.87	2979.25	0	122.14	0	1
1915	4226.00	0	0	168.33	0	0
1916	0	2991.84	0	16.14	0	0
1917	0	8674.85	0	316.62	0	0
1918	2587.17	4563.87	10461.35	156.95	0	0
1919	2670.15	8552.14	0	406.48	0	0
1920	1362.68	3558.81	0	23.74	0	0
1921	0	2181.68	0	108.62	0	0
1922	2012.57	2303.65	0	9.74	78.46	0
1923	4126.99	1444.87	0	218.49	0	0
1924	2148.77	0	0	46.17	0	0
1925	10066.15	0	3671.55	348.50	0	0
1926	2263.91	0	0	26.17	0	0
1927	18347.07	6103.57	0	418.62	796.99	0
1928	3910.47	3077.64	0	339.28	123.31	1
1929	0	5823.01	1028.83	114.73	0	0
1930	8851.62	0	0	134.89	758.43	0
1931	8882.97	5103.91	0	71.42	0	0
1932	4948.47	4194.78	0	106.12	0	1
1933	4463.08	0	0	194.70	3.98	0
1934	1775.46	3212.99	0	56.32	0	1
1935	1412.09	1456.46	0	59.20	0	0
1936	1119.91	0	0	20.62	197.07	1
1937	6447.86	1941.86	0	208.65	1055.07	0
1938	0	3004.64	0	129.99	0	0
1939	0	2260.54	0	78.54	188.37	0
