ID_CLIENTE	SCORE_CREDITO	GENERO	IDADE	TEMPO_RELACIONAMENTO	TIPO_PLANO	RENDA	CANCELOU
01972	647	Feminino	53	4.5	Pos_Pago	7010	0
01973	584	Feminino	54	5.8	Pos_Pago	9315	0
01974	559	Feminino	30	10.4	Pos_Pago	11970	0
01975	604	Masculino	31	9.8	Pre_Pago	8799	0
01976	508	Feminino	40	5.9	Pos_Pago	10946	0
01977	798	Masculino	56	5.8	Pos_Pago	9603	0
01978	668	Feminino	49	7.4	Pre_Pago	12608	0
01979	692	Masculino	35	5.1	Pre_Pago	7616	0
01980	488	Masculino	40	5.1	Pre_Pago	7399	0
01981	507	Feminino	31	7.1	Pre_Pago	8013	1
01982	623	Feminino	43	6.8	Pre_Pago	6251	0
01983	648	Masculino	34	9.3	Pre_Pago	7237	0
01984	442	Masculino	29	3.1	Pre_Pago	7200	0
01985	506	Masculino	67	8.3	Pre_Pago	9449	0
01986	986	Feminino	62	2.9	Pre_Pago	6443	0
01987	589	Feminino	40	5.1	Pre_Pago	7924	0
01988	600	Feminino	45	2.4	Pre_Pago	10173	0
01989	658	Feminino	64	10.8	Pre_Pago	4619	0
01990	513	Masculino	68	9.5	Pre_Pago	7754	0
01991	544	Feminino	28	5.9	Pre_Pago	10433	0
01992	479	Feminino	36	2.3	Pre_Pago	8678	0
01993	566	Masculino	40	3.1	Pos_Pago	7665	0
01994	483	Feminino	35	10.3	Pre_Pago	11681	0
01995	701	Masculino	62	5.6	Pos_Pago	6960	0
01996	708	Masculino	49	3.1	Pre_Pago	7476	0
01997	497	Feminino	40	8.9	Pos_Pago	5113	0
01998	578	Masculino	29	7.1	Pos_Pago	8271	0
01999	637	Feminino	47	6.5	Pre_Pago	10269	0
02000	736	Masculino	31	3.1	Pos_Pago	7291	0
02001	525	Feminino	24	4.9	Pos_Pago	4572	0
02002	651	Feminino	38	5.2	Pre_Pago	8664	0
02003	696	Masculino	30	6.2	Pre_Pago	6190	0
02004	529	Feminino	51	2.9	Pre_Pago	6270	0
02005	651	Masculino	62	4.5	Pre_Pago	6801	0
02006	748	Feminino	46	6.5	Pre_Pago	10386	0
02007	696	Masculino	26	8.1	Pre_Pago	8325	0
02008	806	Feminino	25	7.9	Pre_Pago	6987	1
02009	514	Feminino	31	12.9	Pre_Pago	9646	0
02010	720	Feminino	37	11.3	Pre_Pago	6528	0
02011	724	Masculino	47	6.7	Pre_Pago	5312	0
02012	567	Masculino	23	7.7	Pre_Pago	6179	1
02013	625	Masculino	32	9.1	Pos_Pago	6339	0
02014	719	Feminino	28	4	Pos_Pago	8005	0
02015	518	Feminino	22	7.1	Pre_Pago	8004	0
02016	714	Masculino	43	7.6	Pre_Pago	5234	0
02017	599	Feminino	30	3.5	Pre_Pago	11760	0
02018	489	Masculino	34	2.3	Pre_Pago	8687	0
02019	711	Masculino	18	2.7	Pos_Pago	5429	0
02020	525	Feminino	46	11.7	Pos_Pago	7714	0
02021	705	Masculino	34	5.7	Pre_Pago	7542	0
02022	644	Feminino	45	3.4	Pre_Pago	11545	0
02023	640	Masculino	28	7.5	Pos_Pago	4658	0
02024	681	Feminino	44	7.5	Pos_Pago	4399	0
02025	641	Masculino	37	4.8	Pre_Pago	10799	0
02026	569	Feminino	28	4.4	Pre_Pago	5858	1
02027	583	Feminino	34	8.8	Pos_Pago	4805	0
02028	646	Feminino	29	5.5	Pre_Pago	5462	0
02029	544	Feminino	32	8.4	Pos_Pago	10499	0
02030	510	Feminino	29	4.2	Pre_Pago	11889	0
02031	549	Masculino	45	7.8	Pos_Pago	6329	0
02032	592	Feminino	42	4.5	Pos_Pago	6324	0
02033	627	Masculino	34	6.3	Pre_Pago	7028	0
02034	585	Masculino	77	6.2	Pre_Pago	5945	0
02035	663	Feminino	45	5	Pre_Pago	5289	0
02036	713	Feminino	51	9	Pos_Pago	5616	0
02037	653	Feminino	27	4	Pre_Pago	8312	1
02038	708	Feminino	28	4.4	Pos_Pago	5760	0
02039	634	Feminino	46	4.8	Pre_Pago	11299	0
02040	572	Feminino	35	5.5	Pre_Pago	5767	0
02041	605	Masculino	44	3.5	Pre_Pago	12484	0
02042	769	Feminino	37	5.7	Pos_Pago	8335	0
02043	613	Feminino	31	5.1	Pos_Pago	6710	0
02044	761	Feminino	31	6.6	Pre_Pago	12269	0
02045	504	Masculino	49	4	Pre_Pago	7880	0
02046	543	Feminino	39	4	Pre_Pago	8347	0
02047	601	Masculino	36	8.1	Pos_Pago	8195	0
02048	613	Feminino	34	5.5	Pre_Pago	4929	0
02049	651	Feminino	29	4.8	Pre_Pago	12198	0
02050	638	Masculino	27	6.1	Pos_Pago	4892	0
02051	587	Masculino	30	7.7	Pos_Pago	6157	0
02052	671	Feminino	40	7.2	Pre_Pago	9547	0
02053	543	Masculino	36	7.5	Pos_Pago	3528	0
02054	603	Feminino	40	5.9	Pre_Pago	12443	0
02055	545	Feminino	56	9	Pre_Pago	5895	0
02056	473	Masculino	34	5.7	Pos_Pago	7844	0
02057	614	Feminino	43	5.3	Pre_Pago	10215	0
02058	558	Masculino	35	3.3	Pre_Pago	9385	1
02059	655	Masculino	45	2.5	Pos_Pago	12058	0
02060	801	Masculino	66	6.8	Pos_Pago	5844	0
02061	672	Feminino	61	10	Pre_Pago	9617	0
02062	780	Feminino	29	5.9	Pre_Pago	11095	0
02063	455	Masculino	62	2.9	Pre_Pago	6620	0
02064	440	Feminino	22	7.1	Pos_Pago	8664	0
02065	663	Feminino	30	9.5	Pre_Pago	7663	0
02066	710	Masculino	36	3.9	Pre_Pago	7605	1
02067	668	Masculino	30	11	Pos_Pago	5302	0
02068	751	Masculino	56	6.1	Pre_Pago	5619	0
02069	606	Feminino	41	5.2	Pre_Pago	8303	0
02070	582	Feminino	20	11.6	Pos_Pago	7406	0
02071	810	Masculino	28	10.2	Pre_Pago	10835	1
02072	602	Feminino	24	3.8	Pre_Pago	6888	0
02073	797	Feminino	29	8.3	Pos_Pago	9153	0
02074	764	Masculino	31	7.6	Pre_Pago	4941	0
02075	586	Feminino	30	6.6	Pre_Pago	12111	0
02076	582	Masculino	53	8.1	Pos_Pago	8190	0
02077	561	Feminino	62	7.5	Pre_Pago	4679	0
02078	707	Feminino	44	4	Pre_Pago	8690	0
02079	460	Feminino	63	3.3	Pos_Pago	8845	0
02080	523	Feminino	43	3.5	Pre_Pago	3718	0
02081	623	Masculino	30	5.3	Pos_Pago	9871	0
02082	585	Masculino	38	4.4	Pre_Pago	5478	0
02083	621	Masculino	36	4.5	Pre_Pago	6220	0
02084	525	Feminino	61	3.9	Pre_Pago	7212	0
02085	567	Masculino	59	8.4	Pre_Pago	10104	0
02086	436	Feminino	46	9.2	Pre_Pago	6768	0
02087	982	Masculino	61	4.6	Pre_Pago	7129	0
02088	628	Masculino	45	4.5	Pre_Pago	6260	0
02089	569	Masculino	61	7	Pre_Pago	7453	0
02090	499	Feminino	45	5.3	Pos_Pago	10612	0
02091	790	Masculino	31	3.5	Pre_Pago	3789	0
02092	627	Masculino	38	6.9	Pre_Pago	6602	0
02093	574	Masculino	26	8.6	Pos_Pago	12779	0
02094	616	Masculino	32	4.1	Pre_Pago	8836	0
02095	766	Masculino	36	4.9	Pre_Pago	3764	0
02096	680	Feminino	36	1.9	Pre_Pago	6549	0
02097	774	Masculino	37	6.1	Pos_Pago	5808	0
02098	763	Masculino	28	6.6	Pos_Pago	11877	0
02099	567	Masculino	64	1.6	Pos_Pago	5233	0
02100	667	Feminino	41	11	Pos_Pago	5652	0
02101	642	Masculino	59	6.7	Pos_Pago	4890	0
02102	607	Feminino	36	2.3	Pre_Pago	9092	0
02103	558	Masculino	44	9.8	Pre_Pago	8739	0
02104	608	Feminino	31	3.5	Pos_Pago	3323	0
02105	538	Masculino	46	4.9	Pre_Pago	5123	0
02106	662	Masculino	46	6.3	Pre_Pago	7206	0
02107	666	Masculino	30	8.3	Pre_Pago	9172	0
02108	672	Masculino	54	1.3	Pos_Pago	4165	0
02109	605	Feminino	35	5.7	Pos_Pago	7856	0
02110	724	Feminino	27	5.6	Pos_Pago	6502	0
02111	599	Feminino	37	5.1	Pre_Pago	6722	0
02112	607	Masculino	32	5.7	Pos_Pago	8592	0
02113	553	Masculino	35	9.2	Pos_Pago	6515	0
02114	752	Masculino	31	15.2	Pre_Pago	12671	0
02115	571	Feminino	34	3.7	Pre_Pago	5552	0
02116	799	Feminino	41	5.4	Pre_Pago	3193	0
02117	597	Masculino	38	6.4	Pre_Pago	9068	0
02118	758	Feminino	34	3.5	Pre_Pago	11963	1
02119	533	Feminino	32	8.2	Pre_Pago	8513	0
02120	535	Feminino	39	3.5	Pre_Pago	2309	0
02121	547	Masculino	41	3.5	Pos_Pago	3687	0
02122	512	Feminino	33	5.7	Pre_Pago	8318	0
02123	573	Feminino	50	3.9	Pre_Pago	7546	0
02124	619	Feminino	72	8.3	Pre_Pago	9429	0
02125	582	Masculino	36	2.9	Pre_Pago	6546	0
02126	516	Masculino	64	5.2	Pre_Pago	9195	0
02127	578	Masculino	29	4.8	Pre_Pago	14960	0
02128	566	Masculino	38	3.9	Pre_Pago	7578	1
02129	523	Masculino	30	6.5	Pre_Pago	11180	0
02130	638	Feminino	38	2.6	Pos_Pago	4379	0
02131	649	Masculino	32	4.8	Pre_Pago	10619	0
02132	872	Masculino	41	4.6	Pre_Pago	8393	1
02133	695	Masculino	29	3.5	Pre_Pago	3466	0
02134	648	Feminino	31	3.9	Pos_Pago	7105	0
02135	638	Masculino	62	7.1	Pre_Pago	8402	0
02136	571	Masculino	35	1.3	Pre_Pago	4390	0
02137	628	Masculino	26	4.1	Pre_Pago	9430	1
02138	628	Masculino	28	6.7	Pre_Pago	4880	0
02139	535	Masculino	33	3.3	Pre_Pago	9243	0
02140	551	Masculino	30	9	Pre_Pago	6018	0
02141	765	Feminino	27	6.8	Pre_Pago	6064	1
02142	497	Feminino	33	7.1	Pre_Pago	8070	1
02143	507	Masculino	25	9.1	Pre_Pago	6226	0
02144	554	Masculino	34	4.2	Pos_Pago	15094	0
02145	625	Feminino	39	5.2	Pre_Pago	8083	0
02146	499	Feminino	38	13	Pre_Pago	9904	0
02147	566	Feminino	19	5.7	Pre_Pago	8168	0
02148	642	Masculino	43	4.1	Pre_Pago	10098	0
02149	621	Masculino	36	6.7	Pre_Pago	4541	0
02150	703	Feminino	33	9.6	Pos_Pago	8027	0
02151	456	Feminino	21	7.3	Pos_Pago	10825	0
02152	438	Feminino	33	3.9	Pre_Pago	7486	0
02153	589	Feminino	31	5.6	Pre_Pago	6541	0
02154	460	Masculino	32	9.7	Pre_Pago	8633	0
02155	778	Masculino	36	5.1	Pre_Pago	7067	0
02156	561	Masculino	44	2	Pre_Pago	6769	0
02157	584	Feminino	27	7.5	Pre_Pago	3622	1
02158	677	Feminino	37	8.1	Pre_Pago	8386	0
02159	591	Feminino	33	4.2	Pos_Pago	15362	0
02160	524	Masculino	37	9.1	Pre_Pago	6092	0
02161	531	Masculino	65	5.1	Pre_Pago	7650	0
02162	671	Feminino	33	5.9	Pre_Pago	10084	0
02163	624	Feminino	39	3.9	Pre_Pago	7714	0
02164	643	Masculino	44	9.1	Pos_Pago	6061	0
02165	521	Feminino	26	3.7	Pre_Pago	5729	1
02166	706	Feminino	38	6.6	Pos_Pago	2938	0
02167	567	Masculino	39	3.7	Pre_Pago	5936	0
02168	629	Feminino	32	5.9	Pos_Pago	10987	0
02169	624	Masculino	30	7.6	Pos_Pago	4745	0
02170	510	Masculino	41	8.7	Pre_Pago	4192	0
02171	538	Feminino	59	7.4	Pos_Pago	12720	0
02172	644	Masculino	23	6.5	Pre_Pago	9534	0
02173	620	Masculino	39	2.3	Pos_Pago	9773	0
02174	562	Masculino	26	11	Pos_Pago	5509	0
02175	636	Masculino	19	2.5	Pre_Pago	3058	1
02176	805	Masculino	22	4.7	Pre_Pago	8999	0
02177	509	Feminino	33	4.8	Pos_Pago	16816	0
02178	608	Masculino	29	2.9	Pre_Pago	6217	0
02179	493	Masculino	30	6.5	Pre_Pago	11264	1
02180	606	Masculino	33	9.3	Pos_Pago	7108	0
02181	631	Masculino	43	4	Pos_Pago	8056	0
02182	494	Feminino	66	4.9	Pre_Pago	2802	0
02183	664	Feminino	40	6.3	Pre_Pago	6963	1
02184	564	Feminino	26	4	Pre_Pago	8090	1
02185	595	Masculino	23	5	Pre_Pago	6383	0
02186	583	Masculino	37	8.5	Pre_Pago	11924	0
02187	627	Feminino	34	4.7	Pre_Pago	9167	0
02188	485	Feminino	32	7.5	Pre_Pago	3885	0
02189	766	Masculino	26	5.3	Pre_Pago	10186	1
02190	517	Feminino	39	6.1	Pos_Pago	5328	0
02191	619	Masculino	56	5.5	Pre_Pago	6102	0
02192	596	Masculino	34	4.6	Pre_Pago	7594	0
02193	500	Masculino	30	4.2	Pre_Pago	2579	0
02194	627	Masculino	41	5.7	Pre_Pago	7631	1
02195	682	Masculino	59	6	Pre_Pago	12898	0
02196	625	Masculino	34	9.1	Pre_Pago	6267	0
02197	566	Feminino	37	6.4	Pre_Pago	8781	0
02198	564	Masculino	40	3.1	Pre_Pago	7481	0
02199	593	Masculino	34	4.7	Pre_Pago	9133	0
02200	624	Feminino	39	3.8	Pre_Pago	6930	0
02201	565	Masculino	44	3.9	Pre_Pago	7322	0
02202	591	Feminino	34	4.6	Pos_Pago	8447	0
02203	617	Masculino	23	3.2	Pos_Pago	7949	0
02204	704	Feminino	39	9	Pre_Pago	5736	0
02205	475	Feminino	29	5.3	Pre_Pago	10027	0
02206	577	Feminino	21	3.2	Pre_Pago	8555	0
02207	627	Feminino	36	5.8	Pre_Pago	9403	0
02208	695	Masculino	34	3	Pre_Pago	7066	0
02209	767	Feminino	49	3.4	Pos_Pago	10119	0
02210	590	Masculino	40	6.6	Pre_Pago	13504	0
02211	610	Masculino	34	5.5	Pos_Pago	5976	0
02212	528	Masculino	30	4.7	Pos_Pago	8837	0
02213	609	Feminino	36	4.8	Pre_Pago	12022	0
02214	643	Masculino	28	4.1	Pos_Pago	9938	0
02215	520	Masculino	57	6.4	Pre_Pago	8567	0
02216	595	Feminino	25	3.6	Pre_Pago	4763	1
02217	594	Masculino	55	3.4	Pos_Pago	11375	0
02218	572	Masculino	23	3.5	Pos_Pago	12777	0
02219	608	Feminino	34	8.8	Pre_Pago	4753	0
02220	764	Feminino	56	4.6	Pre_Pago	7213	0
02221	612	Feminino	40	3.8	Pos_Pago	6408	0
02222	566	Feminino	37	9.1	Pre_Pago	6158	0
02223	583	Feminino	39	4.5	Pre_Pago	7004	0
02224	556	Masculino	38	5	Pre_Pago	5315	0
02225	542	Feminino	27	3.1	Pre_Pago	7768	1
02226	575	Masculino	44	6.3	Pre_Pago	7878	0
02227	671	Masculino	33	5	Pre_Pago	6572	1
02228	553	Feminino	26	7.6	Pre_Pago	5461	1
02229	597	Feminino	38	3.3	Pos_Pago	9761	0
02230	572	Feminino	24	7	Pre_Pago	7720	0
02231	641	Feminino	35	3.8	Pre_Pago	6283	0
02232	642	Masculino	40	7.1	Pos_Pago	8630	0
02233	581	Feminino	41	7.1	Pre_Pago	8481	0
02234	734	Feminino	26	5.1	Pos_Pago	7346	0
02235	785	Feminino	49	4.2	Pos_Pago	13449	0
02236	634	Feminino	37	8.5	Pre_Pago	11471	0
02237	701	Masculino	28	4.6	Pre_Pago	7607	0
02238	519	Feminino	51	2.8	Pre_Pago	5984	0
02239	585	Masculino	38	5.8	Pre_Pago	9250	0
02240	489	Feminino	37	8	Pre_Pago	7330	0
02241	507	Feminino	45	3.5	Pos_Pago	12651	0
02242	533	Masculino	38	7.8	Pos_Pago	6727	0
02243	695	Masculino	19	5.2	Pre_Pago	8566	1
02244	573	Feminino	34	6	Pre_Pago	2337	0
02245	586	Masculino	31	4.4	Pre_Pago	6080	0
02246	617	Masculino	36	4.4	Pos_Pago	5897	0
02247	694	Feminino	38	3.5	Pos_Pago	3233	0
02248	581	Masculino	77	5.9	Pre_Pago	9874	0
02249	583	Masculino	42	3.7	Pre_Pago	5934	0
02250	479	Feminino	31	8.1	Pos_Pago	8211	0
02251	491	Masculino	36	5.2	Pos_Pago	8814	0
02252	713	Feminino	39	5.3	Pos_Pago	11427	0
02253	730	Masculino	35	4.6	Pre_Pago	7148	0
02254	609	Masculino	34	5.7	Pre_Pago	7494	0
02255	552	Feminino	54	2.3	Pre_Pago	9427	0
02256	644	Masculino	24	4.2	Pre_Pago	11536	0
02257	657	Feminino	44	4.3	Pre_Pago	4877	0
02258	637	Masculino	31	4.6	Pos_Pago	8193	0
02259	554	Masculino	25	6	Pre_Pago	4741	0
02260	501	Feminino	77	6.1	Pre_Pago	5702	0
02261	509	Masculino	36	5	Pre_Pago	5247	0
02262	505	Masculino	22	5.8	Pre_Pago	9323	1
02263	689	Feminino	26	2.6	Pre_Pago	4528	1
02264	523	Feminino	41	5	Pos_Pago	5246	0
02265	635	Feminino	23	3.3	Pre_Pago	8884	0
02266	666	Feminino	38	4.9	Pos_Pago	3652	0
02267	642	Feminino	42	6.5	Pre_Pago	9416	0
02268	557	Feminino	22	6.7	Pre_Pago	4998	0
02269	503	Masculino	22	9.2	Pre_Pago	6551	0
02270	542	Masculino	27	6.8	Pre_Pago	5769	1
02271	732	Masculino	34	6.5	Pos_Pago	11331	0
02272	623	Masculino	65	7.4	Pos_Pago	12600	0
02273	632	Feminino	28	7.7	Pre_Pago	5543	1
02274	628	Masculino	35	9.2	Pos_Pago	6514	0
02275	521	Masculino	38	10.2	Pre_Pago	10493	0
02276	502	Feminino	28	3.7	Pre_Pago	6081	0
02277	503	Masculino	36	4.1	Pos_Pago	10284	0
02278	561	Masculino	32	10.2	Pre_Pago	10888	0
02279	655	Masculino	40	9.4	Pre_Pago	7298	1
02280	483	Masculino	40	7.3	Pos_Pago	9651	0
02281	685	Feminino	29	5	Pre_Pago	5489	0
02282	623	Masculino	67	7.3	Pos_Pago	10008	0
02283	452	Masculino	60	3.4	Pos_Pago	10717	0
02284	528	Masculino	37	5.1	Pos_Pago	7028	0
02285	605	Masculino	35	7.9	Pre_Pago	6952	0
02286	574	Masculino	26	4.6	Pre_Pago	8168	0
02287	489	Feminino	32	7.5	Pos_Pago	4339	0
02288	574	Feminino	38	7.3	Pre_Pago	10073	0
02289	729	Feminino	61	5.3	Pre_Pago	10396	0
02290	595	Feminino	52	7.6	Pre_Pago	5445	0
02291	652	Masculino	43	4.2	Pre_Pago	10804	0
02292	615	Feminino	43	5.8	Pre_Pago	9131	0
02293	644	Feminino	45	6.9	Pre_Pago	6375	0
02294	900	Feminino	47	9	Pre_Pago	5535	0
02295	619	Feminino	30	2.6	Pos_Pago	4332	0
02296	493	Masculino	44	6.5	Pre_Pago	10815	0
02297	524	Masculino	42	6.1	Pre_Pago	5419	0
02298	694	Masculino	38	4.2	Pre_Pago	11285	0
02299	711	Feminino	38	5.6	Pre_Pago	6502	0
02300	523	Masculino	53	5.9	Pre_Pago	10100	0
02301	571	Feminino	70	4.3	Pre_Pago	5119	0
02302	672	Feminino	40	12.8	Pre_Pago	9455	0
02303	551	Masculino	40	10.5	Pos_Pago	12685	0
02304	582	Feminino	24	8.9	Pos_Pago	5347	0
02305	608	Feminino	40	3.2	Pos_Pago	7969	0
02306	581	Masculino	44	9	Pre_Pago	5994	0
02307	563	Masculino	37	2.2	Pre_Pago	7879	0
02308	543	Masculino	33	4.4	Pos_Pago	6057	0
02309	557	Feminino	33	8	Pre_Pago	7827	0
02310	490	Masculino	37	5.7	Pre_Pago	8339	0
02311	506	Feminino	31	6	Pre_Pago	4125	1
02312	662	Feminino	20	5.2	Pre_Pago	8831	0
02313	603	Feminino	42	4.1	Pos_Pago	9929	0
02314	452	Masculino	50	4.4	Pre_Pago	5477	0
02315	459	Masculino	29	6.6	Pos_Pago	15634	0
02316	612	Masculino	33	3	Pre_Pago	6942	0
02317	608	Feminino	51	8.6	Pos_Pago	2664	0
02318	476	Feminino	21	5.5	Pre_Pago	5884	0
02319	534	Feminino	50	5.9	Pre_Pago	11013	0
02320	686	Masculino	27	10.7	Pos_Pago	4118	0
02321	603	Feminino	20	6.2	Pre_Pago	6021	0
02322	577	Masculino	32	5.2	Pos_Pago	9096	0
02323	629	Feminino	33	3.6	Pos_Pago	4888	0
02324	834	Masculino	36	6.1	Pos_Pago	5418	1
02325	584	Masculino	27	8.6	Pre_Pago	12920	0
02326	687	Feminino	26	3.4	Pos_Pago	11574	0
02327	649	Masculino	33	4.7	Pre_Pago	8767	0
02328	490	Feminino	33	4.4	Pre_Pago	5574	0
02329	561	Feminino	34	5.3	Pre_Pago	10326	0
02330	571	Masculino	51	5.3	Pos_Pago	11006	0
02331	523	Masculino	24	11.5	Pos_Pago	7131	0
02332	674	Feminino	21	2.6	Pre_Pago	4646	1
02333	554	Masculino	36	4.9	Pos_Pago	4149	0
02334	683	Feminino	39	6	Pos_Pago	3972	0
02335	519	Feminino	48	2.9	Pos_Pago	6389	0
02336	558	Feminino	55	7.2	Pre_Pago	8788	0
02337	622	Feminino	18	2.5	Pre_Pago	3890	0
02338	601	Masculino	35	6	Pre_Pago	2755	1
02339	490	Masculino	29	4.4	Pre_Pago	6025	1
02340	755	Feminino	60	2.6	Pre_Pago	4398	0
02341	675	Feminino	36	6.2	Pre_Pago	6426	0
02342	432	Masculino	53	5.5	Pre_Pago	4643	0
02343	675	Feminino	53	8.4	Pos_Pago	10430	0
02344	668	Masculino	42	7.6	Pos_Pago	5444	0
02345	592	Masculino	48	8.5	Pre_Pago	10820	0
02346	612	Feminino	27	5.5	Pre_Pago	4811	0
02347	655	Masculino	33	8.4	Pos_Pago	9917	0
02348	536	Masculino	35	8.7	Pre_Pago	4040	0
02349	691	Feminino	39	4.5	Pre_Pago	6871	0
02350	649	Feminino	33	7.5	Pos_Pago	4269	0
02351	551	Feminino	49	4	Pos_Pago	8181	0
02352	534	Masculino	33	4.3	Pre_Pago	4841	0
02353	759	Masculino	38	4.8	Pre_Pago	10749	0
02354	596	Masculino	40	5.2	Pre_Pago	9164	0
02355	547	Masculino	41	6.6	Pre_Pago	15850	0
02356	538	Masculino	41	6.5	Pre_Pago	10225	0
02357	668	Feminino	28	1.6	Pre_Pago	5021	0
02358	630	Feminino	38	6	Pre_Pago	4066	0
02359	577	Masculino	30	4.3	Pos_Pago	3959	1
02360	713	Masculino	34	10.9	Pos_Pago	5272	0
02361	514	Feminino	40	7.5	Pre_Pago	3239	0
02362	542	Masculino	54	4.9	Pos_Pago	3521	0
02363	576	Masculino	33	6.6	Pos_Pago	11753	0
02364	582	Feminino	48	7.7	Pre_Pago	5498	0
02365	593	Feminino	34	4.4	Pre_Pago	5908	0
02366	744	Masculino	30	11.3	Pre_Pago	6555	0
02367	583	Masculino	60	7.2	Pre_Pago	8869	0
02368	520	Masculino	34	8.1	Pos_Pago	7955	0
02369	515	Masculino	34	8.6	Pre_Pago	14114	1
02370	588	Feminino	55	7	Pre_Pago	7444	0
02371	566	Feminino	34	5.9	Pre_Pago	11885	0
02372	547	Masculino	46	10.1	Pre_Pago	10442	0
02373	701	Masculino	28	4.1	Pre_Pago	10247	1
02374	699	Masculino	68	6.1	Pre_Pago	5231	0
02375	659	Masculino	32	9.2	Pre_Pago	6635	0
02376	604	Feminino	31	6.1	Pos_Pago	5573	1
02377	631	Feminino	33	6.5	Pre_Pago	10035	0
02378	502	Feminino	25	5.7	Pre_Pago	7503	0
02379	591	Feminino	36	6.1	Pre_Pago	5848	0
02380	517	Feminino	47	5.5	Pre_Pago	5353	0
02381	682	Masculino	39	4.3	Pos_Pago	4808	0
02382	561	Feminino	31	3.4	Pre_Pago	10169	0
02383	535	Masculino	31	5.7	Pos_Pago	8069	0
02384	584	Feminino	43	4.7	Pre_Pago	8924	0
02385	532	Masculino	40	7.9	Pre_Pago	7245	0
02386	520	Feminino	49	6.3	Pos_Pago	7184	0
02387	580	Feminino	39	10.2	Pos_Pago	10471	0
02388	728	Feminino	42	3.5	Pre_Pago	3626	0
02389	527	Masculino	62	6	Pre_Pago	4558	0
02390	579	Masculino	42	5.1	Pre_Pago	7423	0
02391	614	Masculino	40	10.6	Pre_Pago	2703	0
02392	634	Masculino	36	4.6	Pre_Pago	7981	0
02393	589	Masculino	28	2.2	Pre_Pago	8050	0
02394	647	Masculino	53	7.1	Pos_Pago	8001	0
02395	608	Masculino	38	6.5	Pre_Pago	9664	0
02396	671	Masculino	30	7.2	Pos_Pago	8939	0
02397	536	Masculino	33	4.8	Pre_Pago	13127	0
02398	737	Masculino	31	6.4	Pos_Pago	8272	0
02399	655	Masculino	45	8.2	Pos_Pago	8801	0
02400	624	Feminino	35	6.1	Pre_Pago	5313	0
02401	506	Masculino	28	9	Pre_Pago	5823	1
02402	581	Masculino	24	5	Pre_Pago	6434	1
02403	486	Feminino	44	3.9	Pre_Pago	7342	0
02404	606	Feminino	37	7.4	Pre_Pago	11851	0
02405	496	Feminino	45	4.7	Pos_Pago	9517	0
02406	578	Masculino	23	4.7	Pre_Pago	9150	0
02407	442	Masculino	34	9.5	Pre_Pago	7664	0
02408	460	Feminino	43	6.2	Pre_Pago	6769	0
02409	570	Feminino	42	8.6	Pre_Pago	12852	0
02410	451	Feminino	32	4.5	Pre_Pago	6588	1
02411	587	Feminino	36	6.3	Pre_Pago	7333	0
02412	532	Masculino	38	6.1	Pos_Pago	5570	0
02413	490	Feminino	36	4.2	Pos_Pago	10707	0
02414	569	Masculino	41	8.6	Pre_Pago	13894	0
02415	820	Feminino	32	7.2	Pos_Pago	9508	0
02416	531	Masculino	34	13	Pos_Pago	9872	0
02417	541	Masculino	30	2.5	Pos_Pago	14193	0
02418	642	Feminino	39	9.5	Pre_Pago	7744	0
02419	641	Feminino	40	5.3	Pre_Pago	12492	0
02420	586	Feminino	33	3.3	Pos_Pago	9044	0
02421	551	Masculino	32	7.8	Pre_Pago	6398	0
02422	545	Feminino	36	2.7	Pre_Pago	5002	1
02423	783	Feminino	39	4.2	Pre_Pago	2815	0
02424	515	Masculino	30	6.5	Pre_Pago	10893	0
02425	730	Feminino	29	5.1	Pre_Pago	7505	1
02426	604	Masculino	30	2.8	Pre_Pago	6098	1
02427	477	Feminino	39	3.8	Pre_Pago	6434	0
02428	689	Masculino	42	9.4	Pos_Pago	7429	0
02429	550	Masculino	35	4.9	Pre_Pago	4535	0
02430	647	Feminino	56	4.5	Pre_Pago	6940	0
02431	664	Masculino	31	7.7	Pre_Pago	6077	0
02432	599	Feminino	34	4.7	Pre_Pago	9758	0
02433	744	Masculino	32	2.5	Pre_Pago	3827	1
02434	609	Feminino	37	5.9	Pre_Pago	11042	0
02435	540	Masculino	31	3.8	Pos_Pago	6225	0
02436	765	Masculino	67	6.2	Pre_Pago	6492	0
02437	544	Feminino	33	5	Pre_Pago	6206	0
02438	711	Masculino	46	8.7	Pre_Pago	4246	0
02439	710	Masculino	31	4.8	Pre_Pago	11927	0
02440	563	Masculino	61	2.6	Pre_Pago	4648	0
02441	752	Masculino	34	4.1	Pre_Pago	8975	0
02442	755	Masculino	24	5.3	Pre_Pago	10704	0
02443	531	Feminino	58	4.7	Pos_Pago	8651	0
02444	623	Masculino	50	6.4	Pos_Pago	8209	0
02445	565	Masculino	41	5.8	Pos_Pago	9325	0
02446	662	Masculino	51	2.1	Pre_Pago	7705	0
02447	517	Feminino	32	5.1	Pre_Pago	7230	0
02448	660	Feminino	48	5.6	Pos_Pago	6680	0
02449	516	Masculino	43	9.2	Pre_Pago	6690	0
02450	650	Feminino	32	7.5	Pre_Pago	17081	1
02451	543	Masculino	36	5.1	Pos_Pago	6835	0
02452	681	Masculino	35	5.6	Pos_Pago	6882	0
02453	681	Masculino	23	4.6	Pre_Pago	7259	0
02454	636	Feminino	56	5.1	Pre_Pago	6887	0
