ID_CLIENTE	SCORE_CREDITO	VALOR_TOTAL_ATRASOS_12M	QTD_CONSULTAS_CREDITO_12M	RENDIMENTO_MEDIO_12M	TEMPO_TRABALHO	IDADE	QTD_DEPENDENTES	LIMITE_INICIAL_CARTAO
0618	85	0	2	32290	19	33	2	14900
0619	85	1462,73	2	11080	11	30	0	10700
0620	64	1086,26	1	7300	18	32	2	2200
0621	77	864,5	2	8690	10	42	0	4500
0622	80	0	2	29520	15	28	1	11700
0623	84	0	1	12190	6	41	1	6900
0624	70	588,55	1	5260	15	47	1	1500
0625	80	0	3	10330	17	32	2	8800
0626	83	874,22	2	12590	17	38	1	14600
0627	89	0	1	9100	22	24	0	10500
0628	74	1432,78	3	6900	15	57	2	5600
0629	74	1646,27	3	21300	15	31	2	7600
0630	84	0	2	14540	23	26	1	10900
0631	78	3341,89	2	9030	19	39	1	7900
0632	87	0	1	14880	22	39	1	12900
0633	88	0	2	7840	27	23	2	10100
0634	79	868,4	3	2530	3	62	0	1500
0635	84	0	2	10550	14	35	1	7600
0636	74	2002,37	2	2640	10	23	0	1000
0637	70	549,68	3	7710	5	30	1	2900
0638	79	0	1	9120	6	30	1	8800
0639	84	471,81	2	10600	15	22	4	8700
0640	77	0	2	8500	18	22	0	5800
0641	85	0	1	11680	23	38	1	10800
0642	89	28,59	4	9110	16	43	0	12600
0643	77	196,43	3	11260	10	62	0	6600
0644	75	1099,87	2	26310	13	24	2	10100
0645	75	727,81	2	11270	5	27	1	7300
0646	86	0	2	3270	13	35	0	6000
0647	68	0	2	6100	12	50	1	1000
0648	77	1204,83	2	14500	8	24	1	9500
0649	81	180,55	2	11460	13	32	1	7500
0650	73	2178,48	2	12320	14	22	1	6000
0651	80	1953,05	2	12900	12	43	1	11400
0652	74	4272,43	3	17070	16	30	1	7500
0653	75	0	2	11290	7	37	1	6500
0654	73	491,11	1	11530	16	24	0	5800
0655	85	0	2	11420	9	51	1	9700
0656	67	1835	1	10160	20	39	2	7500
0657	79	0	2	15790	10	32	1	8800
0658	85	0	2	21180	18	45	1	13200
0659	77	0	3	9920	17	38	1	8100
0660	77	0	2	5850	20	24	1	3900
0661	83	0	1	9130	13	27	1	8000
0662	71	865,59	2	1550	14	61	0	2100
0663	77	209,39	2	18040	13	32	2	12900
0664	76	700,52	1	3410	15	27	1	5100
0665	71	545,98	2	8350	5	36	2	2400
0666	73	2197,71	3	680	15	29	2	1000
0667	71	3660,75	2	12480	15	32	0	7200
0668	68	3409,5	3	14120	8	38	2	6100
0669	77	2115	3	9140	8	30	0	5100
0670	86	0	1	11820	20	29	1	13200
0671	71	3841,86	2	2520	21	57	3	4400
0672	82	0	2	13290	25	21	1	11100
0673	87	230,42	2	9760	17	30	0	11600
0674	73	0	2	7810	1	43	0	4000
0675	68	601,88	2	9580	19	23	1	3100
0676	75	1790,46	3	12810	19	38	0	7500
0677	76	0	1	7620	18	34	2	7200
0678	80	1373,1	3	11530	14	54	1	7600
0679	79	0	1	13890	19	31	1	9000
0680	81	0	3	9960	9	27	0	8500
0681	63	10794,19	2	5120	14	29	0	1000
0682	78	61,85	2	11820	15	44	1	6400
0683	60	4696,29	4	9660	15	57	0	2600
0684	85	0	1	10250	9	38	1	10600
0685	77	1457,18	3	6710	15	60	1	6600
0686	73	715,44	3	10750	13	35	2	2900
0687	77	652,79	2	8880	11	40	1	6100
0688	82	0	2	13070	12	35	0	8300
0689	60	6092,8	3	13350	11	28	2	2300
0690	82	0	2	19380	9	52	2	9400
0691	72	4915,51	2	9810	19	28	1	4700
0692	83	0	1	5580	10	20	2	8600
0693	87	0	2	8810	16	50	0	11100
0694	80	0	1	9000	14	37	1	5500
0695	87	0	2	18340	21	59	0	12500
0696	80	0	1	8700	6	27	1	5800
0697	74	0	1	2870	12	21	1	3600
0698	94	0	1	19240	19	43	1	17300
0699	83	0	2	4570	10	25	1	5100
0700	87	0	1	9580	15	37	1	12100
0701	85	0	2	17560	12	29	0	12100
0702	85	0	3	11610	11	29	1	10200
0703	92	0	2	14740	18	35	1	15700
0704	82	0	2	7940	11	27	2	5100
0705	66	0	3	6810	14	27	1	1500
0706	82	0	3	3370	15	30	1	5700
0707	75	0	2	4650	15	20	2	3600
0708	83	690,9	2	9240	16	52	0	10300
0709	71	1522	2	5580	21	20	0	2500
0710	84	0	2	14330	22	47	2	9800
0711	78	356,48	2	6010	1	43	0	2700
0712	89	0	1	15060	18	42	3	13800
0713	91	153,68	3	24070	16	28	2	17900
0714	80	2229,66	3	7170	23	32	0	5400
0715	84	501,08	2	10730	16	61	2	9200
0716	85	0	3	7150	4	35	2	5800
0717	69	5461,22	3	13750	19	58	2	4000
0718	64	9383,82	4	4370	7	23	1	1300
0719	75	1564,84	2	17210	17	29	2	9100
0720	72	326,33	2	17210	13	35	2	8200
0721	89	0	1	14210	21	29	2	14300
0722	74	3861,57	3	2150	9	27	0	1000
0723	76	1172,89	2	4350	17	29	0	4800
0724	84	0	2	13940	21	57	2	11200
0725	80	0	1	9500	19	61	0	7500
0726	75	0	2	13320	21	22	3	5800
0727	74	1740,58	2	8220	15	23	0	6000
0728	81	0	2	10490	18	27	2	9900
0729	76	0	2	9380	15	36	3	6200
0730	79	722,02	1	13240	10	29	1	9200
0731	83	298,44	3	2240	21	20	2	5200
0732	85	0	1	8070	28	33	1	10500
0733	84	0	2	12700	18	37	1	11400
0734	91	0	2	12110	16	18	1	10300
0735	69	0	2	10820	21	30	0	5000
0736	74	2307,19	2	15920	13	45	2	9800
0737	78	0	2	11590	4	19	1	7400
0738	87	0	2	18030	20	35	2	12300
0739	82	1085,73	2	5190	12	22	0	7400
0740	75	580,19	2	14250	18	19	2	9100
0741	79	0	1	12610	15	31	0	9200
0742	87	0	1	4770	14	48	1	7200
0743	76	0	3	13660	8	28	1	8100
0744	92	0	1	20320	23	57	0	18100
0745	76	3883,18	2	8090	17	20	1	4200
0746	66	5178,93	2	6020	15	22	2	2100
0747	81	426,4	2	13540	17	26	1	6800
0748	91	0	1	20020	17	25	1	12200
0749	79	1713,94	2	10280	24	26	2	9700
0750	80	0	1	8770	7	41	1	7600
0751	88	0	2	14620	19	40	3	11700
0752	81	1429,67	2	11470	14	24	1	8100
0753	80	1620,98	2	12160	14	33	2	10600
0754	90	0	2	13870	14	42	0	12100
0755	82	0	3	13170	14	33	1	7400
0756	75	3135,85	2	9080	17	30	1	5400
0757	85	0	2	11350	16	43	2	9000
0758	78	992,27	2	4950	1	25	1	3500
0759	73	2208,52	3	9770	5	24	0	2700
0760	85	0	3	6120	13	34	1	7800
0761	74	570,03	2	3440	8	20	1	3400
0762	77	248,62	1	16210	20	28	0	10200
0763	73	1474,39	2	16360	16	45	1	9400
0764	73	991,98	2	12420	7	53	3	4000
0765	93	0	2	16380	18	31	0	16200
0766	82	1099,76	2	6930	19	31	1	6400
0767	83	0	1	15850	20	56	4	12200
0768	80	733,99	2	16780	8	37	2	9100
0769	84	38,52	2	8370	12	19	2	5400
0770	87	541,92	2	13620	12	29	0	10700
0771	87	0	1	9210	21	34	0	11400
0772	90	0	1	25840	23	18	2	16900
0773	73	5756,3	4	13050	13	48	2	8900
0774	73	484,64	2	13630	20	34	2	7500
0775	84	0	2	27390	17	44	2	13500
0776	80	2044,3	2	19960	14	24	1	11500
0777	82	1360,16	2	11200	11	22	1	9200
0778	71	1776,33	2	2770	10	50	1	3100
0779	69	409,62	2	14470	13	31	2	7200
0780	86	0	3	6770	14	34	0	8800
0781	79	0	2	4500	21	46	0	7200
0782	92	0	1	8530	15	30	0	12400
0783	76	0	2	4420	14	34	0	3800
0784	67	2641,71	2	4870	12	37	0	2200
0785	84	127,34	2	14940	18	18	2	10200
0786	72	0	1	4820	14	29	1	4500
0787	83	1058,49	3	13480	13	23	1	8500
0788	87	0	2	6760	17	47	1	6100
0789	54	4421,97	4	1600	8	27	2	1000
0790	71	5316,01	2	11400	18	36	1	8300
0791	80	2717,61	2	9940	18	30	1	8900
0792	83	962,52	1	13220	19	35	4	9900
0793	86	527,64	3	6520	15	33	0	7600
0794	71	2779,14	2	8280	14	35	1	4900
0795	82	0	2	12490	10	25	1	8600
0796	82	0	2	9920	13	30	0	8500
0797	84	0	3	7540	14	21	1	11000
0798	82	387,7	2	19990	27	25	0	13000
0799	81	1559,79	4	9740	15	39	0	8800
0800	59	2013,62	2	12020	13	33	1	4100
0801	71	1901,94	3	6180	13	30	3	5000
0802	71	1832,48	2	10380	7	26	1	5800
0803	64	6790,85	2	8460	17	20	0	3900
0804	77	1218,58	2	10940	18	41	1	8600
0805	88	0	1	16390	24	29	0	11900
0806	73	1224,66	2	15240	17	32	1	7900
0807	77	0	1	16710	20	46	4	11100
0808	73	1054,5	3	4180	17	28	1	3000
0809	79	0	2	8500	7	39	0	8800
0810	85	0	2	6360	20	57	1	9500
0811	82	428,17	1	5370	8	37	3	5100
0812	86	0	2	8770	19	43	0	11600
0813	85	0	3	15320	18	26	3	11500
0814	71	3022,07	2	15410	13	37	2	7600
0815	73	832,79	3	9330	19	31	3	4800
0816	92	0	1	24130	20	29	1	17900
0817	83	0	2	7730	11	34	0	5900
0818	79	0	1	7170	13	40	1	5300
0819	77	0	2	8110	17	37	2	7400
0820	71	242,95	2	14350	11	26	1	3300
0821	72	2318,46	2	6980	13	29	0	3400
0822	75	6103,52	3	7220	22	57	1	4200
0823	87	91,8	1	14450	17	34	2	11800
0824	71	405,47	2	6750	10	37	1	3400
0825	82	0	2	20800	18	26	1	11100
0826	91	0	2	8440	18	28	1	14800
0827	84	0	1	9350	22	28	2	10200
0828	77	0	3	8390	24	30	2	6700
0829	76	282,68	3	9510	17	31	1	6000
0830	75	977,61	1	3320	14	48	1	1000
0831	82	0	2	11420	5	53	2	9600
0832	83	0	2	3480	15	24	1	4400
0833	83	0	3	11040	10	39	1	10200
0834	79	0	2	9420	4	44	2	6500
0835	81	0	1	11710	14	27	3	9600
0836	83	0	1	8710	24	43	0	6600
0837	79	0	1	19590	21	38	1	7700
0838	92	0	1	13390	20	41	0	15400
0839	81	1630,81	2	18740	12	52	1	10900
0840	76	1739,57	3	9900	19	33	1	5400
0841	76	1889,02	2	18710	14	38	1	10200
0842	64	4857,53	2	6730	13	38	1	2700
0843	82	928,71	2	11460	18	35	0	9800
0844	77	3615,43	4	18250	13	20	0	11600
0845	93	0	2	4070	16	44	1	6600
0846	77	0	1	2710	16	39	2	4800
0847	75	0	3	3990	11	33	1	1000
0848	81	1348,82	2	13770	16	50	1	9300
0849	72	1068,29	2	1860	16	26	1	1000
0850	81	0	2	20240	21	24	0	13600
0851	71	4724,73	4	8720	13	34	1	1900
0852	79	1856,85	3	19970	18	59	2	9100
0853	85	0	2	3780	15	28	0	8200
0854	72	3081,87	2	1730	13	31	2	2700
0855	91	0	3	15370	22	44	1	14200
0856	76	625,56	3	6630	11	19	1	5300
0857	70	711,59	2	16730	9	30	1	6300
0858	81	0	1	8360	18	21	1	4800
0859	80	281,98	3	9680	17	40	1	7000
0860	77	4555,77	2	4470	18	35	1	5000
0861	85	0	2	10880	17	57	2	9500
0862	71	1977,53	2	18980	9	23	1	6200
0863	87	403,58	2	7260	18	43	1	10100
0864	81	907,44	3	8440	11	37	1	7800
0865	75	0	3	3250	12	29	1	3600
0866	81	318,86	2	8900	11	34	1	8800
0867	85	0	1	8080	11	33	1	8400
0868	86	0	2	6080	19	38	0	8600
0869	80	0	2	10840	14	37	2	7400
0870	60	4405,12	3	8100	11	19	1	1900
0871	91	0	1	13110	19	39	1	12800
0872	80	35,21	2	9470	15	28	0	8400
0873	79	1009,89	4	11570	8	43	1	6400
0874	75	0	1	5350	17	33	1	4400
0875	85	0	2	9220	11	28	2	11400
0876	76	531,87	4	6220	4	18	1	3200
0877	82	227,12	2	18570	14	28	1	12800
0878	79	1895,74	1	9210	21	31	1	8900
0879	84	0	1	13460	16	33	1	10300
0880	89	0	1	6000	16	35	1	9600
0881	75	0	2	8720	10	31	0	4500
0882	73	1619,17	2	15040	16	38	1	6100
0883	70	3673,49	3	16810	8	42	1	7200
0884	75	1184,31	3	15770	12	28	1	8900
0885	89	0	2	6260	23	35	2	11300
0886	95	0	2	17740	12	34	0	15000
0887	82	69,9	2	16210	20	23	1	13600
0888	69	3638,45	2	4030	7	31	3	1600
0889	86	0	1	9760	16	28	1	9800
0890	82	0	1	13170	22	42	2	11400
0891	80	0	1	10770	15	29	3	8500
0892	78	0	3	1640	15	33	1	3400
0893	86	0	1	9950	18	34	0	11100
0894	85	0	2	25710	8	41	0	11700
0895	86	0	2	16430	11	45	1	12300
0896	74	0	3	11540	15	51	0	5800
0897	86	0	2	12840	19	28	0	9200
0898	84	0	2	10600	11	29	1	6900
0899	84	0	2	10470	8	19	2	8100
0900	90	0	2	15450	16	39	1	14700
0901	83	1926,09	2	16890	26	36	2	13000
0902	53	6598,75	3	2890	8	19	1	1000
0903	80	1481,2	2	5500	19	22	0	7300
0904	68	1404,98	3	8350	6	31	2	4100
0905	76	0	2	23140	10	19	1	11700
0906	74	1319,74	2	19780	11	34	1	7200
0907	85	0	1	17480	17	61	1	10300
0908	85	0	2	7970	13	25	2	10100
0909	73	0	2	16060	17	45	1	6300
0910	84	1352,86	2	7990	16	55	1	7600
0911	77	0	2	7120	14	37	1	5500
0912	80	0	1	5250	22	39	2	6200
0913	70	1904,75	3	9270	10	47	1	6600
0914	80	0	2	17060	16	34	0	11400
0915	79	1618,03	2	5680	14	22	1	9600
0916	77	0	3	7150	5	27	0	5100
0917	76	0	2	9220	16	24	1	5200
0918	91	0	1	16050	17	20	1	11900
0919	68	3897,84	3	1310	19	58	4	1500
0920	68	0	2	12100	19	31	1	3700
0921	81	0	2	12660	9	26	1	9200
0922	74	376,14	2	10480	13	32	4	4500
0923	76	1552,31	2	10730	12	62	2	8300
0924	91	0	2	2390	18	37	0	6000
0925	79	1707,26	3	19110	16	33	1	12400
0926	66	4381,41	2	18800	12	25	1	7500
0927	82	304,38	2	11150	21	29	1	11400
0928	83	0	2	7120	11	27	1	6900
0929	82	499,23	1	18450	17	33	2	10100
0930	76	0	2	1490	1	18	1	1500
0931	72	2801,07	2	15060	13	35	1	6100
0932	79	1350,96	2	14220	16	20	2	7100
0933	83	0	1	9280	22	39	0	7900
0934	78	279,57	3	10660	12	42	2	7600
0935	75	2444,38	2	5970	14	26	1	4400
0936	84	0	2	14560	17	39	1	10200
0937	85	0	3	8800	13	30	1	11700
0938	75	3036,8	2	7700	6	54	0	4900
0939	96	0	2	23200	16	33	3	16900
0940	89	0	1	11990	20	21	1	11800
0941	74	0	2	0	18	19	2	1000
0942	93	0	2	20180	24	44	2	20400
0943	76	843,54	2	1630	3	28	1	1000
0944	81	0	2	12430	17	48	1	8100
0945	68	1821,14	2	8720	8	25	1	4200
0946	75	1090,89	2	8670	13	28	1	9400
0947	80	1791,63	3	11070	18	29	2	8200
0948	82	0	2	10540	20	25	1	8000
0949	69	2149,28	2	9960	9	24	1	4900
0950	56	1495,41	4	950	11	34	0	1000
0951	86	9,33	3	8440	13	20	2	8900
0952	78	150,12	3	7430	14	40	1	4500
0953	84	3859,99	2	10060	17	55	1	11500
0954	71	2119,86	3	9690	17	18	2	5300
0955	85	0	2	8640	23	21	2	10700
0956	84	0	2	4070	17	27	1	7400
0957	89	0	1	5470	18	33	0	9300
0958	77	309,06	3	2670	19	58	1	3200
0959	74	0	2	14620	11	28	1	6100
0960	86	0	2	4830	25	25	1	8100
0961	81	845,86	2	11320	14	43	1	6600
0962	88	0	2	25520	19	41	1	13900
0963	63	556,27	4	3840	9	34	2	1000
0964	80	0	2	15780	19	21	2	11600
0965	81	0	2	8880	14	20	2	8400
0966	86	0	2	9450	21	24	1	11800
0967	85	0	2	8560	9	40	0	7400
0968	58	3622,8	4	4140	7	42	2	1000
0969	87	193,22	2	5550	21	31	1	10400
0970	77	1664,41	2	14330	13	19	1	8700
0971	74	2214,85	2	7850	9	34	0	4800
0972	71	0	3	12300	13	24	1	5600
0973	82	597,64	3	16400	13	29	1	10900
0974	95	0	1	21230	20	24	1	18100
0975	85	0	1	4650	13	30	0	7900
0976	72	0	2	3980	16	33	3	1400
0977	92	0	1	15360	17	29	5	15000
0978	74	3531,69	2	10460	20	26	0	7300
0979	63	2250,24	1	7360	18	29	3	4100
0980	71	2102,31	3	4210	18	62	2	2700
0981	70	239,16	2	16600	7	24	4	3900
0982	89	0	1	20400	19	25	1	14000
0983	80	0	1	16480	15	32	1	10900
0984	80	0	1	12860	19	58	0	9600
0985	81	1271,2	3	11000	22	19	1	10700
0986	85	0	2	9880	20	30	0	7200
0987	85	472,95	2	9210	22	26	0	11900
0988	75	531,61	1	13480	17	35	1	9600
0989	80	0	2	13300	14	26	2	8300
0990	85	0	1	17820	10	29	1	12400
0991	83	0	3	5410	12	31	1	6900
0992	83	1601,91	3	21340	16	20	0	11400
0993	77	2450,53	3	7550	9	25	1	7700
0994	95	0	2	7310	19	28	0	13700
0995	93	0	3	19590	18	18	1	16000
0996	68	2820,3	3	4510	12	29	1	1000
0997	80	1535,66	3	13510	14	26	1	10200
0998	81	922,38	1	17710	13	32	0	11900
0999	81	0	2	7720	23	24	0	10300
1000	82	0	2	15100	11	26	1	11900
1001	76	158,42	2	4290	23	28	3	4700
1002	69	312,08	1	2720	18	30	1	1000
1003	85	0	2	9330	9	28	2	8000
1004	71	2405,4	3	6620	11	20	2	1400
1005	81	0	1	12140	19	30	1	8500
1006	84	0	3	15720	17	27	2	10900
1007	66	4328,63	3	1810	19	32	2	1000
1008	81	0	1	14000	16	25	1	6900
1009	83	0	2	5700	13	34	1	6600
1010	81	0	2	2180	8	49	1	2800
1011	82	265,11	2	15130	18	29	1	10000
1012	88	0	1	16500	11	43	3	15700
1013	85	0	1	16000	25	29	0	13200
1014	71	2194,43	2	6600	11	27	1	4700
1015	78	2073,76	2	10270	13	59	1	7000
1016	83	0	1	10500	11	18	0	7000
1017	86	0	2	4140	14	47	1	8000
1018	81	1467,12	3	5780	16	53	1	8300
1019	71	1598,58	5	2010	9	26	0	1000
1020	80	0	2	13130	12	27	2	6000
1021	67	1087,4	3	10660	13	62	1	3600
1022	82	11,27	2	3690	19	38	0	8300
1023	71	0	2	3960	15	31	2	1900
1024	77	272,61	3	16850	13	26	0	8800
1025	76	32,3	2	4140	10	62	2	5100
1026	82	0	2	4760	10	40	1	6200
1027	75	420,29	2	10470	11	31	2	7000
1028	94	0	2	5170	20	35	1	13200
1029	83	0	2	16030	18	30	1	9500
1030	85	1131	2	5130	14	41	0	6800
1031	66	1270,54	4	11810	15	29	2	4300
1032	87	0	1	7420	20	34	0	9200
1033	67	3889,75	3	8420	16	34	1	2500
1034	75	1680,93	3	4220	12	25	2	4200
1035	74	4442,83	3	16440	12	24	0	8000
1036	72	126,09	2	7670	12	56	1	2300
1037	83	947,58	3	2530	11	43	0	4700
1038	90	0	2	10000	19	19	2	12700
1039	84	0	3	8200	17	19	1	7400
1040	75	1000,11	2	6310	18	27	1	4400
1041	91	0	2	7870	8	24	3	12500
1042	80	0	2	8320	22	39	3	8500
1043	76	2442,49	3	4960	11	31	1	5800
1044	76	0	1	1070	12	36	2	4900
1045	84	0	1	3500	26	24	0	8000
1046	92	0	1	10040	23	59	1	11500
1047	87	0	2	19510	24	40	3	13500
1048	89	0	2	9860	20	21	1	10500
1049	79	0	2	9930	14	41	1	7800
1050	53	3886,59	2	14340	11	33	0	1900
1051	76	0	2	5760	11	62	1	3400
1052	83	3441,03	4	14590	15	30	1	11400
1053	83	0	2	7670	21	25	1	10700
1054	80	0	1	7630	9	25	0	6500
1055	75	0	1	6150	22	19	1	7100
1056	93	0	1	16190	20	28	0	12800
1057	81	0	3	14080	16	39	1	9700
1058	78	0	3	5810	23	29	1	6300
1059	75	0	2	6520	14	21	1	5100
1060	80	0	1	7830	16	27	1	5900
1061	71	432,22	2	14210	7	26	2	5000
1062	82	0	1	16590	22	29	1	11300
1063	80	783,3	2	9820	11	62	2	8400
1064	74	496,88	2	8550	14	30	2	5800
1065	78	0	2	4910	6	20	1	2700
1066	92	0	3	16770	7	41	2	15100
1067	65	3190,19	2	7130	12	28	2	4100
1068	79	1141,92	4	13330	12	26	1	9300
1069	81	272,85	3	17290	17	60	3	11900
1070	80	277,45	2	8960	13	45	3	9700
1071	88	0	3	7850	15	33	1	9200
1072	69	0	2	560	11	33	1	1000
1073	74	1215,28	2	7620	19	24	2	6600
1074	71	1405,69	3	6940	4	29	2	1300
1075	69	2130,66	3	13960	19	22	3	4700
1076	86	0	1	10100	21	39	2	11600
1077	84	1241,64	2	17320	11	32	0	9900
1078	83	0	2	8500	12	42	1	7200
1079	70	979,12	2	7020	16	37	1	2700
1080	79	671,87	3	8600	9	35	2	8100
1081	74	899,85	3	14740	6	59	0	3300
1082	80	0	2	11770	12	41	2	7200
1083	86	345,37	2	14870	17	20	2	13700
1084	80	166,55	3	18030	18	30	1	10600
1085	73	0	2	11110	9	54	2	4000
1086	88	0	2	8220	10	48	2	9200
1087	79	180,18	1	14080	17	63	0	7200
1088	82	0	2	19240	18	26	2	11700
1089	81	310,5	2	6710	13	33	1	5300
1090	67	3944,9	2	5120	22	60	0	3200
1091	84	1659,62	2	10920	12	61	2	9300
1092	81	55,24	2	9260	20	31	0	8200
1093	93	0	2	10940	18	33	3	13300
1094	82	655,58	2	8410	16	47	1	7300
1095	84	961,53	2	11850	21	38	1	11000
1096	85	0	2	3920	13	43	1	6400
1097	91	0	1	12380	21	29	3	15800
1098	90	0	2	12530	14	48	2	11900
1099	83	0	2	3910	13	23	0	6300
1100	81	0	2	6480	17	56	2	6300
1101	77	2129,24	3	23390	16	50	0	10700
1102	85	0	2	5480	14	53	1	7200
1103	79	206,23	1	5990	5	38	1	4500
1104	89	0	2	5660	10	58	2	7800
1105	78	0	3	6460	13	48	2	4500
1106	72	854,2	2	2970	11	24	0	2900
1107	81	650,39	1	18810	18	62	1	11200
1108	85	0	1	15510	9	34	3	9600
1109	85	0	2	3300	6	25	1	5500
1110	84	0	1	15380	12	26	0	11900
1111	78	319,21	2	7830	16	25	1	7500
1112	77	0	2	11700	12	31	0	6300
1113	75	5234,26	3	7360	20	36	0	6300
1114	87	0	3	6630	14	20	0	8800
1115	78	298,24	1	4450	18	61	1	4900
1116	80	0	2	13170	15	47	0	7800
1117	88	0	3	8040	13	61	0	10200
1118	87	0	1	9900	21	49	1	7100
1119	83	0	3	16680	13	25	1	10900
1120	80	0	1	11790	20	32	2	8700
1121	84	941,96	1	21160	17	28	1	13200
1122	54	6095,11	3	4090	6	35	1	1000
1123	83	3509,86	3	10210	16	31	1	7800
1124	88	621,21	2	13590	14	19	1	11600
1125	71	2433,25	2	7960	5	33	1	4700
1126	73	5486,4	3	13200	17	26	0	6600
1127	82	0	3	13290	18	36	0	8500
1128	74	126,52	1	8890	11	24	1	5000
1129	63	3496,8	2	4930	13	31	0	1200
1130	85	0	1	10700	21	51	1	11300
1131	76	5259,08	3	10700	13	26	2	7800
1132	84	219,36	3	16630	17	23	0	10200
1133	74	0	2	23580	18	32	1	9200
1134	81	0	1	28390	25	29	2	14400
1135	82	0	3	9210	22	21	2	8900
1136	83	0	2	9300	28	23	1	9800
1137	88	396,25	2	15500	18	45	0	15200
1138	84	417,93	3	10150	7	43	1	8900
1139	69	5226,58	3	5140	18	31	2	2800
1140	80	0	2	9240	18	24	1	8300
1141	80	98,44	1	24960	23	41	1	12800
1142	77	3975,68	3	6300	11	31	2	4200
1143	84	0	2	18550	21	28	0	12100
1144	84	1414,49	2	8370	16	38	1	7000
1145	80	0	2	4700	14	31	1	7100
1146	85	0	2	16990	24	37	1	11200
1147	87	0	1	14210	10	30	0	11400
1148	91	0	1	9770	14	25	1	13500
1149	73	2258,84	3	11320	14	47	1	5800
1150	90	0	1	3920	10	56	0	8300
1151	63	780,79	2	13350	18	30	2	6700
1152	80	0	4	2220	17	24	2	2000
1153	84	0	2	21320	8	25	1	9700
1154	79	2107,37	2	7610	22	30	2	9300
1155	82	0	1	11450	22	20	1	11200
1156	87	0	1	20470	22	36	0	14600
1157	91	0	2	9980	18	21	0	14100
1158	73	2837,67	1	6530	15	43	1	4400
1159	80	0	1	8680	17	25	0	4600
1160	87	0	1	14290	24	42	1	12700
1161	89	0	1	12390	17	33	0	11100
1162	70	2102,09	3	9160	8	48	1	2200
1163	83	0	1	8860	17	45	4	11200
1164	80	0	2	5200	8	46	1	5000
1165	70	415,04	2	10490	16	26	0	5700
1166	73	5265,27	3	11200	11	42	5	6300
1167	75	1164,93	2	12340	17	37	2	5100
1168	85	0	2	9590	20	39	1	10400
1169	93	0	2	12870	20	59	0	12900
1170	71	368,61	2	19340	20	60	2	7700
1171	82	0	2	8190	14	61	1	6400
1172	82	0	2	9970	11	40	1	7700
1173	88	0	1	12030	12	35	2	13600
1174	73	110,61	3	7990	8	48	1	4600
1175	74	0	2	18940	16	18	1	9300
1176	86	0	2	14990	19	20	2	12200
1177	85	0	2	16090	14	36	0	12200
1178	86	0	1	4120	17	18	0	8700
1179	75	2491,36	3	5910	12	28	0	4000
1180	76	2596,01	3	7410	15	28	1	6800
1181	81	1202,94	3	7270	10	39	0	7500
1182	68	2055,27	2	2750	13	22	0	2300
1183	79	103,35	1	9110	14	32	0	7100
1184	87	0	1	9810	20	38	3	12300
1185	66	2959,66	3	180	10	33	2	1000
1186	86	0	2	15720	12	45	0	13700
1187	81	2348,67	2	12630	9	30	1	10300
1188	66	1826,19	2	14320	14	27	0	4400
1189	88	0	2	9100	12	32	1	12000
1190	84	0	2	12550	15	20	1	9700
1191	84	0	3	10270	21	34	1	7300
1192	77	937,25	4	9580	11	46	1	6500
1193	72	1848,58	2	9010	13	46	1	5000
1194	77	2689,34	3	2680	8	19	1	3800
1195	94	0	1	7850	14	22	2	12600
1196	79	0	2	8170	17	26	0	7000
1197	85	325,14	3	4910	8	31	0	4600
1198	66	4219,67	3	6010	7	33	1	1000
1199	80	0	2	7210	11	57	1	6200
1200	74	1671,58	2	9770	15	27	2	7500
1201	73	3252,15	3	4310	15	38	2	2400
1202	95	0	1	13030	23	40	0	15700
1203	84	0	1	7670	6	46	1	10900
1204	66	2150,68	2	4060	13	34	1	1000
1205	78	0	1	19890	17	22	2	12200
1206	90	0	2	9900	14	31	1	13100
1207	91	586,9	2	9500	16	32	1	12100
1208	84	0	1	5090	11	35	0	6000
1209	80	374,17	2	11500	15	39	1	8600
1210	82	0	2	10220	22	36	1	9400
1211	77	223,61	3	4820	11	57	0	4900
1212	73	3135,99	2	12380	13	40	1	7400
1213	72	757,17	3	10040	14	42	2	2800
1214	86	1819,61	2	8140	10	42	1	9500
1215	85	539,17	4	17670	11	19	1	12600
1216	86	0	2	8250	20	25	1	10800
1217	84	0	3	16690	14	30	3	10000
1218	90	0	2	15290	9	19	0	14300
1219	85	0	2	10470	12	61	1	10300
1220	84	0	1	22620	17	46	3	12300
1221	86	0	1	14080	13	24	1	12800
1222	73	213,11	2	5790	15	36	3	5200
1223	85	0	2	13390	12	37	0	10100
1224	90	356,59	2	10060	14	28	4	9000
1225	76	36,3	2	12690	14	30	2	10200
1226	71	2855,95	2	7760	12	51	1	5200
1227	86	0	2	12210	9	33	1	12400
1228	73	802,16	2	25180	14	43	0	8300
1229	75	0	2	3070	20	28	2	3700
1230	81	0	1	13070	21	32	1	9600
1231	83	0	1	12170	20	21	0	11900
1232	85	0	1	7250	18	41	1	10000
1233	59	10125,25	4	13330	1	36	2	2700
1234	72	0	2	8820	7	21	1	3500
1235	89	0	2	16040	16	32	2	13500
1236	77	2694,8	2	5070	13	25	1	5500
1237	80	0	1	7700	20	41	2	8600
1238	87	0	2	8640	6	21	1	7800
1239	85	0	1	12020	15	30	2	9900
1240	79	0	1	1650	7	36	3	2700
