id_titulo	categoria	qtde_paginas	edicao	tipo_capa	densidade_papel	cor	ano	preco
05335	Ciencias	365	Original	Flexivel	Baixa	Preto	2021-2023	35.54
05336	Ciencias	455	Original	Flexivel	Baixa	Preto	2021-2023	60.66
05337	Artes	505	Reedicao	Dura	Alta	Preto	Até 2017	55.33
05338	Literatura	274	Reedicao	Flexivel	Baixa	Preto	Até 2017	27.52
05339	Autoajuda	265	Reedicao	Flexivel	Alta	Preto	2018-2020	23.18
05340	Ciencias	227	Original	Flexivel	Baixa	Preto	2021-2023	49.30
05341	Historia	454	Original	Flexivel	Alta	Preto	2018-2020	61.31
05342	Autoajuda	278	Reedicao	Flexivel	Baixa	Preto	2018-2020	19.24
05343	Autoajuda	245	Original	Flexivel	Baixa	Preto	2018-2020	-6.11
05344	Historia	370	Reedicao	Flexivel	Baixa	Preto	Até 2017	40.02
05345	Culinaria	1016	Reedicao	Dura	Alta	Preto	2018-2020	125.27
05346	Ciencias	333	Original	Flexivel	Baixa	Preto	2018-2020	57.81
05347	Ciencias	337	Reedicao	Flexivel	Baixa	Preto	Até 2017	46.86
05348	Gestao	522	Reedicao	Flexivel	Baixa	Cores	Até 2017	80.93
05349	Literatura	394	Reedicao	Flexivel	Baixa	Preto	2018-2020	51.14
05350	Historia	488	Reedicao	Dura	Baixa	Preto	2018-2020	61.08
05351	Historia	418	Reedicao	Flexivel	Baixa	Preto	2018-2020	53.11
05352	Viagem	316	Reedicao	Dura	Baixa	Cores	2021-2023	40.62
05353	Espiritualidade	534	Reedicao	Flexivel	Baixa	Cores	Até 2017	53.61
05354	Biografia	276	Original	Flexivel	Baixa	Preto	Até 2017	55.27
05355	Infantil	355	Reedicao	Flexivel	Baixa	Preto	Até 2017	46.03
05356	Autoajuda	271	Original	Dura	Alta	Preto	Até 2017	42.41
05357	Infantil	298	Reedicao	Dura	Baixa	Preto	Até 2017	40.74
05358	Literatura	534	Reedicao	Dura	Baixa	Preto	Até 2017	61.27
05359	Culinaria	115	Reedicao	Flexivel	Baixa	Preto	Até 2017	23.33
05360	Biografia	406	Original	Flexivel	Baixa	Preto	2018-2020	58.62
05361	Gestao	706	Reedicao	Flexivel	Alta	Preto	Até 2017	83.43
05362	Biografia	206	Reedicao	Dura	Baixa	Preto	2021-2023	41.67
05363	Gestao	356	Reedicao	Dura	Alta	Cores	Até 2017	67.62
05364	Culinaria	418	Reedicao	Flexivel	Alta	Cores	2018-2020	51.44
05365	Autoajuda	448	Original	Dura	Alta	Preto	2018-2020	51.26
05366	Ciencias	563	Original	Dura	Alta	Cores	Até 2017	94.02
05367	Universitario	336	Reedicao	Flexivel	Baixa	Preto	2018-2020	69.23
05368	Ciencias	638	Reedicao	Flexivel	Baixa	Preto	2018-2020	86.37
05369	Literatura	215	Original	Flexivel	Baixa	Cores	2018-2020	52.44
05370	Autoajuda	360	Reedicao	Flexivel	Alta	Cores	Até 2017	55.15
05371	Historia	240	Reedicao	Flexivel	Baixa	Cores	2021-2023	37.29
05372	Ciencias	568	Original	Flexivel	Baixa	Preto	2018-2020	69.83
05373	Autoajuda	202	Reedicao	Flexivel	Baixa	Preto	Até 2017	7.21
05374	Biografia	627	Original	Flexivel	Baixa	Preto	2018-2020	86.94
05375	Infantil	148	Original	Flexivel	Alta	Preto	Até 2017	27.78
05376	Literatura	358	Reedicao	Flexivel	Baixa	Preto	Até 2017	43.46
05377	Ciencias	624	Reedicao	Flexivel	Baixa	Preto	2018-2020	81.26
05378	Gestao	349	Original	Flexivel	Baixa	Preto	2018-2020	46.90
05379	Autoajuda	245	Original	Flexivel	Baixa	Preto	Até 2017	11.88
05380	Artes	308	Reedicao	Dura	Baixa	Preto	2018-2020	51.67
05381	Autoajuda	257	Reedicao	Flexivel	Baixa	Preto	2021-2023	22.83
05382	Infantil	333	Original	Flexivel	Baixa	Preto	Até 2017	62.34
05383	Gestao	120	Reedicao	Flexivel	Baixa	Preto	2021-2023	36.15
05384	Ciencias	809	Original	Dura	Alta	Preto	2021-2023	103.55
05385	Literatura	599	Reedicao	Dura	Baixa	Preto	Até 2017	73.52
05386	Historia	395	Reedicao	Flexivel	Baixa	Preto	Até 2017	54.39
05387	Autoajuda	588	Reedicao	Flexivel	Baixa	Preto	2021-2023	66.66
05388	Culinaria	440	Reedicao	Dura	Alta	Cores	2018-2020	57.35
05389	Autoajuda	226	Original	Flexivel	Baixa	Preto	2018-2020	29.26
05390	Espiritualidade	303	Original	Flexivel	Baixa	Preto	2018-2020	40.26
05391	Espiritualidade	105	Reedicao	Flexivel	Baixa	Preto	Até 2017	21.46
05392	Autoajuda	331	Reedicao	Flexivel	Baixa	Preto	Até 2017	35.14
05393	Culinaria	827	Reedicao	Dura	Baixa	Preto	2018-2020	84.87
05394	Ciencias	429	Reedicao	Flexivel	Alta	Preto	2018-2020	44.66
05395	Ciencias	588	Original	Flexivel	Baixa	Preto	Até 2017	82.91
05396	Infantil	326	Reedicao	Flexivel	Alta	Cores	Até 2017	66.66
05397	Infantil	339	Original	Flexivel	Baixa	Preto	2018-2020	47.44
05398	Infantil	198	Reedicao	Flexivel	Baixa	Preto	2021-2023	30.60
05399	Culinaria	358	Reedicao	Dura	Alta	Preto	2021-2023	73.73
05400	Autoajuda	167	Reedicao	Flexivel	Baixa	Preto	2021-2023	23.54
05401	Gestao	352	Original	Flexivel	Baixa	Preto	2018-2020	48.55
05402	Gestao	528	Original	Dura	Alta	Cores	2018-2020	85.55
05403	Gestao	273	Reedicao	Flexivel	Baixa	Preto	2018-2020	38.39
05404	Culinaria	326	Reedicao	Flexivel	Baixa	Preto	Até 2017	45.20
05405	Autoajuda	465	Reedicao	Dura	Baixa	Preto	2018-2020	68.91
05406	Culinaria	289	Reedicao	Dura	Baixa	Cores	2021-2023	69.80
05407	Historia	238	Reedicao	Flexivel	Baixa	Preto	2021-2023	54.67
05408	Gestao	270	Reedicao	Flexivel	Baixa	Preto	2021-2023	36.75
05409	Biografia	338	Original	Flexivel	Baixa	Preto	Até 2017	41.48
05410	Literatura	650	Reedicao	Flexivel	Baixa	Preto	2021-2023	71.37
05411	Espiritualidade	259	Original	Flexivel	Alta	Preto	Até 2017	26.43
05412	Autoajuda	138	Original	Flexivel	Baixa	Preto	2021-2023	40.58
05413	Espiritualidade	255	Original	Flexivel	Baixa	Preto	Até 2017	31.38
05414	Ciencias	215	Reedicao	Dura	Baixa	Preto	2021-2023	56.72
05415	Espiritualidade	604	Original	Flexivel	Baixa	Preto	2018-2020	84.69
05416	Literatura	882	Original	Flexivel	Baixa	Preto	2018-2020	96.94
05417	Literatura	135	Original	Dura	Baixa	Preto	Até 2017	35.17
05418	Ciencias	314	Reedicao	Dura	Baixa	Preto	2018-2020	55.77
05419	Culinaria	422	Reedicao	Flexivel	Baixa	Cores	Até 2017	58.63
05420	Gestao	435	Original	Dura	Alta	Cores	Até 2017	89.27
05421	Gestao	495	Original	Flexivel	Baixa	Preto	Até 2017	40.76
05422	Autoajuda	360	Original	Flexivel	Baixa	Preto	Até 2017	33.36
05423	Autoajuda	326	Original	Flexivel	Baixa	Preto	Até 2017	42.58
05424	Historia	420	Original	Flexivel	Baixa	Preto	2018-2020	49.10
05425	Literatura	500	Original	Flexivel	Baixa	Preto	2018-2020	47.23
05426	Universitario	825	Reedicao	Flexivel	Baixa	Preto	2021-2023	116.16
05427	Viagem	126	Reedicao	Flexivel	Baixa	Preto	Até 2017	18.86
05428	Autoajuda	433	Reedicao	Flexivel	Baixa	Preto	Até 2017	37.27
05429	Infantil	192	Original	Flexivel	Baixa	Preto	2018-2020	27.83
05430	Gestao	299	Original	Dura	Alta	Cores	2018-2020	65.17
05431	Infantil	83	Original	Flexivel	Baixa	Preto	2021-2023	24.86
05432	Ciencias	773	Original	Dura	Alta	Preto	Até 2017	108.30
05433	Gestao	275	Reedicao	Flexivel	Baixa	Preto	Até 2017	39.61
05434	Historia	178	Original	Flexivel	Baixa	Preto	2018-2020	19.71
05435	Biografia	366	Reedicao	Flexivel	Alta	Preto	2021-2023	78.65
05436	Ciencias	736	Original	Dura	Baixa	Preto	2018-2020	86.27
05437	Infantil	460	Original	Dura	Alta	Preto	2018-2020	63.60
05438	Autoajuda	453	Reedicao	Dura	Baixa	Preto	Até 2017	54.71
05439	Ciencias	369	Reedicao	Dura	Baixa	Preto	2021-2023	50.54
05440	Culinaria	715	Reedicao	Flexivel	Alta	Preto	2021-2023	82.81
05441	Historia	483	Reedicao	Flexivel	Baixa	Preto	Até 2017	53.58
05442	Autoajuda	589	Reedicao	Flexivel	Baixa	Preto	2021-2023	68.37
05443	Espiritualidade	96	Original	Flexivel	Baixa	Preto	2021-2023	5.63
05444	Autoajuda	330	Original	Flexivel	Baixa	Preto	Até 2017	43.15
05445	Autoajuda	228	Reedicao	Flexivel	Baixa	Preto	2021-2023	24.81
05446	Universitario	535	Original	Dura	Alta	Preto	2018-2020	113.88
05447	Autoajuda	179	Original	Flexivel	Baixa	Preto	2018-2020	26.10
05448	Historia	695	Reedicao	Flexivel	Baixa	Preto	2021-2023	74.87
05449	Autoajuda	175	Reedicao	Flexivel	Alta	Preto	2018-2020	59.81
05450	Autoajuda	312	Reedicao	Flexivel	Baixa	Preto	2021-2023	31.51
05451	Universitario	757	Reedicao	Dura	Baixa	Preto	Até 2017	122.59
05452	Literatura	309	Reedicao	Flexivel	Baixa	Preto	Até 2017	43.46
05453	Historia	520	Reedicao	Dura	Baixa	Preto	2021-2023	67.68
05454	Historia	412	Reedicao	Flexivel	Baixa	Preto	Até 2017	44.04
05455	Espiritualidade	267	Reedicao	Dura	Baixa	Preto	Até 2017	45.59
05456	Gestao	328	Reedicao	Dura	Baixa	Preto	2018-2020	30.21
05457	Universitario	580	Original	Flexivel	Baixa	Cores	Até 2017	99.42
05458	Culinaria	516	Original	Dura	Alta	Cores	2021-2023	85.49
05459	Culinaria	295	Reedicao	Dura	Alta	Cores	2021-2023	54.89
05460	Gestao	559	Reedicao	Flexivel	Baixa	Preto	Até 2017	68.21
05461	Ciencias	490	Original	Flexivel	Baixa	Preto	Até 2017	58.22
05462	Historia	919	Original	Flexivel	Alta	Preto	Até 2017	105.36
05463	Gestao	238	Original	Flexivel	Baixa	Preto	Até 2017	21.30
05464	Culinaria	370	Original	Dura	Alta	Cores	2018-2020	55.58
05465	Gestao	313	Original	Flexivel	Baixa	Preto	Até 2017	39.56
05466	Literatura	460	Reedicao	Flexivel	Baixa	Preto	2018-2020	46.82
05467	Gestao	228	Original	Dura	Alta	Preto	Até 2017	33.23
05468	Espiritualidade	248	Reedicao	Flexivel	Baixa	Preto	Até 2017	16.88
05469	Ciencias	507	Reedicao	Flexivel	Baixa	Preto	2018-2020	63.16
05470	Literatura	159	Original	Flexivel	Baixa	Preto	Até 2017	29.43
05471	Autoajuda	148	Reedicao	Flexivel	Baixa	Preto	2018-2020	34.53
05472	Literatura	312	Reedicao	Flexivel	Baixa	Preto	2018-2020	41.46
05473	Autoajuda	485	Original	Flexivel	Baixa	Preto	2021-2023	65.47
05474	Ciencias	285	Original	Flexivel	Baixa	Preto	2018-2020	46.08
05475	Autoajuda	208	Reedicao	Flexivel	Baixa	Preto	2021-2023	14.29
05476	Ciencias	368	Original	Dura	Baixa	Preto	2021-2023	78.39
05477	Autoajuda	471	Reedicao	Flexivel	Baixa	Preto	2018-2020	37.59
05478	Literatura	298	Original	Flexivel	Baixa	Preto	2018-2020	43.44
05479	Autoajuda	237	Reedicao	Flexivel	Baixa	Preto	Até 2017	29.27
05480	Gestao	630	Original	Flexivel	Baixa	Preto	Até 2017	74.52
05481	Culinaria	259	Reedicao	Flexivel	Alta	Cores	2021-2023	46.71
05482	Autoajuda	288	Original	Flexivel	Baixa	Preto	Até 2017	34.77
05483	Historia	432	Original	Dura	Alta	Preto	2018-2020	78.23
05484	Culinaria	235	Reedicao	Dura	Alta	Preto	2018-2020	46.65
05485	Infantil	510	Reedicao	Flexivel	Baixa	Preto	2021-2023	76.30
05486	Biografia	648	Reedicao	Flexivel	Baixa	Preto	Até 2017	81.56
05487	Autoajuda	313	Reedicao	Dura	Baixa	Preto	Até 2017	57.48
05488	Autoajuda	324	Reedicao	Flexivel	Baixa	Preto	2018-2020	44.04
05489	Viagem	386	Original	Dura	Alta	Cores	2021-2023	67.53
05490	Ciencias	304	Original	Flexivel	Alta	Cores	2021-2023	62.21
05491	Ciencias	216	Original	Flexivel	Baixa	Preto	Até 2017	61.84
05492	Espiritualidade	265	Reedicao	Flexivel	Baixa	Preto	2018-2020	28.55
05493	Infantil	281	Original	Flexivel	Alta	Preto	Até 2017	67.52
05494	Literatura	402	Original	Flexivel	Alta	Preto	Até 2017	59.35
05495	Biografia	429	Reedicao	Flexivel	Alta	Cores	2018-2020	80.94
05496	Historia	461	Reedicao	Flexivel	Baixa	Cores	2018-2020	70.06
05497	Infantil	516	Original	Flexivel	Alta	Preto	2018-2020	72.15
05498	Infantil	532	Reedicao	Flexivel	Alta	Preto	2018-2020	69.94
05499	Historia	642	Reedicao	Dura	Alta	Preto	Até 2017	72.08
05500	Infantil	572	Original	Dura	Baixa	Preto	2018-2020	86.36
05501	Espiritualidade	428	Reedicao	Flexivel	Baixa	Preto	Até 2017	44.34
05502	Gestao	276	Reedicao	Flexivel	Baixa	Preto	Até 2017	38.95
05503	Literatura	221	Original	Dura	Baixa	Preto	2021-2023	69.12
05504	Universitario	654	Reedicao	Flexivel	Alta	Cores	2018-2020	124.55
05505	Ciencias	620	Original	Dura	Baixa	Preto	Até 2017	79.92
05506	Biografia	412	Reedicao	Dura	Baixa	Preto	2021-2023	69.58
05507	Espiritualidade	168	Original	Flexivel	Alta	Preto	Até 2017	29.42
05508	Ciencias	215	Original	Flexivel	Baixa	Preto	Até 2017	37.00
05509	Historia	433	Original	Flexivel	Baixa	Preto	Até 2017	44.28
05510	Autoajuda	327	Reedicao	Flexivel	Baixa	Cores	2018-2020	48.63
05511	Gestao	508	Reedicao	Flexivel	Baixa	Preto	Até 2017	51.75
05512	Literatura	258	Reedicao	Flexivel	Baixa	Preto	2018-2020	42.67
05513	Autoajuda	406	Reedicao	Flexivel	Baixa	Preto	Até 2017	42.43
05514	Historia	214	Reedicao	Flexivel	Baixa	Preto	Até 2017	3.20
05515	Infantil	547	Original	Flexivel	Alta	Preto	2021-2023	72.08
05516	Infantil	499	Reedicao	Flexivel	Baixa	Cores	2018-2020	76.80
05517	Infantil	305	Reedicao	Dura	Alta	Preto	2018-2020	74.54
05518	Espiritualidade	282	Original	Flexivel	Baixa	Preto	Até 2017	22.52
05519	Infantil	504	Reedicao	Dura	Baixa	Preto	2018-2020	82.90
05520	Biografia	257	Original	Flexivel	Baixa	Preto	2021-2023	59.26
05521	Gestao	228	Original	Dura	Baixa	Preto	2021-2023	54.20
05522	Gestao	485	Original	Dura	Baixa	Preto	2018-2020	81.95
05523	Universitario	870	Reedicao	Flexivel	Baixa	Preto	2018-2020	116.02
05524	Espiritualidade	313	Reedicao	Flexivel	Alta	Preto	2021-2023	32.02
05525	Ciencias	457	Reedicao	Dura	Alta	Preto	2018-2020	65.68
05526	Ciencias	248	Original	Flexivel	Baixa	Preto	2021-2023	56.16
05527	Gestao	256	Original	Flexivel	Baixa	Preto	2021-2023	36.02
05528	Gestao	433	Original	Flexivel	Alta	Preto	Até 2017	64.35
05529	Historia	251	Reedicao	Flexivel	Baixa	Preto	2018-2020	22.11
05530	Infantil	219	Reedicao	Flexivel	Alta	Preto	2018-2020	38.13
05531	Historia	199	Original	Flexivel	Baixa	Preto	2018-2020	42.79
05532	Autoajuda	161	Reedicao	Flexivel	Baixa	Preto	2021-2023	5.32
05533	Gestao	276	Original	Flexivel	Baixa	Preto	Até 2017	36.16
05534	Gestao	259	Reedicao	Flexivel	Baixa	Preto	2021-2023	43.48
05535	Autoajuda	364	Reedicao	Dura	Baixa	Preto	2018-2020	71.04
05536	Autoajuda	282	Original	Flexivel	Baixa	Preto	Até 2017	31.09
05537	Espiritualidade	263	Reedicao	Flexivel	Baixa	Preto	Até 2017	33.69
05538	Infantil	359	Reedicao	Flexivel	Baixa	Cores	2021-2023	62.34
05539	Gestao	324	Original	Dura	Alta	Preto	2018-2020	59.91
05540	Infantil	394	Original	Flexivel	Baixa	Preto	2018-2020	55.78
05541	Universitario	617	Original	Flexivel	Alta	Preto	Até 2017	112.27
05542	Ciencias	524	Reedicao	Dura	Baixa	Preto	2018-2020	78.00
05543	Infantil	268	Reedicao	Flexivel	Alta	Preto	2021-2023	68.71
05544	Ciencias	327	Reedicao	Flexivel	Baixa	Preto	Até 2017	49.45
05545	Literatura	617	Original	Flexivel	Baixa	Cores	2018-2020	83.64
05546	Gestao	315	Reedicao	Flexivel	Baixa	Preto	2018-2020	30.40
05547	Literatura	461	Original	Flexivel	Alta	Preto	2021-2023	73.52
05548	Infantil	262	Original	Dura	Alta	Preto	2021-2023	44.76
05549	Ciencias	266	Original	Flexivel	Baixa	Preto	2018-2020	51.63
05550	Espiritualidade	159	Reedicao	Flexivel	Baixa	Preto	Até 2017	16.60
05551	Autoajuda	262	Reedicao	Flexivel	Alta	Cores	Até 2017	33.39
05552	Culinaria	487	Reedicao	Dura	Baixa	Preto	Até 2017	66.94
05553	Culinaria	512	Original	Flexivel	Baixa	Preto	2021-2023	43.41
05554	Espiritualidade	333	Original	Flexivel	Baixa	Cores	Até 2017	40.89
05555	Culinaria	685	Reedicao	Flexivel	Alta	Cores	2021-2023	89.02
05556	Ciencias	342	Original	Flexivel	Baixa	Preto	2018-2020	33.38
05557	Infantil	228	Original	Flexivel	Baixa	Preto	Até 2017	34.35
05558	Gestao	323	Original	Dura	Baixa	Preto	Até 2017	46.63
05559	Gestao	312	Original	Flexivel	Alta	Preto	Até 2017	42.76
05560	Gestao	166	Original	Flexivel	Baixa	Preto	2021-2023	43.72
05561	Ciencias	325	Reedicao	Flexivel	Baixa	Preto	2021-2023	51.34
05562	Historia	368	Reedicao	Flexivel	Baixa	Preto	2018-2020	36.02
05563	Infantil	659	Reedicao	Flexivel	Alta	Preto	2018-2020	95.93
05564	Literatura	275	Reedicao	Flexivel	Baixa	Preto	2021-2023	53.73
05565	Autoajuda	198	Original	Flexivel	Baixa	Preto	Até 2017	31.19
05566	Culinaria	418	Original	Flexivel	Baixa	Preto	Até 2017	44.04
05567	Autoajuda	254	Reedicao	Flexivel	Baixa	Preto	2018-2020	33.35
05568	Espiritualidade	234	Reedicao	Flexivel	Baixa	Cores	Até 2017	24.24
05569	Gestao	360	Reedicao	Dura	Baixa	Preto	Até 2017	56.62
05570	Infantil	411	Original	Flexivel	Baixa	Preto	2018-2020	46.67
05571	Culinaria	608	Reedicao	Flexivel	Baixa	Preto	Até 2017	69.30
05572	Universitario	472	Original	Dura	Alta	Preto	2021-2023	101.39
05573	Literatura	396	Original	Flexivel	Baixa	Cores	2018-2020	51.29
05574	Historia	429	Original	Dura	Alta	Preto	Até 2017	52.60
05575	Literatura	351	Original	Flexivel	Baixa	Preto	Até 2017	42.85
05576	Ciencias	314	Original	Flexivel	Baixa	Preto	Até 2017	61.84
05577	Ciencias	635	Reedicao	Flexivel	Baixa	Cores	2018-2020	80.22
05578	Biografia	555	Reedicao	Flexivel	Alta	Cores	2021-2023	78.08
05579	Universitario	358	Reedicao	Dura	Alta	Preto	2018-2020	95.40
05580	Gestao	511	Reedicao	Dura	Baixa	Cores	Até 2017	57.70
05581	Infantil	566	Reedicao	Dura	Baixa	Cores	2018-2020	80.37
05582	Infantil	386	Reedicao	Dura	Alta	Cores	2021-2023	60.83
05583	Infantil	299	Reedicao	Flexivel	Alta	Preto	2021-2023	42.78
05584	Autoajuda	530	Reedicao	Flexivel	Baixa	Preto	Até 2017	37.07
05585	Gestao	282	Reedicao	Flexivel	Baixa	Preto	2018-2020	45.50
05586	Literatura	244	Reedicao	Flexivel	Baixa	Preto	2018-2020	38.73
05587	Universitario	563	Reedicao	Dura	Baixa	Cores	Até 2017	115.27
05588	Autoajuda	338	Original	Flexivel	Baixa	Preto	2018-2020	37.73
05589	Universitario	465	Reedicao	Dura	Baixa	Preto	Até 2017	80.87
05590	Historia	358	Original	Flexivel	Baixa	Preto	2018-2020	30.41
05591	Universitario	688	Reedicao	Flexivel	Baixa	Preto	Até 2017	112.27
05592	Culinaria	258	Reedicao	Dura	Alta	Preto	Até 2017	35.65
05593	Espiritualidade	462	Reedicao	Flexivel	Baixa	Preto	2018-2020	44.21
05594	Culinaria	255	Original	Dura	Alta	Preto	2021-2023	33.85
05595	Historia	62	Reedicao	Flexivel	Baixa	Preto	2018-2020	22.52
05596	Gestao	278	Reedicao	Flexivel	Baixa	Preto	Até 2017	33.90
05597	Literatura	187	Original	Flexivel	Baixa	Preto	2018-2020	35.40
05598	Infantil	711	Original	Flexivel	Baixa	Preto	2021-2023	87.70
05599	Gestao	664	Reedicao	Dura	Baixa	Preto	2018-2020	83.52
05600	Universitario	524	Reedicao	Flexivel	Baixa	Preto	2021-2023	80.43
05601	Literatura	348	Reedicao	Flexivel	Baixa	Preto	Até 2017	24.87
05602	Universitario	657	Reedicao	Dura	Baixa	Preto	2018-2020	92.72
05603	Historia	265	Original	Flexivel	Alta	Preto	2021-2023	22.83
05604	Gestao	605	Original	Dura	Alta	Preto	2018-2020	81.98
05605	Ciencias	283	Original	Flexivel	Baixa	Preto	2018-2020	33.77
05606	Literatura	680	Original	Flexivel	Baixa	Preto	2018-2020	76.91
05607	Literatura	304	Original	Flexivel	Baixa	Preto	2021-2023	43.98
05608	Autoajuda	358	Reedicao	Flexivel	Baixa	Preto	Até 2017	43.77
05609	Espiritualidade	216	Reedicao	Flexivel	Baixa	Preto	2018-2020	19.95
05610	Espiritualidade	368	Original	Flexivel	Baixa	Preto	2021-2023	59.35
05611	Infantil	429	Reedicao	Dura	Alta	Preto	2018-2020	63.97
05612	Autoajuda	488	Original	Dura	Alta	Preto	2021-2023	84.05
05613	Literatura	726	Original	Flexivel	Alta	Preto	Até 2017	69.24
05614	Autoajuda	68	Reedicao	Flexivel	Baixa	Cores	Até 2017	4.10
05615	Literatura	572	Reedicao	Flexivel	Alta	Preto	Até 2017	93.87
05616	Gestao	392	Reedicao	Flexivel	Baixa	Cores	2018-2020	58.86
05617	Infantil	368	Reedicao	Dura	Baixa	Preto	2018-2020	57.52
05618	Gestao	505	Reedicao	Flexivel	Baixa	Preto	2021-2023	44.98
05619	Literatura	222	Reedicao	Flexivel	Baixa	Preto	Até 2017	18.87
05620	Gestao	598	Reedicao	Flexivel	Baixa	Preto	Até 2017	65.72
05621	Ciencias	248	Reedicao	Flexivel	Baixa	Cores	Até 2017	56.88
05622	Culinaria	278	Original	Flexivel	Baixa	Cores	Até 2017	15.03
05623	Autoajuda	292	Original	Flexivel	Baixa	Preto	2021-2023	37.54
05624	Biografia	525	Original	Flexivel	Baixa	Preto	Até 2017	59.39
05625	Biografia	272	Reedicao	Flexivel	Baixa	Preto	Até 2017	57.03
05626	Biografia	490	Reedicao	Dura	Baixa	Preto	Até 2017	71.50
05627	Ciencias	345	Reedicao	Flexivel	Baixa	Preto	2018-2020	47.45
05628	Gestao	300	Original	Flexivel	Alta	Preto	Até 2017	48.93
05629	Espiritualidade	228	Reedicao	Flexivel	Baixa	Preto	2018-2020	27.49
05630	Historia	162	Reedicao	Flexivel	Alta	Preto	Até 2017	20.82
05631	Ciencias	479	Reedicao	Dura	Alta	Preto	2018-2020	79.47
05632	Culinaria	290	Reedicao	Dura	Alta	Cores	Até 2017	45.32
05633	Artes	454	Reedicao	Dura	Baixa	Cores	Até 2017	50.88
05634	Infantil	242	Original	Flexivel	Baixa	Preto	2018-2020	40.55
05635	Autoajuda	352	Original	Flexivel	Baixa	Cores	Até 2017	36.17
05636	Biografia	672	Original	Dura	Alta	Cores	Até 2017	104.88
05637	Ciencias	465	Reedicao	Flexivel	Baixa	Preto	Até 2017	49.16
05638	Autoajuda	309	Reedicao	Flexivel	Baixa	Preto	Até 2017	20.29
05639	Autoajuda	288	Original	Flexivel	Baixa	Cores	Até 2017	46.41
05640	Autoajuda	335	Reedicao	Flexivel	Baixa	Preto	Até 2017	19.82
05641	Biografia	668	Reedicao	Flexivel	Alta	Preto	Até 2017	84.97
05642	Ciencias	309	Reedicao	Flexivel	Baixa	Preto	Até 2017	52.44
05643	Biografia	279	Original	Flexivel	Baixa	Cores	2018-2020	42.96
05644	Gestao	310	Reedicao	Flexivel	Baixa	Preto	2018-2020	42.55
05645	Ciencias	221	Reedicao	Flexivel	Baixa	Preto	2018-2020	37.91
05646	Literatura	300	Reedicao	Flexivel	Baixa	Cores	Até 2017	31.84
05647	Biografia	708	Reedicao	Flexivel	Alta	Cores	2018-2020	107.13
05648	Literatura	292	Original	Dura	Baixa	Preto	2018-2020	56.65
05649	Literatura	306	Reedicao	Flexivel	Baixa	Preto	2018-2020	31.93
05650	Culinaria	311	Reedicao	Dura	Baixa	Cores	2021-2023	63.88
05651	Gestao	206	Reedicao	Flexivel	Baixa	Preto	Até 2017	25.63
05652	Culinaria	327	Reedicao	Dura	Baixa	Preto	Até 2017	36.33
05653	Autoajuda	159	Reedicao	Flexivel	Alta	Preto	Até 2017	27.56
05654	Espiritualidade	228	Original	Flexivel	Baixa	Preto	2018-2020	41.04
05655	Ciencias	448	Reedicao	Flexivel	Baixa	Preto	2018-2020	71.05
05656	Infantil	478	Original	Flexivel	Baixa	Cores	2018-2020	73.47
05657	Culinaria	363	Original	Flexivel	Baixa	Preto	2018-2020	55.38
05658	Autoajuda	155	Reedicao	Flexivel	Alta	Preto	2018-2020	20.53
05659	Infantil	458	Reedicao	Flexivel	Alta	Cores	2018-2020	60.40
05660	Ciencias	565	Reedicao	Flexivel	Baixa	Cores	2018-2020	73.95
05661	Historia	428	Reedicao	Flexivel	Baixa	Preto	2018-2020	76.56
05662	Literatura	965	Original	Flexivel	Baixa	Preto	2018-2020	82.00
05663	Artes	383	Reedicao	Flexivel	Baixa	Preto	2018-2020	28.75
05664	Ciencias	673	Reedicao	Flexivel	Baixa	Preto	2021-2023	81.59
05665	Ciencias	582	Reedicao	Dura	Baixa	Preto	Até 2017	73.23
05666	Ciencias	512	Reedicao	Dura	Baixa	Preto	Até 2017	78.15
05667	Biografia	545	Original	Flexivel	Baixa	Preto	2018-2020	71.85
05668	Infantil	262	Reedicao	Flexivel	Baixa	Preto	2021-2023	44.23
05669	Gestao	542	Reedicao	Dura	Alta	Preto	Até 2017	64.63
05670	Espiritualidade	335	Original	Flexivel	Baixa	Preto	2018-2020	40.06
05671	Universitario	520	Reedicao	Dura	Alta	Cores	Até 2017	109.67
05672	Gestao	188	Original	Dura	Alta	Cores	Até 2017	33.98
05673	Historia	485	Reedicao	Flexivel	Alta	Preto	2018-2020	63.73
05674	Universitario	270	Original	Flexivel	Alta	Preto	2021-2023	65.90
05675	Espiritualidade	323	Reedicao	Flexivel	Alta	Preto	2018-2020	52.17
05676	Ciencias	615	Reedicao	Flexivel	Baixa	Preto	Até 2017	62.64
05677	Gestao	290	Reedicao	Flexivel	Baixa	Preto	Até 2017	32.23
05678	Literatura	226	Reedicao	Flexivel	Baixa	Preto	Até 2017	40.04
05679	Artes	388	Reedicao	Flexivel	Baixa	Preto	2021-2023	73.67
05680	Culinaria	168	Reedicao	Dura	Alta	Preto	Até 2017	48.27
05681	Culinaria	546	Reedicao	Dura	Baixa	Preto	2018-2020	58.22
05682	Literatura	107	Original	Dura	Alta	Preto	Até 2017	34.04
05683	Literatura	466	Reedicao	Dura	Baixa	Preto	2018-2020	73.88
05684	Culinaria	253	Original	Dura	Alta	Cores	2018-2020	34.20
05685	Autoajuda	247	Reedicao	Flexivel	Baixa	Preto	2018-2020	27.22
05686	Literatura	135	Original	Flexivel	Baixa	Preto	2018-2020	39.51
