ID_TRANSACAO	GRUPO_ITENS
13012	brinquedos
13012	cobertores
13013	coleiras
13013	tapetes_higienicos
13014	condicionadores
13014	comedouros
13015	bebedouros
13015	escovas_pentes
13016	comedouros
13016	cortadores_unha
13017	petiscos
13017	perfumes
13018	brinquedos
13018	casinhas
13019	racao_seca
13019	casinhas
13020	petiscos
13020	bebedouros
13021	racao_umida
13021	shampoos
13021	condicionadores
13022	racao_umida
13022	petiscos
13023	tapetes_higienicos
13023	desinfetantes_ambientes
13024	shampoos
13024	bebedouros
13025	racao_umida
13025	petiscos
13025	shampoos
13025	vitaminas_suplementos
13026	cobertores
13026	tapetes_higienicos
13027	coleiras
13027	guias
13028	petiscos
13028	vitaminas_suplementos
13029	racao_seca
13029	petiscos
13030	racao_seca
13030	vitaminas_suplementos
13031	racao_seca
13031	petiscos
13031	comedouros
13032	petiscos
13032	cobertores
13033	bebedouros
13033	antipulgas_carrapatos
13033	desinfetantes_ambientes
13034	camas
13034	escovas_pentes
13035	racao_umida
13035	comedouros
13036	racao_umida
13036	guias
13037	racao_seca
13037	bebedouros
13038	racao_seca
13038	brinquedos
13039	camas
13039	shampoos
13040	petiscos
13040	coleiras
13041	racao_umida
13041	petiscos
13041	antipulgas_carrapatos
13042	brinquedos
13042	guias
13043	racao_seca
13043	shampoos
13044	racao_umida
13044	petiscos
13045	racao_umida
13045	bebedouros
13046	petiscos
13046	coleiras
13046	shampoos
13047	peitorais
13047	cobertores
13048	petiscos
13048	bebedouros
13049	higiene_bucal
13049	antipulgas_carrapatos
13050	camas
13050	caixas_transporte
13051	tapetes_higienicos
13051	escovas_pentes
13052	guias
13052	camas
13052	roupas
13053	racao_seca
13053	shampoos
13053	condicionadores
13054	petiscos
13054	guias
13055	comedouros
13055	bebedouros
13056	racao_seca
13056	racao_umida
13056	camas
13057	guias
13057	fraldas
13058	racao_umida
13058	casinhas
13059	racao_seca
13059	tapetes_higienicos
13059	cortadores_unha
13060	petiscos
13060	cobertores
13061	cobertores
13061	condicionadores
13062	racao_umida
13062	petiscos
13063	racao_seca
13063	racao_umida
13063	vitaminas_suplementos
13064	racao_seca
13064	camas
13064	cobertores
13064	condicionadores
13065	petiscos
13065	tapetes_higienicos
13065	shampoos
13066	higiene_bucal
13066	bebedouros
13067	guias
13067	condicionadores
13068	camas
13068	shampoos
13069	racao_seca
13069	vitaminas_suplementos
13070	racao_seca
13070	petiscos
13070	brinquedos
13071	racao_seca
13071	brinquedos
13071	caixas_transporte
13071	fraldas
13072	peitorais
13072	vitaminas_suplementos
13073	racao_seca
13073	fraldas
13074	coleiras
13074	shampoos
13075	racao_seca
13075	casinhas
13076	brinquedos
13076	coleiras
13077	petiscos
13077	vitaminas_suplementos
13078	roupas
13078	shampoos
13079	racao_seca
13079	guias
13079	comedouros
13079	perfumes
13080	petiscos
13080	camas
13081	racao_umida
13081	bebedouros
13082	coleiras
13082	vitaminas_suplementos
13082	comedouros
13083	racao_umida
13083	bebedouros
13083	cortadores_unha
13084	comedouros
13084	antipulgas_carrapatos
13085	brinquedos
13085	guias
13085	escovas_pentes
13086	racao_umida
13086	petiscos
13087	racao_umida
13087	petiscos
13088	racao_seca
13088	racao_umida
13088	petiscos
13089	racao_seca
13089	shampoos
13090	racao_umida
13090	petiscos
13090	bebedouros
13091	peitorais
13091	casinhas
13092	racao_seca
13092	racao_umida
13092	petiscos
13092	peitorais
13093	shampoos
13093	fraldas
13094	petiscos
13094	tapetes_higienicos
13095	racao_seca
13095	guias
13096	shampoos
13096	higiene_bucal
13097	guias
13097	casinhas
13098	petiscos
13098	shampoos
13099	guias
13099	bebedouros
13100	racao_seca
13100	escovas_pentes
13101	brinquedos
13101	tapetes_higienicos
13102	condicionadores
13102	higiene_bucal
13103	petiscos
13103	camas
13104	petiscos
13104	brinquedos
13105	camas
13105	antipulgas_carrapatos
13106	racao_umida
13106	comedouros
13107	petiscos
13107	shampoos
13107	condicionadores
13108	racao_umida
13108	comedouros
13109	antipulgas_carrapatos
13109	escovas_pentes
13110	racao_seca
13110	camas
13111	guias
13111	caixas_transporte
13111	shampoos
13111	condicionadores
13112	guias
13112	caixas_transporte
13113	higiene_bucal
13113	vitaminas_suplementos
13113	antipulgas_carrapatos
13114	racao_seca
13114	camas
13114	cobertores
13115	racao_umida
13115	higiene_bucal
13116	tapetes_higienicos
13116	higiene_bucal
13117	racao_seca
13117	petiscos
13117	caixas_transporte
13117	bebedouros
13118	racao_seca
13118	camas
13118	cobertores
13119	petiscos
13119	camas
13119	cobertores
13120	tapetes_higienicos
13120	condicionadores
13121	brinquedos
13121	escovas_pentes
13122	racao_seca
13122	tapetes_higienicos
13122	desinfetantes_ambientes
13123	cobertores
13123	caixas_transporte
13124	racao_seca
13124	peitorais
13124	camas
13124	higiene_bucal
13125	racao_umida
13125	petiscos
13125	antipulgas_carrapatos
13125	escovas_pentes
13126	petiscos
13126	fraldas
13127	cobertores
13127	antipulgas_carrapatos
13128	racao_seca
13128	peitorais
13129	racao_seca
13129	racao_umida
13130	petiscos
13130	higiene_bucal
13131	shampoos
13131	higiene_bucal
13132	comedouros
13132	bebedouros
13132	antipulgas_carrapatos
13132	escovas_pentes
13133	petiscos
13133	fraldas
13134	racao_umida
13134	petiscos
13134	desinfetantes_ambientes
13135	racao_umida
13135	petiscos
13135	casinhas
13136	racao_umida
13136	camas
13136	tapetes_higienicos
13136	escovas_pentes
13137	brinquedos
13137	guias
13137	comedouros
13138	racao_seca
13138	guias
13138	shampoos
13139	guias
13139	vitaminas_suplementos
13140	brinquedos
13140	casinhas
13141	coleiras
13141	roupas
13141	escovas_pentes
13142	racao_umida
13142	petiscos
13142	condicionadores
13142	bebedouros
13143	comedouros
13143	desinfetantes_ambientes
13144	cobertores
13144	bebedouros
13145	casinhas
13145	perfumes
13146	racao_umida
13146	condicionadores
13147	racao_seca
13147	casinhas
13148	racao_umida
13148	petiscos
13148	camas
13148	tapetes_higienicos
13149	racao_seca
13149	guias
13149	tapetes_higienicos
13150	racao_seca
13150	cobertores
13151	racao_seca
13151	coleiras
13151	condicionadores
13152	petiscos
13152	cobertores
13153	tapetes_higienicos
13153	escovas_pentes
13154	racao_seca
13154	petiscos
13155	racao_umida
13155	petiscos
13155	shampoos
13156	racao_seca
13156	guias
13156	shampoos
13156	comedouros
13157	racao_seca
13157	shampoos
13158	brinquedos
13158	guias
13158	comedouros
13158	bebedouros
13159	higiene_bucal
13159	comedouros
13160	tapetes_higienicos
13160	bebedouros
13160	desinfetantes_ambientes
13161	racao_seca
13161	brinquedos
13161	guias
13161	peitorais
13162	racao_seca
13162	racao_umida
13162	petiscos
13163	roupas
13163	higiene_bucal
13164	shampoos
13164	comedouros
13165	casinhas
13165	comedouros
13166	guias
13166	peitorais
13167	brinquedos
13167	coleiras
13167	peitorais
13168	brinquedos
13168	bebedouros
13169	guias
13169	comedouros
13170	tapetes_higienicos
13170	condicionadores
13171	racao_umida
13171	escovas_pentes
13172	petiscos
13172	shampoos
13173	guias
13173	casinhas
13173	higiene_bucal
13174	camas
13174	cobertores
13175	tapetes_higienicos
13175	desinfetantes_ambientes
13176	petiscos
13176	condicionadores
13177	petiscos
13177	caixas_transporte
13178	racao_umida
13178	higiene_bucal
13179	comedouros
13179	bebedouros
13180	tapetes_higienicos
13180	comedouros
13181	petiscos
13181	guias
13181	antipulgas_carrapatos
13182	tapetes_higienicos
13182	comedouros
13183	petiscos
13183	vitaminas_suplementos
13184	racao_umida
13184	tapetes_higienicos
13184	bebedouros
13185	tapetes_higienicos
13185	desinfetantes_ambientes
13186	shampoos
13186	higiene_bucal
13186	comedouros
13187	brinquedos
13187	escovas_pentes
13188	racao_seca
13188	coleiras
13189	racao_seca
13189	petiscos
13190	racao_seca
13190	racao_umida
13190	brinquedos
13190	guias
13191	racao_umida
13191	shampoos
13192	petiscos
13192	higiene_bucal
13193	racao_umida
13193	petiscos
13194	racao_umida
13194	petiscos
13194	camas
13195	brinquedos
13195	shampoos
13195	condicionadores
13196	brinquedos
13196	higiene_bucal
13197	shampoos
13197	higiene_bucal
13198	racao_umida
13198	brinquedos
13199	racao_seca
13199	comedouros
13199	bebedouros
13200	racao_umida
13200	cobertores
13201	petiscos
13201	peitorais
13201	comedouros
13202	racao_umida
13202	petiscos
13202	bebedouros
13203	petiscos
13203	condicionadores
13204	petiscos
13204	roupas
13205	coleiras
13205	tapetes_higienicos
13206	camas
13206	higiene_bucal
13206	escovas_pentes
13207	racao_umida
13207	petiscos
13207	vitaminas_suplementos
13208	petiscos
13208	tapetes_higienicos
13209	condicionadores
13209	higiene_bucal
13210	racao_seca
13210	cobertores
13211	camas
13211	cobertores
13212	racao_umida
13212	cobertores
13213	racao_umida
13213	petiscos
13213	caixas_transporte
13213	vitaminas_suplementos
13214	racao_seca
13214	guias
13215	racao_seca
13215	fraldas
13216	racao_umida
13216	petiscos
13216	camas
13216	fraldas
13217	racao_umida
13217	petiscos
13218	camas
13218	tapetes_higienicos
13218	higiene_bucal
13219	petiscos
13219	comedouros
13220	casinhas
13220	antipulgas_carrapatos
13221	brinquedos
13221	shampoos
13221	condicionadores
13222	racao_umida
13222	caixas_transporte
13223	casinhas
13223	perfumes
13224	racao_seca
13224	condicionadores
13225	racao_umida
13225	antipulgas_carrapatos
13226	higiene_bucal
13226	fraldas
13227	guias
13227	roupas
13228	peitorais
13228	escovas_pentes
13229	racao_umida
13229	petiscos
13229	perfumes
13230	coleiras
13230	condicionadores
13231	cobertores
13231	comedouros
13231	bebedouros
13232	peitorais
13232	roupas
13232	shampoos
13232	condicionadores
13233	petiscos
13233	bebedouros
13233	antipulgas_carrapatos
13234	brinquedos
13234	antipulgas_carrapatos
13235	petiscos
13235	camas
13235	cobertores
13235	comedouros
13236	condicionadores
13236	comedouros
13236	bebedouros
13237	coleiras
13237	higiene_bucal
13238	brinquedos
13238	shampoos
13239	petiscos
13239	caixas_transporte
13240	brinquedos
13240	guias
13241	comedouros
13241	bebedouros
13242	camas
13242	cobertores
13242	roupas
13243	petiscos
13243	peitorais
13244	petiscos
13244	camas
13244	tapetes_higienicos
13245	racao_seca
13245	racao_umida
13246	racao_seca
13246	higiene_bucal
13247	comedouros
13247	escovas_pentes
13248	caixas_transporte
13248	shampoos
13249	shampoos
13249	higiene_bucal
13250	antipulgas_carrapatos
13250	desinfetantes_ambientes
13251	guias
13251	bebedouros
13252	racao_seca
13252	petiscos
13253	racao_umida
13253	petiscos
13253	perfumes
13254	petiscos
13254	guias
13255	vitaminas_suplementos
13255	fraldas
13256	petiscos
13256	brinquedos
13257	brinquedos
13257	guias
13258	brinquedos
13258	higiene_bucal
13259	shampoos
13259	condicionadores
13260	peitorais
13260	camas
13261	guias
13261	vitaminas_suplementos
13262	racao_seca
13262	roupas
13263	bebedouros
13263	cortadores_unha
13264	petiscos
13264	coleiras
13265	guias
13265	cortadores_unha
13266	peitorais
13266	casinhas
13267	racao_umida
13267	petiscos
13268	racao_seca
13268	brinquedos
13269	racao_seca
13269	brinquedos
13269	higiene_bucal
13270	racao_seca
13270	racao_umida
13270	desinfetantes_ambientes
13271	racao_umida
13271	petiscos
13271	vitaminas_suplementos
13271	bebedouros
13272	caixas_transporte
13272	shampoos
13272	condicionadores
13273	racao_umida
13273	petiscos
13274	racao_umida
13274	petiscos
13274	camas
13275	casinhas
13275	higiene_bucal
13275	comedouros
13275	bebedouros
13276	racao_umida
13276	brinquedos
13276	peitorais
13277	racao_umida
13277	petiscos
13278	condicionadores
13278	antipulgas_carrapatos
13279	racao_seca
13279	brinquedos
13280	camas
13280	cortadores_unha
13281	racao_seca
13281	racao_umida
13282	petiscos
13282	shampoos
13282	condicionadores
13282	fraldas
13283	racao_seca
13283	brinquedos
13283	coleiras
13284	brinquedos
13284	guias
13284	bebedouros
13285	coleiras
13285	camas
13286	racao_umida
13286	petiscos
13287	brinquedos
13287	bebedouros
13288	racao_umida
13288	petiscos
13289	racao_seca
13289	petiscos
13289	coleiras
13289	bebedouros
13290	racao_seca
13290	bebedouros
13291	racao_seca
13291	petiscos
13292	racao_seca
13292	tapetes_higienicos
13293	racao_umida
13293	casinhas
13294	camas
13294	cobertores
13295	casinhas
13295	desinfetantes_ambientes
13296	caixas_transporte
13296	vitaminas_suplementos
13297	brinquedos
13297	roupas
13297	condicionadores
13297	comedouros
13298	racao_umida
13298	petiscos
13299	casinhas
13299	tapetes_higienicos
13299	vitaminas_suplementos
13299	desinfetantes_ambientes
13300	petiscos
13300	brinquedos
13301	coleiras
13301	casinhas
13301	vitaminas_suplementos
13301	bebedouros
13302	racao_seca
13302	guias
13303	racao_umida
13303	antipulgas_carrapatos
13304	racao_seca
13304	racao_umida
13304	petiscos
13305	racao_seca
13305	roupas
13306	condicionadores
13306	antipulgas_carrapatos
13307	petiscos
13307	coleiras
13307	tapetes_higienicos
13308	racao_umida
13308	vitaminas_suplementos
13308	comedouros
13308	bebedouros
13309	shampoos
13309	vitaminas_suplementos
13310	racao_umida
13310	cobertores
13311	racao_umida
13311	petiscos
13311	caixas_transporte
13311	shampoos
13312	antipulgas_carrapatos
13312	fraldas
13313	petiscos
13313	cobertores
13314	racao_umida
13314	peitorais
13314	tapetes_higienicos
13315	racao_seca
13315	bebedouros
13316	racao_seca
13316	brinquedos
13316	guias
13317	racao_umida
13317	vitaminas_suplementos
13318	racao_umida
13318	petiscos
13319	racao_seca
13319	vitaminas_suplementos
13320	peitorais
13320	tapetes_higienicos
13321	racao_umida
13321	comedouros
13322	bebedouros
13322	antipulgas_carrapatos
13323	guias
13323	roupas
13324	racao_seca
13324	casinhas
13324	perfumes
13325	coleiras
13325	caixas_transporte
13325	condicionadores
13325	higiene_bucal
13326	racao_seca
13326	racao_umida
13326	petiscos
13327	racao_seca
13327	petiscos
13328	camas
13328	roupas
13328	comedouros
13328	bebedouros
13329	racao_seca
13329	cobertores
13330	shampoos
13330	higiene_bucal
13331	racao_seca
13331	perfumes
13332	coleiras
13332	cobertores
13333	petiscos
13333	shampoos
13334	brinquedos
13334	guias
13335	guias
13335	cobertores
13335	tapetes_higienicos
13336	peitorais
13336	caixas_transporte
13336	condicionadores
13336	fraldas
13337	brinquedos
13337	antipulgas_carrapatos
13337	fraldas
13338	cobertores
13338	tapetes_higienicos
13339	casinhas
13339	condicionadores
13340	racao_seca
13340	shampoos
13340	escovas_pentes
13340	cortadores_unha
13341	racao_seca
13341	vitaminas_suplementos
13342	tapetes_higienicos
13342	bebedouros
13343	racao_seca
13343	higiene_bucal
13344	casinhas
13344	tapetes_higienicos
13345	racao_umida
13345	casinhas
13345	antipulgas_carrapatos
13346	racao_umida
13346	camas
13346	tapetes_higienicos
13347	roupas
13347	bebedouros
13348	racao_umida
13348	coleiras
13348	roupas
13349	brinquedos
13349	tapetes_higienicos
13350	petiscos
13350	caixas_transporte
13351	petiscos
13351	shampoos
13352	roupas
13352	antipulgas_carrapatos
13353	racao_umida
13353	guias
13353	comedouros
13354	racao_umida
13354	petiscos
13354	higiene_bucal
13355	racao_seca
13355	shampoos
13355	condicionadores
13355	vitaminas_suplementos
13356	guias
13356	escovas_pentes
13357	racao_umida
13357	petiscos
13357	shampoos
13358	racao_seca
13358	camas
13358	cobertores
13358	higiene_bucal
13359	casinhas
13359	tapetes_higienicos
13360	racao_umida
13360	perfumes
13361	shampoos
13361	perfumes
13362	racao_umida
13362	coleiras
13362	comedouros
13362	bebedouros
13363	racao_seca
13363	condicionadores
13363	vitaminas_suplementos
13363	escovas_pentes
13364	brinquedos
13364	comedouros
13364	antipulgas_carrapatos
13365	petiscos
13365	vitaminas_suplementos
13366	racao_umida
13366	petiscos
13367	vitaminas_suplementos
13367	escovas_pentes
13368	coleiras
13368	roupas
13369	camas
13369	fraldas
13370	racao_seca
13370	antipulgas_carrapatos
13371	petiscos
13371	peitorais
13372	racao_umida
13372	tapetes_higienicos
13373	cobertores
13373	tapetes_higienicos
13374	cobertores
13374	caixas_transporte
13375	caixas_transporte
13375	bebedouros
13376	caixas_transporte
13376	desinfetantes_ambientes
13376	fraldas
13377	racao_seca
13377	camas
13377	cobertores
13377	higiene_bucal
13378	racao_seca
13378	tapetes_higienicos
13379	racao_umida
13379	petiscos
13379	brinquedos
13380	racao_seca
13380	racao_umida
13380	camas
13381	tapetes_higienicos
13381	shampoos
13381	higiene_bucal
13382	shampoos
13382	vitaminas_suplementos
13383	racao_umida
13383	petiscos
13383	peitorais
13384	brinquedos
13384	higiene_bucal
13385	brinquedos
13385	perfumes
13386	coleiras
13386	peitorais
13386	cobertores
13387	racao_seca
13387	shampoos
13387	condicionadores
13387	vitaminas_suplementos
13388	brinquedos
13388	tapetes_higienicos
13389	brinquedos
13389	antipulgas_carrapatos
13390	racao_seca
13390	petiscos
13391	coleiras
13391	tapetes_higienicos
13392	guias
13392	shampoos
13393	roupas
13393	condicionadores
13394	comedouros
13394	escovas_pentes
13395	brinquedos
13395	coleiras
13395	peitorais
13396	racao_umida
13396	petiscos
13396	higiene_bucal
13397	shampoos
13397	condicionadores
13398	tapetes_higienicos
13398	comedouros
13399	peitorais
13399	tapetes_higienicos
13400	higiene_bucal
13400	antipulgas_carrapatos
13401	racao_umida
13401	tapetes_higienicos
13402	racao_umida
13402	brinquedos
13403	petiscos
13403	shampoos
13403	condicionadores
13404	petiscos
13404	comedouros
13404	antipulgas_carrapatos
13405	brinquedos
13405	caixas_transporte
13405	vitaminas_suplementos
13406	casinhas
13406	comedouros
13406	bebedouros
13407	brinquedos
13407	caixas_transporte
13408	racao_seca
13408	fraldas
13409	camas
13409	higiene_bucal
13409	cortadores_unha
13410	brinquedos
13410	higiene_bucal
13411	petiscos
13411	shampoos
13411	condicionadores
13411	antipulgas_carrapatos
13412	casinhas
13412	higiene_bucal
13412	desinfetantes_ambientes
13413	racao_seca
13413	cobertores
13414	brinquedos
13414	shampoos
13414	condicionadores
13414	antipulgas_carrapatos
13415	petiscos
13415	desinfetantes_ambientes
13416	brinquedos
13416	guias
13417	tapetes_higienicos
13417	shampoos
13417	condicionadores
13418	petiscos
13418	coleiras
13418	perfumes
13419	brinquedos
13419	camas
13419	cobertores
13419	shampoos
13420	racao_seca
13420	brinquedos
13420	casinhas
13420	escovas_pentes
13421	racao_seca
13421	racao_umida
13422	racao_umida
13422	higiene_bucal
13423	petiscos
13423	bebedouros
13424	racao_umida
13424	petiscos
13425	racao_seca
13425	desinfetantes_ambientes
13425	fraldas
13426	coleiras
13426	antipulgas_carrapatos
13427	shampoos
13427	higiene_bucal
13427	escovas_pentes
13428	petiscos
13428	camas
13428	antipulgas_carrapatos
13429	casinhas
13429	caixas_transporte
13430	escovas_pentes
13430	cortadores_unha
13431	camas
13431	cobertores
13432	comedouros
13432	escovas_pentes
13433	racao_seca
13433	brinquedos
13433	guias
13433	condicionadores
13434	shampoos
13434	condicionadores
13434	bebedouros
13435	cobertores
13435	vitaminas_suplementos
13436	tapetes_higienicos
13436	comedouros
13437	camas
13437	shampoos
13438	brinquedos
13438	antipulgas_carrapatos
13439	racao_seca
13439	petiscos
13439	condicionadores
13440	racao_umida
13440	brinquedos
13441	racao_seca
13441	petiscos
13442	brinquedos
13442	guias
13442	cobertores
13443	cobertores
13443	higiene_bucal
13444	peitorais
13444	camas
13444	shampoos
13445	racao_umida
13445	guias
13445	caixas_transporte
13446	racao_umida
13446	petiscos
13446	tapetes_higienicos
13446	vitaminas_suplementos
13447	cobertores
13447	vitaminas_suplementos
13448	racao_umida
13448	peitorais
13449	racao_seca
13449	condicionadores
13450	racao_umida
13450	petiscos
13450	brinquedos
13451	caixas_transporte
13451	bebedouros
13452	racao_umida
13452	camas
13452	cobertores
13453	comedouros
13453	bebedouros
13454	antipulgas_carrapatos
13454	escovas_pentes
13455	camas
13455	cobertores
13456	guias
13456	peitorais
13457	racao_seca
13457	casinhas
13457	higiene_bucal
13458	cobertores
13458	roupas
13459	shampoos
13459	higiene_bucal
13460	brinquedos
13460	escovas_pentes
13461	racao_umida
13461	petiscos
13461	cobertores
13462	racao_umida
13462	brinquedos
13463	racao_seca
13463	racao_umida
13463	brinquedos
13464	racao_umida
13464	fraldas
13465	racao_seca
13465	petiscos
13465	escovas_pentes
13466	petiscos
13466	cobertores
13467	racao_seca
13467	guias
13468	cobertores
13468	casinhas
13469	racao_seca
13469	cobertores
13470	petiscos
13470	tapetes_higienicos
13471	racao_seca
13471	camas
13472	racao_seca
13472	bebedouros
13473	racao_seca
13473	cobertores
13474	shampoos
13474	condicionadores
13475	racao_umida
13475	petiscos
13475	caixas_transporte
13476	casinhas
13476	fraldas
13477	petiscos
13477	escovas_pentes
13478	racao_seca
13478	racao_umida
13478	petiscos
13478	bebedouros
13479	racao_umida
13479	petiscos
13479	shampoos
13479	escovas_pentes
13480	guias
13480	antipulgas_carrapatos
13481	tapetes_higienicos
13481	caixas_transporte
13482	casinhas
13482	fraldas
13483	racao_seca
13483	petiscos
13483	guias
13484	racao_umida
13484	comedouros
13485	racao_umida
13485	cobertores
13486	cobertores
13486	comedouros
13486	bebedouros
13487	racao_seca
13487	brinquedos
13487	coleiras
13488	racao_seca
13488	escovas_pentes
13488	cortadores_unha
13489	tapetes_higienicos
13489	cortadores_unha
13490	petiscos
13490	roupas
13491	racao_seca
13491	antipulgas_carrapatos
13492	petiscos
13492	higiene_bucal
13493	racao_seca
13493	caixas_transporte
13494	racao_seca
13494	racao_umida
13495	tapetes_higienicos
13495	desinfetantes_ambientes
13496	petiscos
13496	brinquedos
13497	petiscos
13497	tapetes_higienicos
13498	camas
13498	antipulgas_carrapatos
13498	perfumes
13499	shampoos
13499	higiene_bucal
13499	fraldas
13500	racao_seca
13500	shampoos
13500	condicionadores
13501	higiene_bucal
13501	antipulgas_carrapatos
13502	cobertores
13502	casinhas
13503	racao_seca
13503	antipulgas_carrapatos
13504	racao_umida
13504	peitorais
13504	antipulgas_carrapatos
13505	condicionadores
13505	vitaminas_suplementos
13506	brinquedos
13506	vitaminas_suplementos
13507	comedouros
13507	perfumes
13508	guias
13508	shampoos
13509	racao_seca
13509	bebedouros
13509	cortadores_unha
13510	shampoos
13510	condicionadores
13510	comedouros
13511	racao_seca
13511	brinquedos
13512	brinquedos
13512	camas
13512	cobertores
13513	petiscos
13513	tapetes_higienicos
13513	desinfetantes_ambientes
13514	escovas_pentes
13514	cortadores_unha
13515	guias
13515	casinhas
13515	shampoos
13515	cortadores_unha
13516	racao_seca
13516	racao_umida
13516	petiscos
13517	cobertores
13517	tapetes_higienicos
13518	brinquedos
13518	camas
13519	petiscos
13519	coleiras
13520	guias
13520	bebedouros
13520	fraldas
13521	racao_seca
13521	escovas_pentes
13522	racao_umida
13522	coleiras
13523	racao_seca
13523	peitorais
13524	petiscos
13524	antipulgas_carrapatos
13525	guias
13525	shampoos
13526	racao_seca
13526	camas
13527	racao_umida
13527	brinquedos
13528	cobertores
13528	cortadores_unha
13529	racao_seca
13529	vitaminas_suplementos
13530	racao_umida
13530	petiscos
13531	racao_umida
13531	condicionadores
13532	racao_umida
13532	petiscos
13532	camas
13532	higiene_bucal
13533	roupas
13533	perfumes
13534	peitorais
13534	higiene_bucal
13535	racao_seca
13535	bebedouros
13536	racao_seca
13536	petiscos
13536	cortadores_unha
13537	racao_umida
13537	comedouros
13538	brinquedos
13538	guias
13538	bebedouros
13539	camas
13539	cobertores
13540	racao_seca
13540	racao_umida
13540	comedouros
13541	brinquedos
13541	camas
13542	brinquedos
13542	camas
13542	tapetes_higienicos
13543	camas
13543	cobertores
13543	tapetes_higienicos
13544	tapetes_higienicos
13544	fraldas
13545	racao_seca
13545	petiscos
13546	higiene_bucal
13546	perfumes
13547	racao_seca
13547	racao_umida
13548	brinquedos
13548	guias
13548	bebedouros
13549	racao_seca
13549	racao_umida
13549	petiscos
13549	fraldas
13550	racao_umida
13550	tapetes_higienicos
13551	camas
13551	comedouros
13552	racao_umida
13552	condicionadores
13553	racao_umida
13553	higiene_bucal
13554	petiscos
13554	coleiras
13554	camas
13555	brinquedos
13555	comedouros
13556	condicionadores
13556	comedouros
13557	guias
13557	casinhas
13558	racao_seca
13558	perfumes
13559	peitorais
13559	caixas_transporte
13559	higiene_bucal
13560	racao_umida
13560	petiscos
13560	brinquedos
13561	racao_umida
13561	petiscos
13561	tapetes_higienicos
13562	racao_umida
13562	higiene_bucal
13563	camas
13563	cortadores_unha
13564	racao_seca
13564	racao_umida
13564	petiscos
13565	coleiras
13565	antipulgas_carrapatos
13566	racao_umida
13566	shampoos
13567	cobertores
13567	comedouros
13568	racao_seca
13568	racao_umida
13568	petiscos
13568	coleiras
13569	racao_seca
13569	brinquedos
13569	vitaminas_suplementos
13570	shampoos
13570	higiene_bucal
13571	racao_umida
13571	petiscos
13572	tapetes_higienicos
13572	higiene_bucal
13573	racao_umida
13573	cortadores_unha
13574	petiscos
13574	comedouros
13574	bebedouros
13575	tapetes_higienicos
13575	fraldas
13576	brinquedos
13576	caixas_transporte
13577	racao_seca
13577	escovas_pentes
13578	camas
13578	cobertores
13579	racao_umida
13579	condicionadores
13580	tapetes_higienicos
13580	shampoos
13580	desinfetantes_ambientes
13581	racao_seca
13581	coleiras
13582	brinquedos
13582	guias
13582	cobertores
13583	coleiras
13583	casinhas
13584	casinhas
13584	condicionadores
13585	tapetes_higienicos
13585	escovas_pentes
13586	petiscos
13586	caixas_transporte
13587	racao_seca
13587	camas
13587	vitaminas_suplementos
13588	guias
13588	bebedouros
13589	tapetes_higienicos
13589	condicionadores
13590	racao_seca
13590	racao_umida
13590	petiscos
13591	casinhas
13591	escovas_pentes
13591	cortadores_unha
13592	shampoos
13592	comedouros
13592	bebedouros
13593	camas
13593	cobertores
13593	bebedouros
13594	camas
13594	cobertores
13594	shampoos
13594	antipulgas_carrapatos
13595	racao_umida
13595	caixas_transporte
13596	racao_umida
13596	petiscos
13596	shampoos
13596	condicionadores
13597	petiscos
13597	camas
13598	racao_umida
13598	comedouros
13599	racao_umida
13599	camas
13600	racao_umida
13600	casinhas
13601	petiscos
13601	shampoos
13601	condicionadores
13602	petiscos
13602	peitorais
13603	petiscos
13603	bebedouros
13604	caixas_transporte
13604	condicionadores
13605	racao_seca
13605	petiscos
13605	shampoos
13605	condicionadores
13606	brinquedos
13606	condicionadores
13607	racao_seca
13607	higiene_bucal
13608	brinquedos
13608	cobertores
13609	comedouros
13609	perfumes
13610	comedouros
13610	bebedouros
13610	fraldas
13611	racao_umida
13611	higiene_bucal
13612	racao_umida
13612	petiscos
13612	roupas
13613	coleiras
13613	cobertores
13614	peitorais
13614	escovas_pentes
13615	racao_seca
13615	coleiras
13616	brinquedos
13616	condicionadores
13617	racao_seca
13617	shampoos
13617	vitaminas_suplementos
13618	cobertores
13618	tapetes_higienicos
13618	vitaminas_suplementos
13618	bebedouros
13619	racao_umida
13619	cobertores
13619	tapetes_higienicos
13620	racao_seca
13620	racao_umida
13620	peitorais
13621	petiscos
13621	escovas_pentes
13622	racao_umida
13622	petiscos
13623	racao_seca
13623	tapetes_higienicos
13624	casinhas
13624	higiene_bucal
13625	roupas
13625	comedouros
13626	racao_umida
13626	coleiras
13627	racao_umida
13627	petiscos
13627	perfumes
13628	tapetes_higienicos
13628	comedouros
13629	cobertores
13629	tapetes_higienicos
13630	racao_seca
13630	racao_umida
13630	brinquedos
13631	racao_umida
13631	coleiras
13631	peitorais
13632	tapetes_higienicos
13632	desinfetantes_ambientes
13633	racao_seca
13633	comedouros
13634	tapetes_higienicos
13634	desinfetantes_ambientes
13635	caixas_transporte
13635	bebedouros
13636	shampoos
13636	bebedouros
13637	racao_seca
13637	cobertores
13638	peitorais
13638	cortadores_unha
13639	racao_seca
13639	racao_umida
13639	petiscos
13640	brinquedos
13640	cobertores
13640	condicionadores
13641	cobertores
13641	antipulgas_carrapatos
13641	escovas_pentes
