ID_CLIENTE	IDADE	VALOR_COMPRA_SITE	QTDE_ITENS_COMPRA_SITE	FLAG_ACESSORIOS_COMPRA_SITE	FLAG_FEMININA_COMPRA_SITE	FLAG_MASCULINA_COMPRA_SITE	NOTA_SATISF_COMPRA_SITE	FLAG_COMPROU_LOJA_FISICA_6M	QTDE_COMPRAS_LOJA_FISICA_6M	QTDE_ITENS_LOJA_FISICA_6M	FLAG_RECOMPRA_PROX_3_MESES
525	25	46.7	2	1	1	1	0	1	9	4	1
526	23	378.2	2	0	1	1	9	1	2	2	1
527	46	94.6	1	0	1	1	7	0	0	0	0
528	33	93.3	3	0	1	1	8	1	2	6	0
529	53	337.2	2	0	1	0	10	1	4	3	1
530	18	88.1	2	0	1	1	10	1	2	4	1
531	38	196.5	2	0	1	0	9	1	2	3	1
532	33	73.9	1	0	1	0	5	0	0	0	0
533	32	488.7	5	0	1	0	10	1	1	5	1
534	35	102.7	1	0	1	1	7	0	0	0	0
535	41	183	2	0	1	1	6	0	0	0	0
536	38	157.1	2	0	1	0	6	0	0	0	0
537	28	136.4	2	0	1	0	10	1	1	4	1
538	25	135.3	2	0	1	1	9	1	2	2	1
539	28	95.9	1	0	1	1	9	1	1	3	0
540	32	186.7	2	0	0	1	9	1	3	4	0
541	40	66.2	1	0	1	1	8	0	0	0	0
542	25	403.1	2	0	0	1	9	0	0	0	1
543	28	253.2	2	1	1	0	9	0	0	0	1
544	30	162.4	3	0	1	0	7	0	0	0	0
545	37	382.2	4	0	1	1	8	1	1	7	0
546	19	118.7	2	1	1	1	7	0	0	0	1
547	67	140.6	2	0	1	1	8	1	2	2	0
548	36	93.7	1	0	0	1	8	0	0	0	0
549	30	75.6	4	1	1	0	9	0	0	0	1
550	31	112.4	1	0	1	0	7	1	1	2	0
551	30	126.4	1	1	0	1	6	1	1	2	1
552	18	180.7	2	1	1	0	8	1	5	4	1
553	28	137.2	2	1	1	1	9	1	1	4	1
554	23	124.7	2	0	1	1	7	0	0	0	0
555	20	207.8	3	0	1	1	9	1	2	4	0
556	21	389.4	2	0	0	1	6	1	4	5	1
557	24	269	2	1	1	0	7	0	0	0	1
558	29	98	2	0	1	0	7	1	1	4	1
559	28	103.9	1	0	1	0	6	0	0	0	0
560	34	230.2	2	1	1	0	9	0	0	0	1
561	35	184.8	3	0	1	0	7	0	0	0	1
562	29	71.2	2	1	1	0	7	0	0	0	0
563	21	84	1	0	1	0	5	0	0	0	0
564	44	443.3	2	0	1	0	8	1	1	3	0
565	28	109.4	2	0	1	1	5	0	0	0	0
566	41	110.9	2	0	1	0	6	0	0	0	0
567	24	153.6	2	1	0	0	10	1	7	5	1
568	33	429.3	3	0	1	0	7	1	1	3	1
569	30	312.2	2	1	1	1	7	1	1	4	1
570	22	159.8	3	1	1	1	8	0	0	0	0
571	27	308.6	3	0	1	0	7	1	1	4	1
572	31	134.9	2	1	1	1	10	0	0	0	1
573	26	330	2	1	1	0	9	1	1	3	1
574	31	239.3	2	0	1	1	7	0	0	0	0
575	21	241.5	2	0	1	1	7	0	0	0	1
576	18	73	4	0	1	0	7	0	0	0	0
577	26	105.6	1	0	1	1	9	0	0	0	0
578	24	112.4	1	0	1	1	7	1	1	3	0
579	29	271.8	1	0	1	1	7	1	1	2	1
580	28	205	3	0	1	0	8	1	3	6	1
581	37	502.6	3	1	0	1	8	1	3	6	1
582	28	269.5	3	1	1	1	8	1	1	3	1
583	27	207.4	6	0	1	1	6	0	0	0	0
584	31	169.3	3	0	1	1	9	0	0	0	0
585	23	82.5	2	0	1	1	7	0	0	0	0
586	51	197.2	2	0	1	0	7	0	0	0	1
587	23	220.3	2	0	0	1	10	1	1	5	1
588	23	42.1	2	0	1	1	5	1	2	3	1
589	29	241.7	3	1	1	0	10	0	0	0	1
590	23	166.9	2	0	1	1	7	0	0	0	1
591	23	194.9	3	1	1	0	4	1	1	3	1
592	30	383.3	1	0	1	1	7	1	1	2	0
593	24	219	1	0	1	0	8	1	1	3	1
594	40	189.7	2	0	1	1	10	1	1	4	1
595	19	279.5	3	1	0	1	8	1	2	3	1
596	54	88.9	1	0	1	0	7	1	1	1	0
597	36	62.5	2	1	1	0	10	1	1	2	0
598	30	316.1	1	0	1	1	5	0	0	0	0
599	37	401.9	1	0	1	0	6	0	0	0	0
600	25	120.5	2	1	1	1	7	1	3	5	1
601	23	321.6	2	0	1	1	9	0	0	0	1
602	24	90	2	0	1	0	6	0	0	0	0
603	29	92.5	1	0	1	1	8	1	1	4	0
604	28	476.4	3	0	0	1	10	1	1	5	1
605	35	273	2	1	1	1	10	1	1	3	1
606	43	255.7	2	1	1	0	10	1	1	4	1
607	25	60	2	0	1	1	10	1	1	2	1
608	37	391.1	2	0	1	1	9	0	0	0	1
609	29	265.5	2	0	1	1	7	0	0	0	1
610	26	144.7	1	0	0	1	7	1	1	1	0
611	27	350.6	2	0	1	1	6	0	0	0	0
612	31	229.7	2	0	1	1	10	1	2	2	1
613	22	196.8	3	0	1	0	8	0	0	0	1
614	33	143.8	1	0	1	1	6	0	0	0	0
615	21	71	3	0	0	1	8	0	0	0	1
616	32	186	4	0	0	1	10	1	1	5	1
617	41	119.3	2	0	1	0	7	1	1	5	1
618	22	505.7	1	0	1	0	10	1	1	4	1
619	26	139.6	1	0	0	1	6	0	0	0	0
620	36	121.6	1	0	1	0	9	1	1	1	0
621	30	257.8	2	0	1	1	7	0	0	0	1
622	22	182.7	2	0	1	0	8	1	1	2	1
623	31	158.6	2	1	1	0	7	0	0	0	0
624	34	213.2	3	0	1	0	8	1	1	3	1
625	33	168.3	2	0	1	1	10	1	3	2	1
626	32	136	1	0	0	1	10	1	1	1	0
627	29	162.3	2	1	1	1	7	1	1	3	1
628	31	131.2	3	0	1	0	6	1	1	4	0
629	34	267.1	3	0	1	1	7	1	1	5	1
630	44	180.3	1	1	1	1	7	0	0	0	0
631	28	267.8	4	0	1	1	8	1	2	4	0
632	25	242.7	2	0	1	1	10	1	12	4	1
633	32	252.5	2	0	1	0	9	0	0	0	1
634	42	279.7	3	0	0	1	10	1	1	3	1
635	25	184	2	0	1	0	10	1	1	3	1
636	21	221.8	1	0	1	1	9	1	1	2	1
637	31	190	2	0	1	1	9	1	4	4	1
638	24	54.9	2	0	1	0	8	0	0	0	0
639	33	130.5	2	1	0	1	8	1	1	4	0
640	28	190.1	4	0	1	0	10	1	1	7	0
641	47	549.9	3	0	0	1	6	0	0	0	0
642	35	111.3	1	0	1	0	7	0	0	0	0
643	33	81.6	1	0	1	1	7	0	0	0	0
644	37	85.3	1	0	1	1	8	1	1	2	1
645	30	126.2	2	0	1	1	6	1	1	3	1
646	27	109.4	2	1	1	1	8	1	2	3	1
647	21	211.4	2	0	1	1	9	1	2	2	1
648	36	33.9	3	0	1	1	9	1	3	6	0
649	22	192.3	3	0	1	1	9	1	3	6	1
650	21	66.1	2	1	1	0	8	1	3	3	1
651	27	329.6	2	0	1	1	10	1	1	5	0
652	27	34.4	1	0	0	1	6	0	0	0	0
653	29	259.4	2	0	1	1	7	0	0	0	0
654	34	322.8	1	0	0	1	8	0	0	0	0
655	18	242.8	3	1	1	1	10	1	2	4	1
656	39	191.9	3	0	1	1	8	0	0	0	1
657	27	419.3	3	0	1	1	8	0	0	0	1
658	26	171	1	0	0	1	6	0	0	0	0
659	32	247	2	1	1	1	8	1	3	2	1
660	28	417.7	3	0	1	1	9	1	1	3	1
661	25	386.5	2	1	1	0	8	0	0	0	1
662	44	40.6	1	0	1	0	8	1	1	3	0
663	23	239.2	10	0	1	1	7	0	0	0	0
664	27	194.5	2	0	1	1	6	0	0	0	0
665	30	192	2	0	1	1	8	1	4	5	1
666	21	252	2	1	0	1	8	0	0	0	1
667	28	548.2	2	1	1	1	8	1	3	3	1
668	36	197.8	4	0	1	1	10	1	1	7	1
669	29	227.3	2	0	1	1	10	1	3	5	1
670	33	149.3	2	0	1	0	5	0	0	0	0
671	38	126.4	1	0	1	1	9	1	1	3	0
672	25	245.9	4	0	1	1	10	1	5	5	1
673	25	314.7	5	0	1	0	9	1	1	7	1
674	29	341.5	2	0	1	1	9	1	2	2	1
675	36	230.2	3	0	1	0	10	1	3	3	1
676	22	174.3	1	0	1	1	7	0	0	0	0
677	31	290.5	5	0	1	1	10	1	1	5	1
678	28	251.6	2	0	1	1	8	1	1	3	1
679	41	226	2	0	1	1	8	1	1	2	1
680	22	319.4	2	1	1	1	8	1	1	2	1
681	31	113.9	3	0	1	1	5	0	0	0	0
682	33	165.5	2	0	1	0	5	0	0	0	0
683	23	351.4	2	0	1	0	9	1	1	2	1
684	23	277.1	2	0	1	0	8	1	1	2	1
685	25	309.2	2	0	0	1	7	1	1	4	0
686	24	109.8	4	0	0	1	6	0	0	0	0
687	43	509.9	1	0	1	0	7	1	1	3	1
688	30	68	1	1	1	0	7	0	0	0	0
689	25	524.7	8	1	1	0	10	1	2	11	1
690	23	102.5	2	0	1	1	7	1	2	2	1
691	36	74.9	1	0	1	1	7	0	0	0	0
692	34	65.8	2	1	1	0	7	0	0	0	0
693	23	204.5	4	1	0	1	9	0	0	0	1
694	33	142.4	1	0	1	1	7	0	0	0	1
695	58	218.9	2	0	1	0	7	0	0	0	1
696	21	212.3	2	1	1	1	7	1	2	4	1
697	19	299.3	2	0	1	0	9	0	0	0	1
698	25	125.3	1	0	1	0	5	0	0	0	0
699	24	571.9	3	0	1	1	10	1	2	5	1
700	25	147.2	2	0	1	0	4	0	0	0	0
701	26	258.8	1	0	1	0	10	1	1	1	0
702	29	123.8	2	0	1	1	10	1	2	5	1
703	37	181.6	3	0	1	1	8	1	3	5	0
704	55	33.3	3	0	1	1	9	0	0	0	0
705	44	226	2	1	0	1	2	0	0	0	1
706	28	230.1	3	0	1	1	10	1	2	6	1
707	33	216.9	2	0	1	1	6	0	0	0	1
708	29	267.3	2	0	1	1	6	1	2	2	1
709	23	139.2	7	0	1	0	7	0	0	0	0
710	42	267.9	3	0	1	1	7	0	0	0	0
711	23	237.6	2	0	1	1	7	0	0	0	0
712	27	402.3	2	0	1	1	7	0	0	0	1
713	33	85.4	2	0	1	1	8	1	1	5	0
714	33	257.8	7	1	1	0	10	1	2	9	1
715	33	210.6	1	0	1	0	8	1	1	2	0
716	35	259.1	1	0	1	1	8	1	1	2	0
717	31	95.9	1	0	1	1	9	1	1	4	0
718	21	142.5	1	0	1	0	7	1	1	1	0
719	20	310.6	2	0	1	1	10	1	2	2	1
720	28	182.4	3	1	0	1	8	0	0	0	0
721	28	140.4	1	0	0	1	7	0	0	0	0
722	34	104.1	1	0	1	0	6	0	0	0	0
723	25	170.7	3	0	1	1	8	0	0	0	0
724	29	270.6	1	0	1	1	10	1	1	4	1
725	26	315.9	3	0	1	0	10	1	3	5	1
726	40	196	2	0	1	1	8	0	0	0	1
727	29	79.6	2	0	1	0	8	1	3	5	1
728	25	311.7	4	1	1	0	8	0	0	0	1
729	31	274.6	2	0	1	1	10	1	1	5	1
730	30	75.3	2	0	1	1	7	0	0	0	0
731	23	244.7	1	0	1	1	8	1	1	4	1
732	33	254.9	2	0	1	1	10	1	4	4	1
733	30	128.7	2	0	1	0	8	1	2	5	1
734	35	194.6	2	0	1	0	7	1	1	3	0
735	32	500.8	3	1	1	0	7	1	1	4	1
736	25	70.5	1	0	1	1	7	0	0	0	0
737	28	74.2	1	0	1	0	7	0	0	0	0
738	31	237.9	2	0	1	1	10	1	2	3	1
739	32	248.2	2	0	0	1	10	1	4	2	1
740	18	144.9	4	0	1	0	7	0	0	0	0
741	28	597.3	2	0	1	1	9	1	1	3	1
742	58	179.4	2	1	1	1	10	0	0	0	1
743	26	136.4	1	0	1	1	5	0	0	0	0
744	32	210.8	3	1	1	1	10	0	0	0	1
745	36	316.4	3	0	1	1	10	1	1	4	1
746	30	106.6	4	0	1	1	9	1	2	6	1
747	21	149.1	1	0	0	1	6	0	0	0	0
748	34	221.9	1	0	1	1	10	1	1	3	1
749	25	127.3	2	0	1	1	9	0	0	0	0
750	19	98.8	8	1	0	0	10	1	1	11	1
751	31	282.6	2	1	1	1	9	1	1	5	1
752	30	21.8	1	1	1	1	7	1	1	2	1
753	35	221.2	3	1	1	1	6	1	1	3	1
754	30	148.7	2	0	0	1	9	1	2	5	0
755	46	85.4	1	0	1	1	8	1	1	1	1
756	26	223.8	2	0	1	0	8	0	0	0	0
757	25	78.9	4	0	1	1	8	1	1	7	0
758	22	264.9	1	1	1	1	7	1	1	1	1
759	21	202.8	2	1	1	1	8	1	1	4	1
760	23	268.9	1	0	1	1	10	0	0	0	0
761	29	150.2	1	0	1	1	8	1	1	2	1
762	34	72.1	2	0	1	0	6	0	0	0	0
763	27	217.2	1	1	0	1	9	1	1	1	1
764	22	246.9	2	0	1	1	7	0	0	0	1
765	32	311.7	4	1	1	1	8	0	0	0	1
766	65	197.3	3	0	1	1	10	1	1	3	1
767	37	241.9	2	0	1	0	5	1	3	4	1
768	30	117.5	3	0	1	0	8	0	0	0	0
769	24	385.8	2	0	1	0	6	1	1	5	1
770	30	363	4	0	1	1	10	1	1	7	1
771	25	52.9	2	1	1	1	10	0	0	0	1
772	44	99.6	2	0	0	1	6	0	0	0	0
773	31	247.8	2	1	1	1	8	1	2	3	1
774	22	126.7	2	0	1	0	6	0	0	0	0
775	23	203.1	2	0	1	0	8	1	2	4	1
776	34	170.8	2	1	1	0	6	0	0	0	0
777	33	163.2	1	0	1	1	7	1	1	1	0
778	25	291.6	2	1	1	1	5	1	4	5	1
779	24	403.1	2	0	0	1	9	0	0	0	1
780	25	319.3	1	1	1	0	10	1	1	3	1
781	36	233.8	2	0	1	0	9	0	0	0	1
782	38	125.8	5	1	1	1	8	1	1	6	1
783	27	264.7	2	1	0	0	7	1	3	4	1
784	33	130.5	1	0	1	1	7	0	0	0	0
785	27	344.1	5	0	1	1	9	1	3	5	0
786	62	727.3	1	1	1	1	8	1	1	4	1
787	25	184.9	1	0	1	0	6	0	0	0	1
788	30	203.8	2	0	0	1	8	1	1	2	1
789	32	226.9	1	0	0	1	9	1	1	2	0
790	23	292.8	1	0	1	1	7	0	0	0	0
791	23	111.6	2	0	1	1	7	0	0	0	0
792	35	190.8	2	0	1	0	10	1	1	4	1
793	30	60.7	2	0	1	0	7	1	3	2	1
794	34	183.6	2	0	1	0	10	1	1	4	1
795	25	277.2	2	0	1	1	6	0	0	0	0
796	20	350.1	5	1	1	1	4	1	6	6	1
797	27	166.9	2	0	1	0	10	1	3	2	0
798	31	255.9	9	0	1	0	7	0	0	0	1
799	25	317	2	1	1	0	8	1	3	3	1
800	38	238	1	0	1	1	10	1	1	1	1
801	39	130.5	2	1	0	1	0	1	1	2	1
802	31	221.2	4	0	1	0	9	1	1	7	1
803	23	72.7	2	0	0	1	5	0	0	0	0
804	33	283.1	2	0	1	1	8	1	3	2	1
805	31	408	1	0	1	1	6	0	0	0	0
806	25	183	2	0	1	1	9	1	1	5	0
807	45	128	3	0	1	0	10	0	0	0	0
808	27	139.2	1	0	0	1	6	0	0	0	0
809	32	67.7	4	0	1	0	6	0	0	0	0
810	42	183.7	2	0	0	1	9	1	2	3	1
811	21	546.9	3	0	1	1	7	1	3	3	1
812	36	233.8	2	0	0	1	9	0	0	0	1
813	36	182.1	7	0	1	0	5	0	0	0	0
814	21	59.2	1	0	0	1	10	1	1	1	0
815	31	186.1	3	0	1	0	8	1	1	4	1
816	24	165.1	3	0	0	1	5	1	3	3	1
817	22	218.3	2	1	1	1	9	1	1	4	1
818	29	124.7	1	0	1	1	7	0	0	0	0
819	28	281.6	2	1	1	0	7	1	2	4	1
820	37	53.6	2	0	1	1	10	1	1	4	0
821	34	226.1	6	0	1	1	7	0	0	0	1
822	27	177.4	6	0	0	1	5	0	0	0	0
823	30	260.2	2	0	1	1	6	1	2	3	1
824	41	145.1	1	0	1	1	6	0	0	0	0
825	21	329.4	2	0	0	1	6	1	1	3	1
826	39	356.9	2	0	1	0	8	0	0	0	1
827	38	380.3	1	0	1	1	9	0	0	0	0
828	18	225.4	2	1	0	0	9	0	0	0	1
829	20	114.8	3	0	1	0	8	0	0	0	0
830	25	166.3	2	0	0	1	6	0	0	0	1
831	36	245.5	2	0	1	0	10	1	1	5	1
832	38	301.2	4	1	1	1	6	1	1	6	1
833	25	200.7	1	0	0	1	9	1	1	2	1
834	29	53.7	8	0	1	0	9	0	0	0	0
835	31	150.3	1	0	1	1	9	1	1	4	0
836	43	112.9	1	0	1	0	8	0	0	0	0
837	74	127.4	2	0	1	0	7	0	0	0	0
838	27	121.2	3	0	1	1	9	1	2	3	1
839	21	58.2	4	1	1	1	7	1	5	4	0
840	18	57.4	2	0	1	0	8	1	2	5	0
841	23	329.5	4	0	1	1	9	0	0	0	1
842	32	329.5	4	0	1	1	9	0	0	0	1
843	41	173	1	0	1	0	8	1	1	3	0
844	31	128.2	1	0	1	0	9	1	1	4	0
845	22	45.4	2	1	1	0	9	1	2	2	1
846	27	256.3	2	0	1	1	6	1	1	4	1
847	32	46.3	7	1	1	0	7	0	0	0	0
848	31	92.5	1	0	1	0	8	1	1	4	0
849	25	317.9	3	0	1	0	6	0	0	0	0
850	32	317	2	0	1	1	10	1	1	3	1
851	21	110.4	2	0	1	0	5	0	0	0	0
852	21	208	2	0	1	1	7	0	0	0	1
853	26	79.3	3	0	1	0	5	0	0	0	0
854	30	138.5	2	0	1	0	7	0	0	0	0
855	28	78.2	3	0	0	1	8	0	0	0	0
856	45	229.9	2	0	1	1	10	1	3	4	1
857	33	70.5	2	0	0	1	5	0	0	0	0
858	26	68.9	1	0	0	1	6	0	0	0	0
859	34	56.7	1	0	1	1	8	0	0	0	0
860	42	278.1	5	0	0	1	10	1	1	7	1
861	21	62.4	2	0	1	1	10	1	1	5	1
862	43	65	1	0	1	1	6	0	0	0	0
863	33	72.3	1	0	1	1	7	0	0	0	0
864	34	194.9	2	0	1	1	10	1	1	3	1
865	22	145.6	1	0	1	1	7	0	0	0	0
866	24	280.2	3	1	1	1	9	1	4	3	1
867	46	102.3	10	1	1	0	7	0	0	0	0
868	27	293.2	2	1	1	1	10	1	3	3	1
869	48	300.1	3	0	1	1	9	1	1	4	1
870	33	420.3	2	0	1	1	10	1	2	3	1
871	38	155.6	2	0	1	1	7	0	0	0	0
872	21	133.4	1	0	0	1	5	0	0	0	0
873	24	84.6	1	0	1	1	7	1	1	1	1
874	25	117.7	2	0	1	0	8	0	0	0	0
875	25	277.1	2	0	1	0	10	0	0	0	1
876	27	196.7	1	1	1	1	10	1	1	2	1
877	41	197.3	2	1	1	1	9	1	1	3	1
878	28	84.3	3	0	1	0	8	0	0	0	0
879	35	117.2	3	0	1	1	7	0	0	0	0
880	28	230.3	5	1	1	1	9	1	1	8	1
881	30	171.4	2	0	1	1	7	1	1	2	1
882	33	77.6	2	0	1	1	7	0	0	0	0
883	37	214.5	3	0	0	1	9	1	1	3	1
884	28	101.7	2	1	1	1	10	1	3	2	0
885	19	108	2	0	1	0	6	0	0	0	0
886	28	61.2	4	0	1	1	8	1	1	4	1
887	31	280.6	1	0	1	1	8	1	1	1	0
888	31	600.6	1	0	0	1	5	1	1	4	1
889	37	361.9	2	0	1	0	10	1	2	2	1
890	25	126.4	2	0	1	0	8	0	0	0	1
891	26	219.3	2	0	1	0	7	0	0	0	0
892	36	196	2	0	1	1	8	0	0	0	1
893	24	120.2	2	0	1	1	6	1	1	5	1
894	33	68.3	2	0	0	1	8	0	0	0	0
895	30	137.3	1	0	1	1	8	1	1	4	0
896	42	369.2	1	1	1	1	9	1	1	1	1
897	27	172.7	2	0	1	1	6	1	1	4	1
898	20	265.6	2	1	1	0	10	1	1	4	1
899	19	170.5	2	0	1	1	8	1	1	3	1
900	44	210.4	2	1	1	0	7	0	0	0	1
901	38	75.5	2	0	0	1	6	0	0	0	0
902	20	140.2	1	0	1	1	8	1	1	4	0
903	20	234.4	2	0	1	1	10	1	1	2	1
904	35	284.2	1	0	1	0	10	1	1	2	1
905	29	477.7	1	0	1	0	8	1	1	1	1
906	32	111.6	1	0	1	0	7	0	0	0	0
907	26	300.9	4	0	1	1	7	0	0	0	1
908	27	192.9	1	1	1	1	8	1	1	1	1
909	35	96.5	1	0	1	0	10	1	1	1	0
910	31	150.6	1	0	1	0	8	0	0	0	0
911	24	80	1	0	1	0	6	0	0	0	0
912	30	187.8	2	0	1	0	10	1	2	2	1
913	25	164.6	1	0	0	1	7	0	0	0	0
914	32	115.5	2	0	1	0	8	0	0	0	0
915	38	188.3	2	1	1	1	10	1	3	2	1
916	22	332.6	2	0	1	0	7	0	0	0	1
917	25	218.7	2	0	1	1	8	1	2	2	1
918	41	50	9	1	1	1	7	1	5	10	0
919	29	170	2	0	1	0	7	0	0	0	0
920	30	221.7	2	0	1	1	9	1	3	5	1
921	28	72.1	2	1	1	1	7	0	0	0	0
922	33	485.9	2	0	0	1	5	0	0	0	0
923	37	88.7	1	1	1	1	6	0	0	0	1
924	36	176.5	2	0	0	1	6	1	2	3	1
925	23	124.9	5	0	1	0	8	1	2	6	0
926	23	239.6	1	0	1	1	10	1	1	3	1
927	38	157	1	0	1	1	8	1	1	1	0
928	29	186	2	1	1	0	5	1	1	4	1
929	28	34.4	3	0	1	0	10	1	3	3	0
930	37	113.3	7	0	1	1	7	0	0	0	1
931	27	493.5	1	0	1	1	8	1	1	1	0
932	22	55	1	0	1	1	7	0	0	0	0
933	36	229.7	2	0	1	1	10	1	3	2	1
934	19	160.8	2	0	1	1	10	1	1	3	1
935	30	165.4	2	0	1	0	8	1	2	3	1
936	28	122.5	3	0	1	0	7	1	4	6	1
937	31	64.3	4	0	1	0	7	0	0	0	0
938	24	242.7	2	1	1	1	10	0	0	0	1
939	29	324.5	2	0	1	0	9	1	1	5	1
940	29	252.9	1	0	1	1	8	1	1	1	0
941	40	160	2	0	1	1	8	0	0	0	0
942	23	57.3	2	0	1	0	8	1	5	3	1
943	26	105	5	0	1	1	7	0	0	0	0
944	36	145.8	4	0	1	0	9	1	1	4	1
945	40	294.9	2	0	1	0	8	1	4	4	1
946	27	200.2	4	0	1	1	10	1	5	7	1
947	27	569.8	3	1	1	1	5	1	1	6	1
948	33	352.7	9	1	0	0	6	1	1	9	1
949	29	236.2	3	0	1	1	8	1	2	5	1
950	26	580.5	2	0	1	0	10	1	1	2	1
951	21	305.8	2	0	1	1	6	0	0	0	0
952	35	204	3	0	1	0	10	1	2	5	1
953	34	182.8	4	0	1	0	6	0	0	0	0
954	20	126.4	4	1	1	1	7	0	0	0	0
955	24	207.7	2	1	0	1	10	1	1	2	1
956	28	52.2	2	0	1	1	6	0	0	0	0
957	52	200.4	1	1	0	1	8	1	1	2	1
958	31	111.1	8	0	1	1	7	0	0	0	0
959	21	309.5	2	0	1	1	9	1	3	3	1
960	25	173	1	0	1	1	8	1	1	1	0
961	34	407.1	2	0	1	1	7	0	0	0	1
962	26	122.3	1	0	1	1	8	1	1	3	1
963	27	386.5	2	1	1	1	8	0	0	0	1
964	38	246.7	2	0	1	0	9	1	1	2	1
965	40	91.9	3	0	1	0	8	0	0	0	1
966	36	73.2	1	0	1	0	9	1	1	4	0
967	20	121.9	2	0	1	1	10	1	3	3	1
968	26	217.6	2	0	1	0	10	1	1	4	1
969	25	320	3	1	1	0	9	0	0	0	1
970	21	119.4	1	0	1	1	7	1	1	4	1
971	37	296	2	0	1	1	10	1	1	2	1
972	27	197.9	2	0	1	0	10	1	1	5	1
973	41	216.4	5	0	1	1	7	0	0	0	1
974	30	169.9	1	0	1	0	6	0	0	0	0
975	28	291.8	3	1	1	0	9	0	0	0	1
976	25	284.2	1	0	0	1	9	1	1	2	0
977	28	364.6	2	1	1	1	7	0	0	0	1
978	37	387.6	4	1	1	0	9	1	1	6	1
979	20	190.4	4	0	1	1	10	1	1	5	1
980	27	219	3	0	1	1	7	0	0	0	1
981	24	162.5	2	0	1	0	10	1	2	3	1
982	39	326.2	3	0	1	0	6	1	1	3	1
983	30	512.2	3	0	1	1	6	1	4	6	1
984	30	61.6	1	0	1	0	9	0	0	0	0
985	41	181.4	2	1	1	1	5	0	0	0	0
986	26	536.5	4	0	1	0	8	1	1	4	1
987	47	439.4	2	0	1	0	10	1	2	3	1
988	26	275.6	3	0	1	0	7	1	1	6	1
989	33	595.5	3	0	1	1	7	1	1	3	1
990	20	194.4	2	0	1	1	10	1	2	4	1
991	19	86	2	0	1	0	6	0	0	0	0
992	24	214.4	2	0	1	0	6	0	0	0	1
993	37	310.7	2	0	1	1	10	1	1	4	1
994	25	47.9	4	0	1	1	9	0	0	0	0
995	23	205.9	3	0	1	0	7	0	0	0	0
996	43	518.1	4	0	1	0	6	1	2	6	1
997	20	344.1	2	1	1	1	10	1	1	2	0
998	24	509.7	2	1	1	1	9	1	1	5	1
999	20	72	2	0	1	1	7	0	0	0	0
1000	41	288.3	2	0	1	1	10	1	1	2	1
1001	28	188.9	2	1	1	0	9	1	1	5	1
1002	22	39.2	2	0	1	1	7	1	1	2	1
1003	35	533.6	1	0	1	0	7	0	0	0	0
1004	28	140.2	4	0	1	1	10	1	2	6	1
1005	27	104	2	1	1	1	8	0	0	0	0
1006	39	55.5	1	1	1	1	8	0	0	0	0
1007	32	191.2	2	0	0	1	10	1	2	3	1
1008	26	143.9	2	0	1	1	10	0	0	0	1
1009	27	384.4	2	0	1	1	8	0	0	0	0
1010	27	502.3	3	0	1	1	7	0	0	0	0
1011	38	330.3	3	0	1	0	10	1	1	6	1
1012	35	236.4	4	1	1	1	10	1	1	6	1
1013	31	384.4	2	0	1	1	8	0	0	0	0
1014	51	112.8	5	0	1	0	6	0	0	0	0
1015	33	419.3	3	0	1	1	8	0	0	0	1
1016	23	289.5	1	0	1	1	8	1	1	1	0
1017	28	186.7	2	0	1	1	8	1	3	5	1
1018	19	367.9	3	1	1	1	7	1	1	5	1
1019	29	177.4	4	0	0	1	6	0	0	0	0
1020	22	253.9	3	0	1	1	9	1	1	3	1
1021	38	150.1	1	1	1	0	8	0	0	0	0
1022	41	391.1	2	0	1	0	9	0	0	0	1
1023	22	245.8	1	0	1	1	10	1	1	2	1
1024	22	91.4	3	0	1	0	7	0	0	0	0
1025	42	155.4	2	0	0	1	9	1	2	5	1
1026	31	277.9	4	1	1	1	7	1	2	5	1
1027	32	126.7	1	0	1	1	6	0	0	0	0
1028	31	214.9	3	0	0	1	5	0	0	0	0
1029	34	113.7	4	0	1	1	7	0	0	0	0
1030	31	84.6	6	0	1	1	6	0	0	0	0
1031	28	180.5	1	0	0	1	6	1	1	3	0
1032	21	412.7	1	0	1	1	9	1	1	2	1
1033	20	35.3	2	0	1	1	6	0	0	0	1
1034	30	129.3	3	0	1	1	5	0	0	0	0
1035	27	377.3	3	0	0	1	7	0	0	0	0
1036	31	210.8	3	1	1	0	10	0	0	0	1
1037	24	82	1	0	1	1	7	1	1	3	0
1038	30	127.5	1	0	1	0	5	0	0	0	0
1039	26	247.1	4	0	1	1	7	0	0	0	0
1040	31	93.3	1	0	0	1	8	0	0	0	0
1041	46	229.1	2	1	1	0	9	1	2	4	1
1042	35	138.3	1	0	1	0	9	1	1	2	0
1043	27	87.6	1	0	0	1	6	1	1	1	0
1044	36	69.1	2	0	1	1	7	0	0	0	0
1045	31	236.6	1	0	1	1	8	1	1	2	1
1046	24	139.5	4	0	1	1	6	0	0	0	0
1047	56	252.6	2	0	0	1	6	1	2	5	1
1048	46	280.3	2	1	1	1	8	1	4	3	1
1049	21	156.3	2	0	1	0	8	1	2	3	0
1050	32	402.6	3	1	0	1	8	1	1	6	1
1051	30	286.1	2	0	1	1	10	1	3	3	1
1052	34	471	7	0	0	1	8	1	3	8	0
1053	27	184.9	2	0	1	0	7	0	0	0	0
1054	22	196.5	2	0	0	1	10	1	1	4	1
1055	46	228	4	0	1	0	9	0	0	0	1
