ID_CLIENTE	 CATEGORIA	VALOR_PAGO	NOTA_SATISFACAO
1238	televisao	1790	6
1239	celular	1000	7
1240	computador	1800	1
1241	televisao	2060	6
1242	celular	1050	10
1243	computador	1920	4
1244	televisao	1450	9
1245	celular	1310	9
1246	celular	1060	9
1247	computador	1720	4
1248	celular	1480	5
1249	televisao	1700	3
1250	computador	1830	6
1251	computador	1710	2
1252	celular	1750	5
1253	celular	1430	9
1254	celular	1500	9
1255	celular	950	10
1256	celular	960	9
1257	celular	1510	10
1258	televisao	1390	9
1259	computador	1820	6
1260	televisao	1670	5
1261	celular	1040	8
1262	televisao	1650	10
1263	celular	1490	7
1264	televisao	2510	3
1265	celular	970	10
1266	celular	1080	9
1267	computador	1860	9
1268	televisao	1590	7
1269	computador	1780	7
1270	celular	1020	7
1271	celular	1020	10
1272	televisao	2490	9
1273	celular	1230	9
1274	celular	1580	8
1275	televisao	1580	7
1276	televisao	1710	0
1277	computador	1690	6
1278	computador	2200	9
1279	televisao	1620	5
1280	celular	1180	8
1281	computador	3580	7
1282	celular	1510	10
1283	televisao	2680	9
1284	celular	1140	10
1285	celular	1080	10
1286	computador	1860	4
1287	computador	2540	10
1288	televisao	2030	8
1289	celular	1560	10
1290	celular	1440	8
1291	televisao	1410	10
1292	televisao	1390	8
1293	televisao	1280	8
1294	computador	1870	3
1295	televisao	1270	7
1296	celular	1170	10
1297	celular	1040	10
1298	celular	1060	8
1299	computador	3090	9
1300	celular	1770	10
1301	computador	1720	9
1302	computador	1700	5
1303	celular	1190	10
1304	computador	2540	10
1305	televisao	1820	5
1306	celular	1480	8
1307	televisao	1520	7
1308	televisao	1960	4
1309	computador	3240	9
1310	celular	1070	6
1311	televisao	1820	6
1312	computador	1960	10
1313	celular	1620	8
1314	televisao	1270	10
1315	celular	1610	8
1316	celular	1450	9
1317	computador	2730	10
1318	celular	940	7
1319	celular	940	10
1320	celular	1040	10
1321	celular	1060	9
1322	celular	1200	6
1323	celular	1030	10
1324	televisao	2040	6
1325	televisao	2180	5
1326	computador	1740	4
1327	celular	1030	10
1328	computador	2160	10
1329	celular	1060	10
1330	celular	990	6
1331	celular	1210	7
1332	celular	950	10
1333	televisao	1680	5
1334	televisao	1960	6
1335	celular	990	5
1336	celular	1000	9
1337	televisao	1990	5
1338	celular	950	10
1339	celular	1030	10
1340	celular	1040	10
1341	computador	1710	6
1342	computador	1650	5
1343	televisao	2370	7
1344	televisao	1700	5
1345	celular	960	10
1346	celular	1110	8
1347	televisao	2560	6
1348	televisao	1720	10
1349	celular	1620	8
1350	celular	1000	8
1351	celular	1820	9
1352	celular	1420	10
1353	celular	1020	9
1354	celular	1100	7
1355	televisao	1470	9
1356	televisao	1710	7
1357	celular	1070	9
1358	televisao	1730	7
1359	computador	1620	4
1360	celular	980	9
1361	celular	1060	9
1362	celular	1020	10
1363	computador	1710	7
1364	televisao	1430	4
1365	celular	1050	9
1366	computador	1890	2
1367	televisao	2240	9
1368	computador	1900	9
1369	celular	1100	10
1370	celular	1680	10
1371	celular	1730	9
1372	celular	1500	10
1373	televisao	1580	9
1374	celular	1680	9
1375	televisao	1550	7
1376	celular	1150	10
1377	televisao	1720	0
1378	celular	1010	6
1379	celular	970	10
1380	computador	1690	4
1381	computador	2250	7
1382	celular	950	10
1383	computador	2150	6
1384	televisao	1400	6
1385	televisao	1540	10
1386	celular	1430	10
1387	computador	1810	3
1388	televisao	2190	8
1389	celular	1120	9
1390	televisao	1570	4
1391	celular	1050	9
1392	televisao	1970	7
1393	televisao	1830	4
1394	computador	1880	6
1395	celular	990	7
1396	celular	1320	8
1397	televisao	1430	9
1398	computador	1660	6
1399	televisao	2110	6
1400	televisao	1430	10
1401	celular	1140	10
1402	celular	1170	10
1403	celular	990	6
1404	celular	1240	8
1405	televisao	1890	9
1406	computador	2440	10
1407	celular	1610	10
1408	computador	1790	8
1409	celular	1060	10
1410	computador	1830	6
1411	celular	1000	10
1412	televisao	2440	7
1413	celular	1170	8
1414	celular	1190	10
1415	celular	1000	5
1416	celular	1060	7
1417	celular	990	5
1418	celular	1300	6
1419	celular	1200	10
1420	computador	2600	9
1421	computador	2350	10
1422	computador	1720	8
1423	computador	1940	7
1424	televisao	2270	5
1425	televisao	2040	6
1426	computador	1800	6
1427	celular	1640	8
1428	televisao	1840	6
1429	televisao	2010	10
1430	computador	2370	9
1431	celular	1050	8
1432	televisao	1840	5
1433	celular	1010	8
1434	computador	1780	2
1435	computador	2940	10
1436	televisao	1640	9
1437	celular	1030	4
1438	televisao	1820	7
1439	celular	1040	10
1440	computador	2250	8
1441	celular	1410	10
1442	celular	1000	10
1443	televisao	2030	6
1444	televisao	1500	10
1445	celular	1130	10
1446	televisao	1650	8
1447	celular	1010	10
1448	computador	1820	6
1449	computador	1920	4
1450	computador	1770	5
1451	televisao	2030	7
1452	celular	1160	8
1453	televisao	3000	4
1454	computador	1910	2
1455	televisao	2440	7
1456	computador	2410	9
1457	televisao	3270	9
1458	computador	1760	6
1459	computador	1800	2
1460	celular	1510	6
1461	celular	1150	10
1462	celular	1470	9
1463	computador	3360	10
1464	celular	1130	7
1465	televisao	1240	6
1466	celular	960	9
1467	celular	1060	9
1468	computador	1710	4
1469	computador	2460	9
1470	televisao	1220	7
1471	televisao	2200	8
1472	televisao	1770	4
1473	celular	1560	8
1474	celular	1670	10
1475	televisao	1930	9
1476	televisao	1250	10
1477	computador	1810	9
1478	televisao	1940	3
1479	televisao	1560	7
1480	celular	1070	7
1481	televisao	1730	8
1482	celular	1160	9
1483	televisao	1720	5
1484	computador	2160	9
1485	celular	1020	10
1486	celular	960	10
1487	televisao	2290	3
1488	televisao	2090	7
1489	celular	1160	10
1490	celular	1110	10
1491	celular	1050	9
1492	celular	1020	10
1493	televisao	1410	10
1494	celular	1640	6
1495	televisao	2460	9
1496	celular	1330	9
1497	computador	2570	8
1498	televisao	1490	3
1499	celular	1530	8
1500	televisao	1930	3
1501	celular	1350	10
1502	celular	1360	10
1503	celular	1660	10
1504	celular	1030	10
1505	televisao	1580	3
1506	computador	1860	6
1507	computador	1820	5
1508	televisao	1890	4
1509	celular	1630	10
1510	televisao	1970	6
1511	televisao	1540	2
1512	computador	2300	9
1513	celular	1770	9
1514	computador	2220	9
1515	computador	1740	3
1516	celular	1450	9
1517	celular	940	9
1518	celular	1460	3
1519	televisao	1490	3
1520	televisao	2040	6
1521	televisao	1780	8
1522	celular	940	8
1523	celular	920	8
1524	celular	1180	10
1525	celular	1240	10
1526	computador	1900	2
1527	celular	1010	10
1528	celular	1180	10
1529	celular	920	9
1530	televisao	1570	6
1531	celular	1800	10
1532	computador	1710	2
1533	televisao	1330	8
1534	celular	970	7
1535	celular	1370	9
1536	celular	990	8
1537	computador	2360	10
1538	celular	1070	10
1539	computador	1920	3
1540	computador	3300	10
1541	celular	1090	10
1542	televisao	1160	6
1543	televisao	1290	7
1544	celular	980	7
1545	celular	1010	8
1546	computador	1780	6
1547	celular	1510	10
1548	celular	1050	10
1549	televisao	1970	4
1550	televisao	1630	9
1551	celular	980	9
1552	celular	1090	9
1553	televisao	1690	5
1554	televisao	1420	1
1555	computador	2730	7
1556	televisao	1580	6
1557	computador	1700	4
1558	celular	1600	9
1559	televisao	2530	2
1560	celular	1380	5
1561	computador	2530	8
1562	televisao	1570	5
1563	televisao	2400	0
1564	televisao	2160	8
1565	celular	920	9
1566	celular	1040	10
1567	televisao	1240	3
1568	televisao	1920	7
1569	televisao	1450	9
1570	televisao	1250	5
1571	televisao	2290	5
1572	celular	1650	7
1573	computador	2130	9
1574	televisao	1770	1
1575	computador	2320	10
1576	celular	1120	3
1577	computador	1930	3
1578	televisao	1760	5
1579	celular	930	6
1580	computador	2170	10
1581	televisao	2150	1
1582	celular	1340	10
1583	celular	1290	10
1584	computador	2340	9
1585	celular	1030	10
1586	televisao	1450	5
1587	computador	1850	9
1588	televisao	1880	2
1589	computador	1810	3
1590	celular	1070	9
1591	celular	1220	10
1592	computador	2400	8
1593	celular	1410	10
1594	celular	1120	10
1595	computador	2760	9
1596	computador	1750	3
1597	celular	1070	10
1598	celular	1180	10
1599	celular	1030	4
1600	televisao	1350	4
1601	celular	1470	9
1602	computador	1870	6
1603	computador	1800	6
1604	computador	2820	9
1605	televisao	1390	4
1606	celular	1530	9
1607	televisao	2450	9
1608	celular	1000	3
1609	computador	2650	9
1610	computador	1740	4
1611	celular	1050	10
1612	televisao	2170	9
1613	computador	1750	5
1614	computador	1810	4
1615	computador	2680	9
1616	televisao	2320	8
1617	celular	1060	9
1618	televisao	1290	6
1619	celular	1540	8
1620	celular	1700	10
1621	celular	990	7
1622	televisao	1580	8
1623	celular	1170	7
1624	celular	1070	9
1625	televisao	1290	9
1626	celular	1610	10
1627	celular	1410	6
1628	celular	1130	8
1629	televisao	1580	5
1630	televisao	1950	2
1631	computador	2680	9
1632	celular	1120	10
1633	computador	2320	10
1634	celular	1150	10
1635	celular	1080	10
1636	computador	1940	4
1637	celular	1400	10
1638	celular	1140	8
1639	celular	1350	10
1640	celular	1010	6
1641	televisao	1450	6
1642	televisao	1740	10
1643	televisao	2270	0
1644	celular	1680	2
1645	celular	1050	9
1646	computador	1730	3
1647	computador	2600	9
1648	televisao	1480	5
1649	celular	1510	10
1650	celular	1500	9
1651	televisao	1350	5
1652	computador	1880	3
1653	televisao	1450	3
1654	celular	990	8
1655	celular	1100	9
1656	celular	1610	9
1657	celular	1640	9
1658	celular	1170	9
1659	celular	1620	8
1660	celular	1040	6
1661	celular	940	9
1662	celular	1550	8
1663	celular	1050	8
1664	computador	2670	10
1665	computador	1740	1
1666	computador	3300	9
1667	celular	960	7
1668	computador	1900	2
1669	televisao	1990	9
1670	celular	1030	10
1671	computador	2790	9
1672	televisao	1880	6
1673	computador	3220	9
1674	televisao	1390	9
1675	computador	1780	2
1676	celular	1170	7
1677	celular	1470	10
1678	celular	940	10
1679	computador	3580	10
1680	televisao	2180	10
1681	televisao	2000	7
1682	computador	3000	8
1683	computador	1810	2
1684	televisao	1970	10
1685	televisao	1450	9
1686	celular	1810	10
1687	televisao	1510	5
1688	celular	1150	10
1689	computador	2610	9
1690	computador	2800	8
1691	celular	1460	6
1692	celular	1030	10
1693	celular	990	10
1694	computador	2720	9
1695	computador	1990	8
1696	celular	1160	8
1697	celular	1500	5
1698	televisao	2160	3
1699	computador	2800	8
1700	computador	2830	7
1701	computador	1640	7
1702	televisao	1730	0
1703	celular	1030	8
1704	televisao	1340	5
1705	celular	1010	5
1706	televisao	1470	6
1707	computador	1790	4
1708	televisao	1710	0
1709	computador	1630	1
1710	celular	1080	3
1711	celular	1480	7
1712	celular	1020	10
1713	computador	1620	4
1714	televisao	1740	5
1715	computador	2580	9
1716	televisao	1760	10
1717	televisao	1540	3
1718	computador	2240	9
1719	computador	2630	10
1720	televisao	2200	5
1721	computador	1610	1
1722	computador	2770	9
1723	celular	1150	10
1724	computador	1780	3
1725	celular	1170	10
1726	televisao	1910	0
1727	computador	1970	5
1728	televisao	2070	7
1729	computador	3660	8
1730	celular	1140	7
1731	computador	1740	6
1732	televisao	1650	7
1733	computador	2750	9
1734	celular	1000	9
1735	televisao	1360	10
1736	celular	1080	6
1737	celular	1640	10
1738	televisao	1640	5
1739	televisao	2310	3
1740	computador	2590	9
1741	celular	1070	9
1742	celular	1030	8
1743	celular	1160	7
1744	celular	980	7
1745	celular	990	10
1746	televisao	1650	2
1747	televisao	2610	6
1748	computador	2800	10
1749	televisao	2210	7
1750	televisao	1260	9
1751	celular	1410	9
1752	televisao	2080	8
1753	celular	1750	7
1754	computador	2320	10
1755	celular	1100	9
1756	computador	3240	9
1757	televisao	1480	7
1758	computador	3010	10
1759	computador	2890	10
1760	celular	1020	6
1761	computador	1900	2
1762	televisao	1820	10
1763	televisao	1840	7
1764	televisao	2350	2
1765	televisao	2010	10
1766	celular	1270	10
1767	televisao	2110	9
1768	televisao	2170	9
1769	celular	1060	9
1770	computador	2490	8
1771	celular	1420	10
1772	celular	1070	7
1773	celular	1120	10
1774	celular	1140	7
1775	celular	940	9
1776	computador	1710	4
1777	celular	1410	10
1778	computador	1940	3
1779	computador	2680	8
1780	celular	1010	10
1781	televisao	2190	5
1782	computador	3030	10
1783	televisao	2000	2
1784	computador	2070	8
1785	celular	1530	10
1786	computador	2620	10
1787	celular	980	6
1788	computador	2540	8
1789	computador	2160	10
1790	celular	990	9
1791	computador	1870	9
1792	computador	1890	1
1793	celular	1680	10
1794	televisao	1690	5
1795	celular	1420	6
1796	celular	1350	10
1797	celular	1090	8
1798	celular	1000	9
1799	televisao	2360	10
1800	computador	1580	7
1801	celular	960	7
1802	computador	2540	10
1803	computador	3150	8
1804	celular	1030	1
1805	celular	1640	10
1806	televisao	2710	6
1807	computador	1750	5
1808	celular	1050	10
1809	celular	990	10
1810	televisao	1820	6
1811	celular	1120	9
1812	televisao	2270	7
1813	celular	1050	8
1814	televisao	1430	5
1815	computador	1760	7
1816	televisao	1490	7
1817	televisao	3020	4
1818	celular	1130	9
1819	computador	3000	10
1820	celular	1150	9
1821	televisao	1630	4
1822	celular	1050	10
1823	televisao	1670	2
1824	celular	1240	5
1825	televisao	2070	6
1826	celular	1590	10
1827	celular	1540	10
1828	celular	1270	10
1829	televisao	1710	6
1830	celular	1130	10
1831	celular	1160	9
1832	celular	1370	5
1833	celular	980	9
1834	televisao	1380	8
1835	computador	2160	9
1836	computador	1830	3
1837	celular	1050	9
1838	computador	2700	9
1839	celular	1000	8
1840	celular	1300	10
1841	televisao	1720	7
1842	computador	1770	0
1843	celular	1040	7
1844	computador	2540	9
1845	celular	1060	6
1846	celular	1140	8
1847	celular	1130	10
1848	computador	1870	3
1849	celular	1070	8
1850	televisao	1680	5
1851	computador	2010	5
1852	computador	2920	9
1853	celular	940	9
1854	celular	1220	7
1855	computador	1880	4
1856	televisao	2120	8
1857	celular	1120	7
1858	televisao	2240	7
1859	celular	1100	10
1860	celular	1540	7
1861	televisao	1320	5
1862	televisao	1330	0
1863	celular	1110	9
1864	celular	1060	6
1865	celular	1080	9
1866	televisao	1940	6
1867	celular	1400	8
1868	computador	1930	4
1869	celular	930	9
1870	computador	1860	6
1871	celular	1210	9
1872	celular	1070	10
1873	celular	1220	9
1874	computador	2950	10
1875	televisao	1800	4
1876	celular	1590	10
1877	computador	1800	1
1878	celular	980	10
1879	celular	1610	10
1880	celular	1070	10
1881	computador	1990	4
1882	televisao	1330	9
1883	celular	1060	9
1884	televisao	2130	7
1885	celular	1080	7
1886	celular	1150	9
1887	celular	1070	7
1888	celular	1130	10
1889	computador	2680	10
1890	computador	1870	6
1891	celular	1080	7
1892	celular	1110	4
1893	computador	1910	6
1894	celular	1050	10
1895	televisao	1450	6
1896	celular	970	9
1897	computador	1790	5
1898	celular	1020	10
1899	celular	1040	10
1900	celular	1160	5
1901	celular	1040	9
1902	televisao	2360	5
1903	celular	1380	5
1904	computador	2830	10
1905	celular	1460	8
1906	computador	1780	3
1907	celular	1600	6
1908	celular	1470	10
1909	televisao	2450	10
1910	televisao	1880	3
1911	celular	980	10
1912	televisao	1770	6
1913	televisao	1830	4
1914	televisao	1750	6
1915	celular	1080	9
1916	televisao	3110	8
1917	televisao	1440	8
1918	computador	3030	9
1919	televisao	1380	7
1920	televisao	1920	5
1921	computador	1810	4
1922	televisao	1430	10
1923	celular	1000	9
1924	celular	990	7
1925	celular	1190	9
1926	televisao	2750	5
1927	celular	1050	10
1928	televisao	3190	9
1929	televisao	2770	5
1930	celular	1070	10
1931	computador	2830	10
1932	computador	1620	5
1933	celular	1410	9
1934	celular	1040	3
1935	celular	1130	8
1936	celular	1030	9
1937	celular	1390	4
1938	computador	1830	8
1939	celular	980	9
1940	celular	1140	10
1941	televisao	2530	9
1942	computador	1710	1
1943	televisao	3090	9
1944	computador	2610	9
1945	celular	1060	9
1946	computador	1710	3
1947	celular	1270	9
1948	celular	1020	10
1949	computador	2400	10
1950	celular	1510	9
1951	celular	1770	10
1952	celular	1110	9
1953	celular	1150	9
1954	celular	1010	9
1955	celular	1540	9
1956	celular	1030	9
1957	celular	1470	10
1958	celular	960	9
1959	televisao	2110	6
1960	celular	1130	10
1961	celular	1010	7
1962	celular	1140	10
1963	televisao	2960	4
1964	computador	3370	10
1965	celular	1110	9
1966	celular	1140	10
1967	celular	990	10
1968	celular	1120	10
1969	celular	1060	7
1970	televisao	1700	4
1971	televisao	1410	4
1972	computador	1790	2
1973	celular	1000	9
1974	celular	920	7
1975	celular	1110	4
1976	televisao	2180	1
1977	celular	1340	5
1978	celular	1560	8
1979	celular	1440	10
1980	celular	1010	7
1981	computador	1790	4
1982	celular	1660	10
1983	celular	1210	9
1984	televisao	1480	6
1985	televisao	1670	9
1986	computador	3340	10
1987	celular	990	6
1988	computador	1830	3
1989	computador	1890	2
1990	celular	1750	10
1991	computador	3040	10
1992	televisao	1710	7
1993	computador	3170	10
1994	celular	1120	9
1995	televisao	1290	5
1996	celular	1120	10
1997	celular	1190	4
1998	televisao	2520	9
1999	celular	1080	8
2000	celular	1060	9
2001	computador	2710	8
2002	celular	990	10
2003	televisao	2940	3
2004	celular	1140	10
2005	celular	940	9
2006	celular	1110	8
2007	computador	1910	4
2008	computador	1890	4
2009	televisao	1600	7
2010	celular	1490	9
2011	celular	1120	9
2012	computador	2780	10
2013	computador	2720	8
2014	televisao	1380	8
2015	computador	2770	10
2016	televisao	1660	6
2017	televisao	2110	9
2018	celular	1510	6
2019	celular	1280	9
2020	celular	1660	10
2021	televisao	1770	7
2022	televisao	1630	8
2023	computador	3010	8
2024	televisao	1470	9
2025	celular	1350	9
2026	televisao	2030	8
2027	computador	1860	4
2028	computador	1650	6
2029	computador	2890	8
2030	celular	1610	6
2031	celular	1610	10
2032	computador	3330	9
2033	televisao	1590	4
2034	televisao	1600	9
2035	computador	1820	6
2036	celular	1620	5
2037	computador	3270	10
2038	celular	1120	10
2039	celular	1040	10
2040	televisao	1600	10
2041	televisao	1580	8
2042	celular	1570	7
2043	celular	960	8
2044	televisao	1880	2
2045	computador	1910	10
2046	celular	1430	6
2047	celular	1310	3
2048	celular	1520	10
2049	computador	1950	9
2050	celular	1000	10
2051	celular	1120	10
2052	celular	1150	8
2053	computador	1870	8
2054	televisao	2090	7
2055	celular	920	6
2056	celular	1320	7
2057	computador	2850	9
2058	computador	2330	9
2059	celular	1090	7
2060	celular	1000	6
2061	televisao	1520	5
2062	celular	1170	10
2063	computador	2160	8
2064	celular	1520	10
2065	televisao	1790	1
2066	computador	1670	3
2067	celular	1080	10
2068	computador	1810	4
2069	celular	1070	10
2070	celular	1330	7
2071	celular	970	5
2072	computador	1760	2
2073	televisao	1720	7
2074	televisao	1750	4
2075	computador	1930	1
2076	celular	1130	7
2077	celular	1020	10
2078	celular	960	10
2079	computador	2420	8
2080	computador	2180	9
2081	televisao	1290	8
2082	celular	1240	9
2083	celular	1110	8
2084	celular	1060	10
2085	celular	1300	8
2086	celular	950	8
2087	celular	1070	9
2088	televisao	2310	7
2089	celular	1360	9
2090	celular	960	10
2091	computador	1770	5
2092	celular	1100	9
2093	celular	1520	8
2094	celular	1400	9
2095	celular	1410	10
2096	celular	1100	9
2097	computador	1620	4
2098	celular	1070	10
2099	televisao	1560	5
2100	computador	1880	6
2101	celular	990	5
2102	televisao	1380	6
2103	computador	1710	4
2104	celular	1060	8
2105	computador	3050	9
2106	celular	1300	6
2107	celular	1070	8
2108	televisao	2180	6
2109	televisao	2110	9
2110	celular	1390	8
2111	celular	1190	10
2112	televisao	1960	10
2113	celular	1600	10
2114	televisao	2240	10
2115	celular	1610	10
2116	computador	1990	5
2117	computador	2580	9
2118	celular	1540	8
2119	computador	1830	2
2120	televisao	1320	10
2121	televisao	1430	1
2122	computador	1650	9
2123	computador	1790	6
2124	computador	1900	7
2125	celular	1170	9
2126	computador	2330	9
2127	televisao	1780	5
2128	computador	1770	3
2129	televisao	2520	6
2130	televisao	1620	5
2131	computador	2360	9
2132	celular	1020	10
2133	celular	1040	9
2134	celular	1280	5
2135	celular	1060	10
2136	televisao	1480	6
2137	televisao	2000	2
2138	celular	1600	10
2139	celular	1630	9
2140	televisao	1550	6
2141	celular	1390	4
2142	celular	1030	10
2143	televisao	1980	5
2144	celular	1150	8
2145	televisao	1980	8
2146	celular	1100	8
2147	celular	950	10
2148	celular	1140	9
2149	celular	1450	9
2150	televisao	1830	4
2151	televisao	1620	6
2152	computador	1780	6
2153	celular	1070	9
2154	celular	1040	9
2155	televisao	1790	8
2156	celular	1140	9
2157	televisao	2280	8
2158	celular	1020	9
2159	computador	3110	8
2160	computador	1940	4
2161	computador	1930	4
2162	computador	1810	2
2163	celular	1070	9
2164	celular	1050	6
2165	celular	1150	7
2166	computador	1740	6
2167	computador	1800	3
2168	celular	1030	8
2169	computador	1590	6
2170	computador	3240	10
2171	computador	2120	6
2172	televisao	2510	8
2173	celular	1440	8
2174	celular	960	10
2175	celular	1100	7
2176	celular	1490	10
2177	televisao	1160	3
2178	televisao	1790	3
2179	computador	2010	10
2180	televisao	1450	5
2181	celular	1140	10
2182	celular	990	7
2183	computador	2430	10
2184	computador	2780	10
2185	celular	1060	9
2186	computador	2320	10
2187	computador	1710	8
2188	computador	1720	9
2189	televisao	1450	10
2190	celular	1140	10
2191	computador	2830	10
2192	celular	1350	9
2193	televisao	2040	7
2194	computador	2260	9
2195	celular	1100	10
2196	televisao	2260	6
2197	celular	1350	9
2198	celular	1350	10
2199	celular	1230	7
2200	celular	930	8
2201	computador	1690	4
2202	televisao	1360	7
2203	celular	1620	10
2204	celular	1050	10
2205	computador	2120	8
2206	celular	1270	5
2207	televisao	1550	9
2208	televisao	1670	5
2209	celular	1090	10
2210	televisao	1800	9
2211	computador	2960	10
2212	celular	1690	9
2213	celular	1780	8
2214	televisao	2310	6
2215	celular	1740	10
2216	celular	940	8
2217	celular	1100	10
2218	celular	930	9
2219	celular	940	10
2220	celular	1240	10
2221	celular	1100	10
2222	celular	1030	10
2223	celular	1820	9
2224	celular	1310	10
2225	computador	1800	3
2226	televisao	2160	6
2227	celular	1330	9
2228	celular	1130	8
2229	celular	1140	6
2230	celular	1070	10
2231	celular	1540	7
2232	televisao	1840	5
2233	celular	1420	10
2234	computador	2000	7
2235	computador	2790	10
2236	computador	2300	10
2237	televisao	2730	7
2238	computador	1680	6
2239	celular	1010	9
2240	celular	1190	8
2241	celular	1390	10
2242	televisao	2210	0
2243	celular	1050	10
2244	celular	1560	8
2245	celular	1260	9
2246	computador	3020	9
2247	celular	1600	9
2248	computador	2020	5
2249	televisao	1520	7
2250	celular	990	9
2251	televisao	1420	8
2252	computador	1670	1
2253	celular	1430	10
2254	televisao	1870	5
2255	celular	1090	10
2256	televisao	2070	8
2257	celular	1670	9
2258	celular	1020	10
2259	celular	1170	9
2260	celular	1240	8
2261	celular	1310	6
2262	celular	1120	10
2263	celular	1590	10
2264	televisao	1390	7
2265	computador	3290	10
2266	computador	1980	6
2267	celular	1040	7
2268	celular	1630	10
2269	celular	1710	10
2270	televisao	1460	0
2271	televisao	1720	5
2272	computador	2330	8
2273	computador	1800	3
2274	celular	1010	6
2275	celular	940	10
2276	celular	1720	10
2277	celular	1510	8
2278	celular	980	9
2279	celular	1180	9
2280	televisao	1720	8
2281	celular	1090	9
2282	televisao	1800	6
2283	celular	1220	8
2284	celular	1030	8
2285	celular	1120	10
2286	celular	1530	9
2287	computador	2580	8
2288	computador	2680	10
2289	televisao	1590	5
2290	celular	1190	9
2291	televisao	2020	7
2292	computador	2420	9
2293	celular	1010	10
2294	celular	1080	10
2295	computador	1720	4
2296	celular	1080	9
2297	computador	2700	9
2298	celular	920	10
2299	celular	1100	10
2300	televisao	1420	10
2301	celular	1150	7
2302	computador	2620	9
2303	televisao	1730	3
2304	celular	1060	6
2305	celular	1520	10
2306	televisao	1780	10
2307	celular	930	10
2308	televisao	1420	8
2309	celular	930	10
2310	celular	1010	10
2311	computador	1770	0
2312	computador	2960	10
2313	celular	1240	9
2314	televisao	1620	4
2315	celular	1330	9
2316	computador	2270	10
2317	computador	1910	4
2318	televisao	2180	10
2319	computador	3260	7
2320	televisao	1970	1
2321	televisao	2910	4
2322	televisao	1340	5
2323	celular	1020	10
2324	televisao	1730	3
2325	celular	1000	10
2326	televisao	1680	3
2327	televisao	1910	8
2328	celular	1130	9
2329	celular	1310	9
2330	televisao	1810	8
2331	computador	1990	1
2332	celular	1390	10
2333	televisao	1830	9
2334	computador	2750	9
2335	televisao	1720	6
2336	celular	1160	10
2337	televisao	1450	7
2338	televisao	1420	3
2339	celular	1140	8
2340	televisao	1320	6
2341	computador	2700	9
2342	computador	3170	9
2343	celular	940	10
2344	televisao	2110	10
2345	celular	1210	6
2346	celular	930	5
2347	computador	1840	5
2348	celular	1490	10
2349	celular	910	9
2350	celular	1000	10
2351	celular	1060	9
2352	celular	1040	10
2353	computador	1800	2
2354	computador	1760	6
2355	computador	2740	9
2356	celular	1050	8
2357	celular	960	7
2358	celular	1100	9
2359	celular	1020	4
2360	computador	1680	4
2361	celular	1010	7
2362	televisao	2070	4
2363	celular	1330	9
2364	celular	1350	5
2365	televisao	2660	8
2366	televisao	1390	3
2367	computador	2140	10
2368	celular	940	8
2369	celular	950	8
2370	celular	1570	10
2371	celular	1060	10
2372	celular	1030	10
2373	celular	950	8
2374	celular	1390	4
2375	celular	1040	4
2376	televisao	2030	7
2377	celular	1120	7
2378	computador	2940	8
2379	computador	3240	10
2380	celular	1020	10
2381	computador	1690	4
2382	televisao	2110	9
2383	celular	930	9
2384	celular	1640	9
2385	televisao	1380	7
2386	celular	1820	10
2387	televisao	1250	3
2388	televisao	2100	5
2389	celular	1120	10
2390	celular	1220	9
2391	celular	1070	10
2392	computador	2740	10
2393	televisao	1210	7
2394	celular	1010	10
2395	computador	2890	10
2396	computador	1950	0
2397	celular	1030	10
2398	computador	3100	9
2399	computador	1790	6
2400	celular	1360	10
2401	celular	1180	10
2402	computador	1810	7
2403	televisao	1990	10
2404	televisao	1570	10
2405	televisao	1280	6
2406	televisao	2510	6
2407	celular	1270	7
2408	celular	1020	9
2409	televisao	2830	5
2410	computador	2470	10
2411	computador	1720	2
2412	celular	1710	7
2413	celular	1480	9
2414	celular	1390	9
2415	televisao	1440	6
2416	computador	2070	9
2417	televisao	1410	3
2418	computador	2900	9
2419	computador	3000	7
2420	celular	950	10
2421	celular	1050	10
2422	computador	2310	9
2423	computador	1720	2
2424	computador	2010	3
2425	celular	1050	10
2426	celular	1010	4
2427	celular	1350	7
2428	celular	910	10
2429	televisao	1700	1
2430	televisao	1520	10
2431	televisao	1710	3
2432	celular	1720	9
2433	celular	1040	9
2434	televisao	1590	8
2435	celular	1000	10
2436	televisao	2560	8
2437	televisao	1480	5
2438	celular	1750	10
2439	celular	1480	9
2440	televisao	2140	9
2441	televisao	1480	6
2442	televisao	1520	7
2443	computador	2740	10
2444	televisao	1270	8
2445	celular	1050	5
2446	computador	1710	3
2447	computador	1710	3
2448	computador	1830	3
2449	celular	1080	6
2450	celular	1080	9
2451	celular	1180	10
2452	celular	1080	10
2453	celular	1170	7
2454	celular	1340	10
2455	celular	1020	10
2456	celular	1240	10
2457	celular	1140	10
2458	televisao	1540	9
2459	computador	2380	10
2460	computador	2840	10
2461	celular	1080	10
2462	computador	2340	10
2463	celular	990	2
2464	computador	1800	3
2465	celular	1260	9
2466	televisao	2130	10
2467	televisao	2310	8
2468	computador	1810	5
2469	computador	2940	9
2470	computador	1870	7
2471	televisao	2230	5
2472	celular	1320	10
2473	celular	1060	10
2474	televisao	1200	1
2475	computador	1900	6
2476	televisao	1610	10
2477	televisao	2330	3
2478	celular	1080	8
2479	televisao	1840	5
2480	celular	930	9
2481	computador	2570	10
2482	celular	1380	10
2483	celular	1450	4
